ISBN,Title,Author,Publisher,Pages,Date Published,Subjects,Binding,Synopsis,Language,Edition,Dimensions,MSRP,Image,Status,PageNumber,Volume & Issue
0-06-251303-6,The Perfection of the Morning: An Apprenticeship in Nature,"Butala, Sharon",Harpercollins,221,1995,,Hardcover,"Through history, dream, vision and the reality of everyday life, Butala has created a rich portrait of her outer landscape - the southwest corner of Saskatchewan near the Montana border - and her inner one, the world of artistic imagination. Butala's home is one of vast grasslands and extreme climates, a territory where native bands first hunted and pioneers later attempted to settle. It is a world of farmers and ranchers who try to survive in spite of drought and cold, failing crops and isolation. It is a world as well of wildlife and endless prairie, of starlit nights and sweetsmelling grasses, where the growing writer is forced to confront not only her own solitude but her struggle to connect with the world around her. Faced with powerful visions and dreams that she at first cannot comprehend, Butala comes to understand that she can find in Nature a guiding force. What can she learn from ancient wisdom that will enable her to make this land her own? Can she ever find a place for herself in a community that is self-sufficient? Does she have the courage to turn her personal crisis both as a woman and as a writer into the stuff of fiction?",en,Reprint,"Height: 8.25 Inches, Length: 6 Inches, Weight: 1 Pounds, Width: 0.75 Inches",1.99,https://images.isbndb.com/covers/30/38/9780062513038.jpg,Success,124,18.3
0-395-75286-8,While England Sleeps,"Leavitt, David",Houghton Mifflin,284,1995,"World War, 1939-1945, World War, 1939-1945--England--London--Fiction, Gay men, Gay men--Fiction, World War, 1939-1945--England--Fiction, History, PS3562.E2618 W47 1995, 813/.54",Paperback,"<p>David Leavitt has earned high praise for his empathetic portrayal of human sexuality and the complexities of intimate relationships. Now, with While England Sleeps, available for the first time in two years, Leavitt moves beyond precisely controlled domestic drama to create a historical novel, one that has greater breadth and resonance than anything he has written before. Set against the rise of fascism in 1930s Europe, While England Sleeps tells the story of a love affair between the aristocratic young British writer Brian Botsford, who thinks homosexuality is something he will outgrow, and Edward Phelan, a sensitive and idealistic working-class employee of the London Underground and a Communist party member. When the strains of class difference, sexual taboo, and Brian's ambivalence impel Edward to volunteer to fight against Franco in Spain, Brian pursues him across Europe and into the violent chaos of war.</p>


                        <p>Leavitt has earned high praise for his empathetic portrayal of human sexuality and the complexities of intimate relationships. In While England Sleeps, available for the first time in two years, he moves beyond precisely contr olled domestic drama to create a historical novel, set against the rise of fascism in 1930s Europe, that tells a story of love and the violent chaos of war.
</p>",en,Revised,"Height: 8.25 Inches, Length: 5.25 Inches, Weight: 0.7275254646 Pounds, Width: 0.75 Inches",1.99,https://images.isbndb.com/covers/28/69/9780395752869.jpg,Success,47,18.3
0-933377-38-X,The Humming Birds: Poems,"Roy, Lucinda",The Eighth Mountain Press,88,9/1/1995,"Women, Women--Poetry, PR6068.O96 H86 1995, 811/.54",Paperback,"Lucinda Roy Makes A Living, Breathing Reality Of Women's History. Her Poems Compel Us Into The World She Envisions, Whether Through The Eyes Of A Slave Or The Eyes Of A Contemporary Woman Remembering Africa, Remembering Her Dead Mother, Remembering Nights Of Passionate Love. And In The End The Poems Reveal How All These Worlds Are Inevitably Connected - How The Slave, Lucy, Still Walks Down The Grand Staircase Of The Plantation Mansion, And How The Poet's Mother Is Still Close By, Waiting To Be Found. The Work Combines A Seemingly Effortless Craft With An Attention To Detail That Expands Into Unusual Insights About The Larger World. The Poet Excels At Finding The Uniquely Personal Image; Even The Tortoise, Albert, Who Was Bombed During The London Blitz, Becomes A Potent Symbol. All I Can Offer Now Is Resistance/to Created Myth, And Sign, And Metaphor, She Says. Indeed, Her Poems, Beautiful As They Are, Go Far Beyond Metaphor To Grapple With The Very Substance Of Life.--book Jacket. Yellow Bird -- Needlework -- Origami -- The Votaries -- The Curse -- The Curtsy -- The Humming Birds -- The Archangel Michael -- Book Review -- Suffering The Sea Change: All My Pretty Ones -- Suffering The Sea Change: Not Venus, But Rising -- The Man Who Played The Trumpet -- The Virginia Reel -- In Extremis -- Cancer -- Sierra Leone -- Penultimate Rites -- Stained Glass -- Flying Buttresses -- Surfacing -- For My Son -- Making Love -- Sexuality -- Talking To A Writer -- Sustenance -- Untitled -- Triple Overtime -- Divorce: The Old Sestina -- The Ride -- The Key -- Iris -- The Need For Skin -- The Heretic -- Caracole -- Famine -- The Bread Man -- Genesis -- The Photograph -- What Is Dangerous Not To Remember -- Cat's Cradle, Hopscotch, And Jumprope -- Women In Form -- Birth Control -- Custodian -- The Word Was With Gods -- On Seeing Things -- Gospel. Lucinda Roy. Winner Of The Eighth Mountain Poetry Prize--cover.",en,1st American Ed,"Height: 9 Inches, Length: 6 Inches, Weight: 0.4 Pounds, Width: 0.5 Inches",0,https://images.isbndb.com/covers/73/87/9780933377387.jpg,Success,71,18.3
0-8014-8304-2,Sex and Society in the World of the Orthodox Slavs 900–1700,"Levin, Eve",Cornell University Press,344,10/12/1995,"Social Sciences, Anthropology",Paperback,,en,1st New edition,"Height: 9.25 Inches, Length: 6.12 Inches, Weight: 1.00089866948 Pounds, Width: 0.72 Inches",8.75,https://images.isbndb.com/covers/30/42/9780801483042.jpg,Success,113,18.3
1-56279-079-X,The Multiple Child,"Chedid, Andrée",Mercury House,184,9/1/1995,Literary Collections,Paperback,,en,First Edition,"Height: 8.25 Inches, Length: 5.75 Inches, Weight: 0.5621787681 Pounds, Width: 0.75 Inches",12.95,https://images.isbndb.com/covers/07/90/9781562790790.jpg,Success,96,18.3
1-878067-68-0,The DEL-Lesbian Parenting Book: A Guide to Creating Families and Raising Children,"Clunis  Ph.D, D.Merilee, Green, G. Dorsey",Seal Press,450,9/28/1995,,Paperback,"D. Merilee Clunis, G. Dorsey Green. Includes Bibliographical References And Index.",en,,"Height: 9.25 Inches, Length: 1 Inches, Weight: 1.4660740423 Pounds, Width: 5.75 inches",16.95,https://images.isbndb.com/covers/76/85/9781878067685.jpg,Success,84,18.3
0-9629162-9-3,Cause I'm the Mommy: (That's Why)!,"Black, Donna",Hysteria Pubns,94,1997,,Paperback,"Donna Black Captures The Exhaustion And Exhilaration Of Motherhood In A Way That Every Parent Will Appreciate, Refreshingly Honest And Brutally Funny.",en,,"Height: 8.75 Inches, Length: 5.75 Inches, Weight: 0.3 Pounds, Width: 0.5 Inches",0.07,https://images.isbndb.com/covers/62/98/9780962916298.jpg,Success,51,18.3
1-85242-359-5,Obsession,Sarah Lefanu; Stephen Haywood,Serpent's Tail,212,1995,,Paperback,,en,First Paperback Edition,"Height: 8 Inches, Length: 5.25 Inches, Weight: 0.5 Pounds, Width: 0.75 Inches",13.99,https://images.isbndb.com/covers/35/99/9781852423599.jpg,Success,94,18.3
0-812-51099-2,The Girl Who Heard Dragons,"McCaffrey, Anne",Tor Fantasy,416,8/15/1995,,Mass Market Paperback,,en,,"Height: 6.75 Inches, Length: 4.25 Inches, Weight: 0.50044933474 Pounds, Width: 1.031 Inches",7.99,https://images.isbndb.com/covers/09/97/9780812510997.jpg,Success,66,18.3
0-253-20986-2,Rachel Calof's Story: Jewish Homesteader on the Northern Plains,"Calof, Rachel",Indiana University Press,176,9/22/1995,,Paperback,"<p>""Calof’s [story] has the ‘electricity’ one occasionally finds in primary sources. It is powerful, shocking, and primitive, with the kind of appeal primary sources often attain without effort.... it is a strong addition to the literature of women’s experience on the frontier."" —Lillian Schlissel [asking for approval to use quote]</p>
<p>In 1894, eighteen-year-old Rachel Bella Kahn travelled from Russia to the United States for an arranged marriage to Abraham Calof, an immigrant homesteader in North Dakota. Rachel Calof’s Story combines her memoir of a hard pioneering life on the prairie with scholarly essays that provide historical and cultural background and show her narrative to be both unique and a representative western tale. Her narrative is riveting and candid, laced with humor and irony.</p>
<p>The memoir, written by Rachel Bella Calof in 1936, recounts aspects of her childhood and teenage years in a Jewish community, (shtetl) in Russia, but focuses largely on her life between 1894 and 1904, when she and her husband carved out a life as homesteaders. She recalls her horror at the hardships of pioneer life—especially the crowding of many family members into the 12 x 14’ dirt-floored shanties that were their first dewllings. ""Of all the privations I knew as a homesteader,"" says Calof, ""the lack of privacy was the hardest to bear."" Money, food, and fuel were scarce, and during bitter winters, three Calof households—Abraham and Rachel with their growing children, along with his parents and a brother’s family—would pool resources and live together (with livestock) in one shanty.</p>
<p>Under harsh and primitive conditions, Rachel Bella Calof bore and raised nine children. The family withstood many dangers, including hailstorms that hammered wheat to the ground and flooded their home; droughts that reduced crops to dust; blinding snowstorms of plains winters. Through it all, however, Calof drew on a humor and resolve that is everywhere apparent in her narrative. Always striving to improve her living conditions, she made lamps from dried mud, scraps of rag, and butter; plastered the cracked wood walls of her home with clay; supplemented meagre supplies with prairie forage—wild mushrooms and garlic for a special supper, dry grass for a hot fire to bake bread. Never sentimental, Caolf’s memoir is a vital historical and personal record.</p>
<p>J. Sanford Rikoon elaborates on the history of Jewish settlement in the rural heartland and the great tide of immigration from the Russian Pale of Settlement and Eastern Europe from 1880–1910. Elizabeth Jameson examines how Calof ""writes from the interior spaces of private life, and from that vantage point, reconfigures more familiar versions of the American West."" Jameson also discusses how the Calofs adapted Jewish practices to the new contingencies of North Dakota, maintaining customs that represented the core of their Jewish identity, reconstructing their ""Jewishness"" in new circumstances.</p>",en,,"Height: 0.6 Inches, Length: 9 Inches, Weight: 0.7495716908 Pounds, Width: 5.9 Inches",15,https://images.isbndb.com/covers/98/63/9780253209863.jpg,Success,107,18.3
0-8147-5098-2,The Angel and the Perverts (The Cutting Edge: Lesbian Life and Literature Series),"Delarue-Mardrus, Lucie",NYU Press,246,7/1/1995,"Lesbians, Lesbians--Fiction, French fiction, PQ2607.E24 A713 1995, 843/.912",Paperback,Lucie Delarue-mardrus ; Translated By Anna Livia. Includes Bibliographical References (p. 223-227).,en,First Paperback,"Height: 8.5 Inches, Length: 5.5 Inches, Weight: 0.61 Pounds, Width: 0.62 Inches",27,https://images.isbndb.com/covers/09/88/9780814750988.jpg,Success,109,18.3
1-57322-503-7,"Pure Heart, Enlightened Mind: The Zen Journal & Letters of Maura Soshin O'Halloran",Maura O'Halloran,Riverhead Trade,311,10/1/1995,,Paperback,,en,Riverhead ed,"Height: 7.34 Inches, Length: 5.16 Inches, Weight: 0.8 Pounds, Width: 0.77 Inches",14,https://images.isbndb.com/covers/50/38/9781573225038.jpg,Success,133,18.3
0-88974-041-0,When Fox Is a Thousand,"Lai, Larissa",Raincoast Book Dist Ltd,236,1995,,Paperback,Larissa Lai.,en,First Edition,"Height: 9 Inches, Length: 5.5 Inches, Weight: 0.1 Pounds, Width: 0.75 Inches",14.95,https://images.isbndb.com/covers/04/19/9780889740419.jpg,Success,30,18.3
0-88974-041-0,When Fox Is a Thousand,"Lai, Larissa",Raincoast Book Dist Ltd,236,1995,,Paperback,Larissa Lai.,en,First Edition,"Height: 9 Inches, Length: 5.5 Inches, Weight: 0.1 Pounds, Width: 0.75 Inches",14.95,https://images.isbndb.com/covers/04/19/9780889740419.jpg,Success,82,18.3
0-253-20989-7,Done Into Dance: Isadora Duncan in America,"Daly, Ann",Indiana University Press,266,11/1/1995,,Paperback,Ann Daly. Includes Bibliographical References (p. [221]-260) And Index.,en,,"Height: 9.22 Inches, Length: 6.12 Inches, Weight: 0.661386786 Pounds, Width: 0.77 Inches",18.95,https://images.isbndb.com/covers/98/94/9780253209894.jpg,Success,107,18.3
