ISBN,Title,Author,Publisher,Pages,Date Published,Subjects,Binding,Synopsis,Language,Edition,Dimensions,MSRP,Image,Status,PageNumber,Volume & Issue
,,,,,,,,,,,,,,Error,,21.3
1-55583-488-4,The Ghost of Carmen Miranda: and Other Spooky Gay and Lesbian Tales,,Alyson Books,320.0,1998,,Paperback,"Halloween may be over, but the time is always right for a good queer fright. Stories in this unique anthology are provided by M. Christian, Lawrence Schimel, Barbara J. Webb, Simon Sheppard, A. J. Potter, Don Sakers, and others.",en,First Edition,"Height: 8.75 Inches, Length: 6.25 Inches, Weight: 0.68122838958 Pounds, Width: 0.75 Inches",11.95,https://images.isbndb.com/covers/48/83/9781555834883.jpg,Success,97.0,21.3
0-688-16357-2,Miss Ophelia: A Novel,Mary Burnett Smith,William Morrow Paperbacks,288.0,2015-05-19,,Paperback,,en,,"Height: 8 Inches, Length: 5.31 Inches, Weight: 0.75 Pounds, Width: 0.65 Inches",14.99,https://images.isbndb.com/covers/35/70/9780688163570.jpg,Success,127.0,21.3
0-8147-4727-2,Stars Don't Stand Still in the Sky: Music and Myth (Dia Center for the Arts Book),,NYU Press,400.0,1998-12-01,,Paperback,"Introduction : All This Useless Beauty / Greil Marcus -- Lost In The Supermarket : Myth And Commerce In The Music Business / Anthony Decurtis -- Thinking With Music / Angela Mcrobbie -- Concealing The Hunger / Jon Langford -- Art Versus Commerce : Deconstructing A (useful) Romantic Illusion / Deena Weinstein -- Re : Creation / Evelyn Mcdonnell -- Bela Lugosi's Dead And I Don't Feel So Good Either : Goth And The Glorification Of Suffering In Rock Music / James Hannaham -- Mtv Killed The Music Video Star / Katherine Dieckmann -- Same As It Ever Was? Rock Culture. Same As It Ever Was! Rock Theory. / Lawrence Grossberg -- On Not Playing Dead / Kathleen Hanna -- Cinderella At The Headbanger's Ball / Chuck Eddy -- The Sound Of The Crowd / Jon Savage -- Crowds And Freedom / Ellen Willis -- Dark Carnival / Paul D. Miller (dj Spooky That Subliminal Kid) -- Love Only Knows / Dave Hickey -- I'll Have To Say I Love You In A Song / Ann Powers -- Freedom Songs, Love Songs / Toshi Reagon -- Ecstasy Is A Science : Techno-romanticism / Simon Reynolds -- Between A Hard Rock And A Velvet Elvis : Fatal Attractions In Rock Iconography / Ralph Rugoff -- Rock Against Romance : Gender, Rock 'n' Roll, And Resistance / Arlene Stein -- Keeping Time / Karen Kelly -- The Rock And Roll Hall Of Fame And Museum : Myth, Memory, And History / Robert Santelli -- Across The Great Divide : Rock Critics, Rock Women / Barbara O'dair -- Music For Gangsters And (other) Chameleons / Jessica Hagedorn -- Analogues Of Mourning, Mourning The Analog / Paul Gilroy. Edited By Karen Kelly And Evelyn Mcdonnell ; Introduction By Greil Marcus. Published In Collaboration With Dia Center For The Arts. Includes Bibliographical References (p. 272-278).",en,Edition Unstated,"Height: 9 Inches, Length: 6 Inches, Weight: 0.96 Pounds, Width: 0.65 Inches",24.0,https://images.isbndb.com/covers/72/78/9780814747278.jpg,Success,18.0,21.3
0-8050-5608-4,Cruel As the Grave: A Medieval Mystery,"Penman, Sharon Kay",Henry Holt & Co,242.0,1998,,Hardcover,,en,First Edition,"Height: 8.75 Inches, Length: 5.75 Inches, Weight: 0.89948602896 Pounds, Width: 1 Inches",22.0,https://images.isbndb.com/covers/60/82/9780805056082.jpg,Success,51.0,21.3
1-57324-129-6,Fabric of the Future: Women Visionaries of Today Illuminate the Path to Tomorrow,,Conari Press,460.0,1998-10-01,,Hardcover,"Joan Borysenko, Brooke Medicine Eagle, Shakti Gawain, Starhawk, Gloria Steinem, and Marianne Williamson are among the contributors to this essential collection of wisdom for the new millennium designed for today's women. Radio drive-time tour.",en,First Edition,"Height: 9.5 Inches, Length: 7.25 Inches, Weight: 1 Pounds, Width: 1.5 Inches",25.95,https://images.isbndb.com/covers/12/98/9781573241298.jpg,Success,17.0,21.3
81 8- 58 88 6,,,,,,,,,,,,,,Error,27.0,21.3
0-441-00537-3,God's Fires,"Anthony, Patricia",Ace,374.0,1998-07-01,,Mass Market Paperback,"In Portugal, during the Inquisition, a ship falls to Earth. Could the creatures inside be angels...or devils sent to tempt?",en,,"Height: 7 Inches, Length: 4.5 Inches, Weight: 0.39903669422 Pounds, Width: 1.25 Inches",1.99,https://images.isbndb.com/covers/53/76/9780441005376.jpg,Success,74.0,21.3
1-55861-195-9,Always from Somewhere Else: A Memoir of My Chilean Jewish Father (The Helen Rose Scheuer Jewish Women's Series),Marjorie Agosín,The Feminist Press at CUNY,264.0,2000-10-01,,Hardcover,"In the tradition of her critically acclaimed memoir of her mother, <i>A Cross and a Star,</i> Marjorie Agosin writes the life of her father, Moises Agosin, a doctor, scientist, and classical pianist whose life reflects the lives of so many Jews of his generation, who were destined to be always refugees, always ""others""—always from somewhere else.<br>
In <i>Always From Somewhere Else,</i> Agosin’s homage to her father becomes much more than a simple life story; it is a captivating and moving meditation on the boundaries of national and cultural identities, the meanings of exile and home, and the legacies of storytelling, memory, and love.<br>
""In this beautifully composed tribute to the life of her father, Marjorie Agosín first describes the flight of her grandparents, Abraham and Raquel from the war-ravaged and increasingly anti-Semitic Russia of 1917. They lived as refugees in Istanbul and Marseilles, where Moisés was born, before settling with their three sons in Quillota, Chile. In vivid detail, Agosín contrasts the beauty of the Chilean countryside with the ugliness of the entrenched anti-Semitism that made her father a permanent outsider. . . . Agosín paints a moving portrait of a man who, despite his love for his family, his work, and classical music, was, like herself, marked at the core of his identity as a wandering exile.""—<i>Publishers Weekly</i><br>
 ""This is a haunting work of extraordinary grace and depth.""—Claribel Alegria<br>
<b>Marjorie Agosín</b> is author of many volumes of poetry, fiction, and essays. She is winner of the Letras do Oro Prize and the Latino Literature Prize, and is chair of the Spanish department at Wellesley College.<br>
<b>Elizabeth Rosa Horan</b> is an essayist, translator, and director of comparative studies in literature at Arizona State University.",en,,"Height: 7.2 Inches, Length: 5.2 Inches, Weight: 0.51367707046 Pounds, Width: 1 Inches",18.95,https://images.isbndb.com/covers/19/55/9781558611955.jpg,Success,84.0,21.3
0-226-26091-7,"Before the Closet: Same-Sex Love from ""Beowulf"" to ""Angels in America""","Frantzen, Allen J.",University of Chicago Press,380.0,1998-11-15,,Hardcover,"<p><P>Allen J. Frantzen challenges the long accepted view that the early Middle Ages tolerated and even fostered same-sex relations and that intolerance of homosexuality developed only late in the medieval period. Frantzen shows that in early medieval Europe, the Church did not tolerate same-sex acts, in fact it was an age before people recognized the existence&#8212;or the possibility&#8212;of the closet.<br><br>With its ambitious scope and elegant style, <i>Before the Closet</i> sets same-sex relations in Anglo-Saxon sources in relation to the sexual themes of contemporary opera, dance, and theatre. Frantzen offers a comprehensive analysis of sources from the seventh to the twelfth century and traces Anglo-Saxon same-sex behavior through the age of Chaucer and into the Renaissance.<br><br>Frantzen's marvelous book . . . opens up a world most readers will never have even known was there. It's a difficult topic, but Frantzen's comprehensive, readable and even wryly funny treatment makes this an unexpected pleasure.&#8212;<i>Publishers Weekly</i>, starred review<br></p><h3>Choice</h3><p>A dazzling survey, performed with masterful linguistic care, [making a] frontal attack on the practice of 'queer theory' The book is a delight. A more definitive view is not likely to come along for quite some time.</p>",en,1,"Height: 9 Inches, Length: 6 Inches, Weight: 1.43741394824 Pounds, Width: 1.1 Inches",0.0,https://images.isbndb.com/covers/09/14/9780226260914.jpg,Success,64.0,21.3
0-312-86615-1,Where Late The Sweet Birds Sang: A Novel,"Wilhelm, Kate",Orb Books,254.0,1998-07-15,,Paperback,"<p><P>Before becoming one of today's most intriguing and innovative mystery writers, Kate Wilhelm was a leading writer of science fiction, acclaimed for classics like <i>The Infinity Box </i>and <i>The Clewiston Test</i>. <P>Now one of her most famous novels returns to print, the spellbinding story of an isolated post-holocaust community determined to preserve itself, through a perilous experiment in cloning. Sweeping, dramatic, rich with humanity, and rigorous in its science,<i> Where Later the Sweet Birds Sang</i> is widely regarded as a high point of both humanistic and ""hard"" SF, and won SF's Hugo Award and Locus Award on its first publication. It is as compelling today as it was then.</p><h3>NY Times Book Review</h3><p>In this science fiction tale, the sterile survivors of a global environmental catastrophe turn to mass cloning, but the clones' communal upbringing deprives them of imagination and creativity.</p>",en,First Edition,"Height: 8.5 Inches, Length: 5.5 Inches, Weight: 0.7 Pounds, Width: 0.58 Inches",18.99,https://images.isbndb.com/covers/61/50/9780312866150.jpg,Success,76.0,21.3
1-890931-01-2,"We' Moon""99",Mother Tongue Ink,Mother Tongue Ink,224.0,1998,,Calendar,,en,Egmt,"Height: 8 Inches, Length: 5.25 Inches, Weight: 0.3 Pounds, Width: 0.75 Inches",14.95,https://images.isbndb.com/covers/10/18/9781890931018.jpg,Success,59.0,21.3
