ISBN,Title,Author,Publisher,Pages,Date Published,Subjects,Binding,Synopsis,Language,Edition,Dimensions,MSRP,Image,Status,PageNumber,Volume & Issue
,,,,,,,,,,,,,,Error,,16.2
0-935480-63-3,City of Kings (Discoveries),"Castellanos, Rosario",Latin American Literary Review Press,144.0,1993-01-01,,Paperback,"<p>Ciudad Real, as the Mexican city of San Cristobal de las Casas was called in earlier times, is the setting for this 1960 collection of stories by Rosario Castellanos that treats the passionate and timely themes of race, class, power and language. Set in the southern region of Chiapas where Castellanos was born, City of Kings [Ciudad Real] explores the centuries-old domination of indigenous people by whites, and the complex relationship between conquerors and conquered that is its outcome. Each story weaves into the next to present a portrait of the men, women and children of the region, with their hopes, tragedies, beliefs and fears. Most of all, City of Kings reveals the pain and damage suffered by both the weak and the strong when exploitation is the basis for everyday life.</p><h3>Publishers Weekly</h3><p>These short stories, first published in Mexico in 1960, show Castellanos to be a first-rate writer whose understanding of Mexican culture is as disturbing as it is engrossing. Using the city of Ciudad Real--the eponymous City of Kings, once glorious but now ``a vain, empty shell''--as a unifying element, she explores how racism, hunger, religion and money become weapons for the rulers of a society built upon the domination of native peoples. An elderly woman bludgeons an Indian to death, but calms her fears that his spirit will haunt her by thinking, ``How could a spirit possibly appear if the body belonged to an Indian, and not to a rational person?'' A proud native tribe and its protective spirit are exterminated by Spanish oligarchs and their descendants. A baby dies of hunger, yet the doctor who allows it to happen proclaims it a victory in getting Indians to understand the value of ``white'' medicine. A subtle paradox inhabits these unrelenting stories: Castellanos (1925-1974) was herself a wealthy ladina or white woman of mixed (European and indigenous) ancestry. She manages her exposure of the racist underpinnings of society brilliantly; more than 30 years after these stories were written, the inhumanity they portray continues to chill the soul. (Apr.)</p>",en,First Edition,"Height: 8.5 Inches, Length: 5.5 Inches, Weight: 0.46958461806 Pounds, Width: 0.5 Inches",17.0,https://images.isbndb.com/covers/06/34/9780935480634.jpg,Success,108.0,16.2
0-8223-1385-5,Queering the Renaissance (Series Q),,Duke University Press Books,424.0,1993-12-13,"Homosexuality--History, Homosexuality--Europe--History, Homosexuality in literature, Homosexuality in literature--Europe, Renaissance, Homosexuality--history, HQ76.3.E8 Q44 1994, 306.76/6/094",Paperback,"<p><i>Queering the Renaissance</i> offers a major reassessment of the field of Renaissance studies. Gathering essays by sixteen critics working within the perspective of gay and lesbian studies, this collection redraws the map of sexuality and gender studies in the Renaissance. Taken together, these essays move beyond limiting notions of identity politics by locating historically forms of same-sex desire that are not organized in terms of modern definitions of homosexual and heterosexual.<br>
	The presence of contemporary history can be felt throughout the volume, beginning with an investigation of the uses of Renaissance precedents in the 1986 U.S. Supreme Court decision <i>Bowers v. Hardwick</i>, to a piece on the foundations of 'our' national imaginary, and an afterword that addresses how identity politics has shaped the work of early modern historians. The volume examines canonical and noncanonical texts, including highly coded poems of the fifteenth-century Italian poet Burchiello, a tale from Marguerite de Navarre's <u>Heptameron</u>, and Erasmus's letters to a young male acolyte. English texts provide a central focus, including works by Spenser, Shakespeare, Bacon, Donne, Beaumont and Fletcher, Crashaw, and Dryden. Broad suveys of the complex terrains of friendship and sodomy are explored in one essay, while another offers a cross-cultural reading of the discursive sites of lesbian desire.<br>
	Accessibly written, boldly interdisciplinary, <i>Queering the Renaissance</i> will be indispensable for literary critics, historians, and theorists seeking to understand the representation of same-sex desire in the early modern period.</p>
<p><i>Contributors.</i> Alan Bray, Marcie Frank, Carla Freccero, Jonathan Goldberg, Janet Halley, Graham Hammill, Margaret Hunt, Donald N. Mager, Jeff Masten, Elizabeth Pittenger, Richard Rambuss, Alan K. Smith, Dorothy Stephens, Forrest Tyler Stevens, Valerie Traub, Michael Warner</p>",en,Edition Not Stated,"Height: 9.25 Inches, Length: 5.88 Inches, Weight: 1.60055602212 Pounds, Width: 1 Inches",26.83,https://images.isbndb.com/covers/38/54/9780822313854.jpg,Success,78.0,16.2
0-8020-5850-7,Politics As If Women Mattered: A Political Analysis of the National Action Committee on the Status of Women,"Vickers, Jill, Rankin, Pauline, Appelle, Christine",Univ of Toronto Pr,347.0,1993,,Hardcover,,en,,"Height: 9.5 Inches, Length: 6.5 Inches, Weight: 1.59394215426 Pounds, Width: 1.25 Inches",50.0,https://images.isbndb.com/covers/85/08/9780802058508.jpg,Success,104.0,16.2
0-415-90795-0,"Changing the Educational Landscape: Philosophy, Women, and Curriculum","Martin, Jane Roland",Routledge,260.0,1993-11-23,,Paperback,"<p><b>Changing the Educational Landscape</b> is a collection of the best-known and best-loved essays by the renowned feminist philosopher of education, Jane Roland Martin. Trained as an analytic philosopher at a time before women or feminist ideas were welcome in the field, Martin brought a philosopher's detachment to her earliest efforts at revolutionizing the curriculum. Her later essays on women and gender further showcase the tremendous intellectual energy she brought to the field of feminist educational theory. Martin explores the challenges and contradictions posed by the very concept of women's education, and also recognizes how the presence of women necessitates the rearticulation of not only the curriculum but also the standard ideologies in education.</p>",en,1,"Height: 9.02 Inches, Length: 5.98 Inches, Weight: 1.0582188576 Pounds, Width: 0.59 Inches",54.95,https://images.isbndb.com/covers/79/58/9780415907958.jpg,Success,131.0,16.2
0-8020-2903-5,Lifting A Ton Of Feathers: A Woman's Guide For Surviving In The Academic World,Paula J Caplan,University Of Toronto Press,273.0,1993,"Women College Teachers, Sex Discrimination Against Women, Sex Discrimination In Education, Sex Discrimination In Employment",Hardcover,,en,,,0.0,https://images.isbndb.com/covers/90/34/9780802029034.jpg,Success,104.0,16.2
1-85371-177-2,The Light-makers,Mary O'Donnell,Poolbeg Pr Ltd,193.0,1993-08-18,"Fiction, General",Hardcover,,en,First Edition,"Height: 9.25 Inches, Length: 6.75 Inches, Weight: 0.95019234922 Pounds, Width: 0.75 Inches",0.0,https://images.isbndb.com/covers/17/70/9781853711770.jpg,Success,103.0,16.2
1-56280-041-8,Friends and Lovers: A Romance,"Calhoun, Jackie",Naiad Pr,208.0,2000,,Paperback,"Best-selling Jackie Calhoun is a premier chronicler of lesbian life in the 90s in all its rich complexity. HereÆs the story of Danny, her married friend Kara, her new friend Chris, the alluring Maureen, MaureenÆs ex-lover, DannyÆs ex-husband. . . etc.",en,Stated First Edition,"Height: 8.5 Inches, Length: 5.5 Inches, Weight: 1.25 Pounds, Width: 0.5 Inches",11.95,https://images.isbndb.com/covers/04/13/9781562800413.jpg,Success,135.0,16.2
0-8020-2995-7,Political Writings: A Vindication Of The Rights Of Men : A Vindication Of The Rights Of Woman : An Historical And Moral View Of The French Revolutio,Mary Wollstonecraft,Univ Of Toronto Pr,411.0,1997,,Hardcover,A Vindication Of The Rights Of Men -- A Vindication Of The Rights Of Women -- An Historical And Moral View Of The French Revolution. Mary Wollstonecraft ; Edited By Janet Todd. Includes Bibliographical References.,en,,,65.0,https://images.isbndb.com/covers/99/59/9780802029959.jpg,Success,104.0,16.2
1-55861-029-4,"Women Writing in India: 600 B.C. to the Present, II: The Twentieth Century",,The Feminist Press at CUNY,641.0,1993-04-01,,Paperback,,en,,"Height: 9 Inches, Length: 6 Inches, Weight: 1.95990950918 Pounds, Width: 1.3 Inches",32.0,https://images.isbndb.com/covers/02/93/9781558610293.jpg,Success,95.0,16.2
