ISBN,Title,Author,Publisher,Pages,Date Published,Subjects,Binding,Synopsis,Language,Edition,Dimensions,MSRP,Image,Status,PageNumber,Volume & Issue
0-8070-1007-3,IMAGE AS INSIGHT: Visual Understanding In Western Christianity and Secular Culture,"Miles, Margaret R.",Beacon Pr,200.0,1987,,Paperback,,en,,"Height: 10 Inches, Length: 7 Inches, Weight: 1 Pounds, Width: 0.75 Inches",17.0,https://images.isbndb.com/covers/00/75/9780807010075.jpg,Success,40,10.3
0-86232-700-8,The Circumcision of Women: A Strategy for Eradication,"Koso-Thomas, Olayinka",Zed Books,128.0,1987-05-01,,Hardcover,,en,Illustrated,"Height: 1 Inches, Length: 1 Inches, Width: 0.999998 Inches",45.0,https://images.isbndb.com/covers/70/02/9780862327002.jpg,Success,65,10.3
0-918949-01-7,More Golden Apples a Further Celebration and Women in Sport,"Martz, Sandra",Papier Mache Pr,56.0,1986,,Paperback,,en,First Edition,"Height: 8.5 Inches, Length: 5.5 Inches, Weight: 0.2 Pounds, Width: 0.25 Inches",0.0,https://images.isbndb.com/covers/90/11/9780918949011.jpg,Success,44,10.3
0-918393-49-3,The Pursuit of Sodomy,"Gerard, Kent",Routledge,566.0,1989-01-19,"Sexology & Sexual Behavior - General & Miscellaneous, History of Homosexuality, Social History - General & Miscellaneous, World History - General & Miscellaneous",Paperback,"<p>Historians Kent Gerard and Gert Hekma make available--for the first time to an English-speaking audience--the best, most recent work on the history of male homosexuality in Early Modern Europe. The role of the male homosexual--during the pivotal era of 1400 to 1800--is thoroughly explored. <p>A wide-ranging group of authors offers relevant and fascinating material on sexual history and sexuality, in general, and on homosexuality and European history, in particular.</p> <h3>Booknews</h3> <p>Previously published as Journal of homosexuality, v.16, nos. 1/2, 1988. Articles on the history of male homosexuality in most of the countries of Western Europe during the early modern era (1400-1800). Annotation c. Book News, Inc., Portland, OR (booknews.com)</p>",en,1,"Height: 8.34644 Inches, Length: 5.98424 Inches, Weight: 2.314853751 Pounds, Width: 1.28 Inches",25.75,https://images.isbndb.com/covers/34/94/9780918393494.jpg,Success,50,10.3
0-932379-33-8,The Monarchs Are Flying: A Novel,"Foster, Marion",Firebrand Books,224.0,1987-12-01,"Fiction, Mystery & Crime",Paperback,"<p>Homophobia and small-town narrow-mindedness are overcome in this courtroom drama of substance and skill.</p><h3>Publishers Weekly</h3><p>In the isolated, conservative Ontario village of Spruce Falls, TV reporter Leslie Taylor is arrested for the murder of her one-time lover, Marcie Denton, who, after their breakup, married an abusive man she had been trying to leave. Harriet Fordham Croft, a robust, older, divorced Toronto lawyer who has bouts of inexplicable loneliness, is called onto the case by Marcie's sleazy husband: he wants to be sure that Leslie is prosecuted to the full extent of the law. But Harriet, attracted by Leslie's courage and forthrightness, suspects that the community's hostility to lesbianism has resulted in her being railroaded. After Leslie fires her scummy local lawyer, Harriet agrees to represent her and, in firm fashion, proves her innocence and gets the murderer to confess on the stand during the trial. Upon Leslie's release, Harriet realizes that she has fallen in love with her client, and the two make their first tender overtures. As a mystery, this book fails. (Not enough information is given until the end for the reader to speculate satisfyingly about other murder suspects.) As a feminist narative, it's passable. (December)</p>",en,First Edition,"Height: 8.75 Inches, Length: 5.75 Inches, Weight: 0.59 Pounds, Width: 0.5 Inches",8.5,https://images.isbndb.com/covers/93/37/9780932379337.jpg,Success,56,10.3
0-919573-71-1,Being Pregnant: Conversations With Women,"Morrison, Daphne",New Star Books,,1987,,Paperback,,en,,,9.95,https://images.isbndb.com/covers/37/10/9780919573710.jpg,Success,12,10.3
0-87358-429-5,Picture Bride: A Novel,"Uchida, Yoshiko",UNKNO,216.0,1987,"Japanese Americans, Japanese Americans--Fiction, PS3571.C247 P5 1987, 813/.54",Hardcover,By Yoshiko Uchida.,en,First Edition,Weight: 1.3 Pounds,14.95,https://images.isbndb.com/covers/42/96/9780873584296.jpg,Success,63,10.3
0-937872-26-1,Dark Path of Our Names,"Swift, Joan",Dragon Gate Pr,50.0,1985-08,,Hardcover,,en,UNABRIDGED VERSION,,14.0,https://images.isbndb.com/covers/22/60/9780937872260.jpg,Success,64,10.3
0-937872-21-0,Fugitive Angels: Poems,"Walker, Jeanne Murray",Dragon Gate Pr,85.0,1985-02-01,,Paperback,,en,,Weight: 1 Pounds,7.0,https://images.isbndb.com/covers/22/15/9780937872215.jpg,Success,64,10.3
0-934411-05-0,Dreams of the Woman Who Loved Sex,"Corinne, Tee",Edward William Pub Co,138.0,1987,"Lesbians, Literary Collections, Erotic Literature, American",Paperback,Tee Corinne. Bibliography: P. 11-12.,en,First Edition,"Height: 8.5 Inches, Length: 5.5 Inches, Weight: 0.44 Pounds, Width: 0.25 Inches",8.95,https://images.isbndb.com/covers/10/59/9780934411059.jpg,Success,65,10.3
0-918949-02-5,When I am an old woman I shall wear purple: An anthology of short stories and poetry,"Martz, Sandra H. (editor)",Papier-Mache Press,177.0,1987,,Paperback,"Warning / Jenny Joseph -- Sitty Victoria / Vicki Salloum -- Grandma Sits Down / Rick Kempa -- Aunt Marie At 99 / Tom Benediktsson -- Here, Take My Words / Karen Brodine -- The Trouble Was Meals / Elizabeth Bennett -- Like Mother, Like Daughter / Susan S. Jacobson -- Near Places, Far Places / Sarah Barnhill -- The Changes / Fionna Perkins -- For My Mother / Michele Wolf -- A Place For Mother / Joanne Seltzer -- Birthday Portrait In Muted Tones / Dori Appel -- Old Woman / Billie Lou Cantwell -- A Woman At Forty / Enid Shomer -- New Directions / Susan A. Katz -- Late Autumn Woods / Rina Ferrarelli -- Athlete Growing Old / Grace Butcher -- Body / Lillian Morrison -- I Know The Mirrors / Janice Townley Moore -- Investment Of Worth / Terri Jewell -- Gracefully Afraid / Mary Anne Ashley -- Words Never Spoken / Doris Vanderlipp Manley -- Clearing The Path / Elisavietta Ritchie -- Dear Paul Newman / Marie Kennedy Robins -- Reaching Toward Beauty / Hyacinthe Hill -- Love At Fifty / Marcia Woodruff -- A Letter From Elvira / Bettie Sellers -- Tin Of Tube Rose / Sandra Redding -- Survived By His Wife / Margaret Flanagan -- Making The Wine / Marisa Labozzetta -- Come To Me / Sue Saniel Elkind -- Two Willow Chairs / Jess Wells -- Planting / Cinda Thompson -- Maybe At Eighty? / S. Minanel -- Endurance / Fran Portley -- Becoming Sixty / Ruth Harriet Jacobs -- Social Security / Barbara Bolz -- Litany For A Neighbor / Ellin Carter -- The Wildcat / Catherine Boyd -- Out Of The Lion's Belly / Carole L. Glickfeld. Hurricane / Edna J. Guttag -- Oh, That Shoestore Used To Be Mine / Randeane Doolittle Tetu -- Tending The Flock / Jennifer Lagier -- Livvy Caldwell / Barbara Nector Davis -- Translations / Margaret H. Carson -- To An Old Woman / Rafael Jesus Gonzalez -- The Pianist / Carolyn J. Fairweather Hughes -- Occupation / Bonnie Michael Pratt -- All The Time / Michael Andrews -- Bag Ladies In L.a. / Savina A. Roxas -- Glory / Charlotte Watson Sherman -- Old Women / Barbara Lau -- Bag Ladies / Ruth Harriet Jacobs -- Endings / Lynn Kozma -- Last Visit To Grandmother / Enid Shomer -- Words For Alice After Her Death / Angela Peckenpaugh -- The Thugs / Mura Dehn -- The Coming Of Winter / Shirley Vogler Meister -- Post Humus / Patti Tana -- Life's Rainbow / Sheila Banani. [editor, Sandra Martz].",en,First Edition,Weight: 0.94 Pounds,30.89,https://images.isbndb.com/covers/90/28/9780918949028.jpg,Success,44,10.3
0-88259-951-8,Heavenly Visions: The Art of Minnie Evans,"Kahan, Mitchell",Univ of North Carolina Pr,51.0,1986,,Paperback,,en,illustrated edition,Weight: 1 Pounds,8.0,https://images.isbndb.com/covers/95/19/9780882599519.jpg,Success,39,10.3
0-394-53935-4,Rebecca West: A Life,"Glendinning, Victoria",Knopf,300.0,1987-10-12,"West, Rebecca , 1892-1983, Authors, English, Authors, English--20th century--Biography, PR6045.E8 Z65 1987, 828/.91209 B",Hardcover,Victoria Glendinning. Includes Index. Bibliography: P. [265]-[287.],en,,Weight: 1.5688 Pounds,1.99,https://images.isbndb.com/covers/93/55/9780394539355.jpg,Success,79,10.3
0-937872-27-x,The Dark Path of Our Names,"Swift, Joan",Dragon Gate,50.0,1985,"Poetry, General",Paperback,,en,First Edition,,0.0,https://images.isbndb.com/covers/22/77/9780937872277.jpg,Success,64,10.3
0-385-19672-5,Myth of Two Minds,"Benderly, Beryl Lieff",Doubleday,324.0,1987-09-16,"Sex role, Sex differences (Psychology), Sex differences, HQ1075 .B46 1987, 305.3",Hardcover,What Is Gender? -- Why Is Gender? -- What Do People Make Out Of Gender? -- What Constitutes A Difference? -- How Do We Know A Difference When We See One? -- Different Bodies? -- Different Sexuality? -- Different Personalities? -- Different Intellects? -- Different Brains? -- Uses Of The Past -- Meaning Of Gender. Beryl Lieff Benderly. Includes Index. Bibliography: P. [295]-309.,en,First Edition,Weight: 1.22 Pounds,18.95,https://images.isbndb.com/covers/67/27/9780385196727.jpg,Success,74,10.3
0-688-06530-9,A Southern Family,"Godwin, Gail",William Morrow & Co,540.0,1987,"Suicide victims, Suicide victims--Fiction, PS3557.O315 S6 1987, 813/.54",Hardcover,"After Theodore Quick, Twenty-eight, And His Girlfriend, Jeanette, Are Found Dead With All The Evidence Pointing To Theo Himself, His Family Must Reevaluate Itself. Gail Godwin.",en,First Edition,"Height: 1.6 Inches, Length: 9.5 Inches, Weight: 1.8 Pounds, Width: 6.5 Inches",18.95,https://images.isbndb.com/covers/53/00/9780688065300.jpg,Success,77,10.3
0-89594-248-8,The Poems of Rita Mae Brown,Rita Mae Brown,Crossing Press,130.0,1987,,Paperback,"Rita Mae Brown. Reprint (1st Work). Originally Published: The Hand That Cradles The Rock. New York University Press, 1971. Reprint (2nd Work). Originally Published: Songs To A Handsome Woman. Diana Press, 1973.",en,Later Printing Used,Weight: 0.3 Pounds,0.0,https://images.isbndb.com/covers/24/87/9780895942487.jpg,Success,61,10.3
0-934411-06-9,Cass and the Stone Butch,"Azolakov, Antionette",Edward William Pub Co,162.0,1987,"Lesbians, Lesbians--Fiction, Milam, Cass (Fictitious character), PS3551.Z66 C37 1987, 813/.54",Paperback,Antoinette Azolakov.,en,First Edition,"iii, 162 p. ; 22 cm.",8.95,https://images.isbndb.com/covers/10/66/9780934411066.jpg,Success,65,10.3
1-55591-018-1,Going Over East: Reflections of a Woman Rancher,"Hasselstrom, Linda M.",Fulcrum Publishing,220.0,1987-09-01,"Authors, American, Homes And Haunts, Biography, Ranchers, Ranch Life",Hardcover,"Linda Hasselstrom Is A Poet, Essayist And Working Ranch Woman. She Works A South Dakota Ranch Home-steaded By Her Swedish Forebears. She Structures Her Narration Around The Opening And Closing Of Gates As She Goes Over East En Route To The Summer Pasture. With Each Stop, She Makes A Nostalgic Foray Into The Past, Discusses The Routine Demands Of Their Cow-calf Operation And Celebrates The Wildlife Or The Silent Dignity Of Deserted Homesteads. The Home Place. -wintering. -of Cows And Singing Clouds. -no Time For Horses. -predators Drive Pickups. -profit, Loss And The Taste Of Vinegar. -suggested Reading. Linda M. Hasselstrom. Bibliography: P. 203-206.",en,First Edition,"Height: 8.75 Inches, Length: 6.25 Inches, Weight: 0.95 Pounds, Width: 1 Inches",13.95,https://images.isbndb.com/covers/01/81/9781555910181.jpg,Success,55,10.3
0-312-01096-6,Straight on Till Morning: the Biography of Beryl Markham,"Lovell, Mary S.",St Martins Pr,408.0,1987,,Hardcover,"The Story Of The Noble-born Unconventional Englishwoman, Beryl Markham, Who Became A Famous Aviator. Mary S. Lovell. Includes Index. Bibliography: P. [391]-393.",en,First American Edition,Weight: 0.93 Pounds,16.95,https://images.isbndb.com/covers/09/66/9780312010966.jpg,Success,80,10.3
0-9618452-2-5,,,,,,,,,,,,,,Error,56,10.3
0-671-49386-8,"Drawing on the Artist Within: A Guide to Innovation, Invention, Imagination and Creativity",Betty Edwards,Simon & Schuster,240.0,1986-01-01,"Drawing--Technique, Visual perception, Creative ability, Art, Creativity, Visual Perception, NC730 .E33 1986, BF 408 E26d 1986, 741.2",Hardcover,"Discusses Research On The Nature Of The Creative Process, In How Humans View Processes And Objects, How Humans Use Intuition, Imagination, And Insight In Everyday Life, And How These Techniques Can Be Used In Problem-solving. Pt. 1: A New Look At The Art Of Seeing. Creativity : The Chameleon Concept -- Drawing On Gleams From Within -- Taking A Long Look At Creativity -- Drawing On Definitions -- Pt. 2: Making Thought Visible. Drawing On A Parallel Language -- Making Telling Marks -- Drawing Out Insight -- Drawing On Intuition -- Drawing On First Insight To Find The Question -- Drawing Meaning From The Inside Out -- Pt. 3: New Strategies For Thinking. Drawing Up The Rules Of The Game -- Drawing On New Points Of View -- Beaux Gestes : Drawing On Beautiful Gestures -- Drawing At A Snail's Pace -- Drawing On The Other Side Of Our Assumptions -- There Is More To Seeing Than Meets The Eyeball -- Taking A Sight On Reason, Ratios, And Relationships -- Shadows That Light The Way -- Drawing Close To The Magic Moment -- Drawing Power From Within. Betty Edwards. Includes Index. Bibliography: P. 233-236.",en,First Edition,Weight: 1.6 Pounds,18.45,https://images.isbndb.com/covers/38/68/9780671493868.jpg,Success,40,10.3
0-932379-38-9,A Restricted Country,"Nestle, Joan",Firebrand Books,192.0,1987,,Hardcover,,en,,"Height: 8.75 Inches, Length: 5.75 Inches, Weight: 0.5 Pounds, Width: 0.75 Inches",22.95,https://images.isbndb.com/covers/93/82/9780932379382.jpg,Success,56,10.3
0-300-03907-7,Letters of Carl Van Vechten,Carl Van Vechten,Yale University Press,336.0,1987,,Hardcover,,en,First Edition,Weight: 1.433004703 Pounds,30.0,https://images.isbndb.com/covers/90/78/9780300039078.jpg,Success,82,10.3
0-385-24160-7,The Black Woman's Career Guide,"Nivens, Beatryce",Anchor Books,362.0,1987,,Hardcover,,en,,,2.72,https://images.isbndb.com/covers/16/01/9780385241601.jpg,Success,75,10.3
0-316-31315-7,Falling Through Space: The Journals of Ellen Gilchrist,"Gilchrist, Ellen",Little Brown & Co,166.0,1987,"Gilchrist, Ellen , 1935-, Authors, American, Authors, American--20th century--Biography, PS3557.I34258 Z465 1987, 813/.54 B",Hardcover,,en,First Edition,Weight: 3 Pounds,0.0,https://images.isbndb.com/covers/31/55/9780316313155.jpg,Success,76,10.3
0-393-30442-6,The Life to Come: And Other Stories,"Forster, E. M.",W. W. Norton & Company,268.0,1987-08-17,,Paperback,"<p>representing Every Phase Of E. M. Forster's Career As A Writer, The Fourteen Stories In This Book Span Six Decades&mdash;from 1903 To 1957 Or Even Later.</p><h3>new York Times Book Review - Eudora Welty</h3><p>have We Been As Ready For Forster's Honesty As We Thought We Were? His Greatness Surely Has Root In His Capacity To Treat All Human Relationships Seriously And Truthfully .and Of Course, The Best Realized Of The Homosexual Stories Dovetail Perfectly Into The Best Of All His Work. Even The Earliest And Most Ephemeral Of Them Will Be Recognized As The Frailer Embodiments Of The Same Passionate Convictions That Made For The Moral Iron In His Novels.</p>",en,,"Height: 7.4 Inches, Length: 5 Inches, Weight: 0.65256829552 Pounds, Width: 0.8 Inches",1.99,https://images.isbndb.com/covers/44/28/9780393304428.jpg,Success,50,10.3
0-940721-00-7,The Dress: The Sharda Stories,"Wells, Jess",Inland Womensource,113.0,1989-03-01,"Women, Social Life And Customs, Fiction",Paperback,,en,1,,7.95,https://images.isbndb.com/covers/10/05/9780940721005.jpg,Success,20,10.3
0-87113-163-3,Oranges Are Not the Only Fruit,"Winterson, Jeanette",Atlantic Monthly Press,176.0,1987,,Paperback,"Winner Of The Whitbread Prize For Best First Fiction, Oranges Are Not The Only Fruit Is A Coming-out Novel From Winterson, The Acclaimed Author Of The Passion And Sexing The Cherry. The Narrator, Jeanette, Cuts Her Teeth On The Knowledge That She Is One Of God's Elect, But As This Budding Evangelical Comes Of Age, And Comes To Terms With Her Preference For Her Own Sex, The Peculiar Balance Of Her God-fearing Household Crumbles.--jacket. Genesis -- Exodus -- Leviticus -- Numbers -- Deuteronomy -- Joshua -- Judges -- Ruth. Jeanette Winterson. Reprint. Originally Published: London ; New York : Pandora Press, 1985.",en,First Edition,Weight: 0.37919509064 Pounds,0.0,https://images.isbndb.com/covers/16/38/9780871131638.jpg,Success,76,10.3
0-394-89262-3,Stories Julian Tells,"Cameron, Ann",Random House Books for Young Readers,71.0,1987-09-12,,Paperback,,en,,Weight: 0.85 Pounds,0.0,https://images.isbndb.com/covers/26/27/9780394892627.jpg,Success,53,10.3
0-89594-244-5,She came too late (A WomanSleuth mystery),"Wings, Mary",Crossing Press,197.0,1987,,Hardcover,Mary Wings.,en,First Edition,Weight: 0.75 Pounds,1.99,https://images.isbndb.com/covers/24/49/9780895942449.jpg,Success,61,10.3
0-14-009249-8,Turn: The Journal of an Artist,"Truitt, Anne",Penguin Books,214.0,1987-11-03,,Paperback,"The second journal of an artist by ""an extraordinary woman: sensitive, intelligent, perceptive""--Doris Grumbach.",en,First Edition,"Height: 7.72 Inches, Length: 5.24 Inches, Weight: 0.39 Pounds, Width: 0.61 Inches",12.95,https://images.isbndb.com/covers/24/93/9780140092493.jpg,Success,78,10.3
0-226-77228-4,The Colors of Rhetoric: Problems in the Relation Between Modern Literature and Painting,"Steiner, Wendy",Univ of Chicago Pr,264.0,1986,,Paperback,,en,,Weight: 1 Pounds,12.95,https://images.isbndb.com/covers/22/88/9780226772288.jpg,Success,40,10.3
0-8075-5739-0,Nobody Wants a Nuclear War: Story and Pictures,"Vigna, Judith",Albert Whitman & Co,40.0,1986,,Hardcover,,en,First Edition,"Height: 9.5 Inches, Length: 8.5 Inches, Weight: 0.70106999316 Pounds, Width: 0.5 Inches",1.99,https://images.isbndb.com/covers/73/96/9780807557396.jpg,Success,51,10.3
