ISBN,Title,Author,Publisher,Pages,Date Published,Subjects,Binding,Synopsis,Language,Edition,Dimensions,MSRP,Image,Status,PageNumber,Volume & Issue
,,,,,,,,,,,,,,Error,,14.2
1-56025-011-9,50 Ways to Fight Censorship: And Important Facts to Know About the Censors,"Marsh, Dave",Thunder's Mouth Pr,128.0,1991,"Civil Liberties, Civil Rights - United States, Censorship",Paperback,,en,First Edition,"Height: 8.5 Inches, Length: 5.25 Inches, Weight: 0.25 Pounds, Width: 0.25 Inches",0.0,https://images.isbndb.com/covers/01/11/9781560250111.jpg,Success,75.0,14.2
1-878980-01-7,Loving the Goddess Within: Sex Magick for Women,"Hawthorne, Nan",Delphi Pr,184.0,1991,,Paperback,,en,,"Height: 8.5 Inches, Length: 5.5 Inches, Weight: 0.6 Pounds, Width: 0.5 Inches",13.95,https://images.isbndb.com/covers/00/14/9781878980014.jpg,Success,60.0,14.2
0-553-28761-3,"Phantom Banjo (Songkiller Saga, Vol. 1)","Scarborough, Elizabeth Ann",Spectra,263.0,1991-05-01,,Mass Market Paperback,,en,First Edition,Weight: 0.95 Pounds,4.99,https://images.isbndb.com/covers/76/15/9780553287615.jpg,Success,56.0,14.2
0-8014-9746-9,Whose Science? Whose Knowledge?: Thinking from Women's Lives,"Harding, Sandra",Cornell University Press,336.0,1991-05-09,"Women In Science, Feminist Theory, Knowledge, Theory Of, Science, Social Aspects",Paperback,"<p>With a book that is guaranteed to upset familiar assumptions about or ways of knowing, Sandra Harding again steps into the center of a thorn debate--a debate about the nature of the scientific enterprise and of human knowledge itself. Vigorously and persuasively, she develops further the themes first addressed in The Science Question in Feminism. It that widely influential book, she asked what it is that is distinctive about feminist research. Here she conducts a compelling analysis of feminist theories on the philosophical problem of how we know what we know.</p> <h3>Publishers Weekly</h3> <p>In a dozen intriguing, thought-provoking essays viewing science and its practice from a feminist perspective, Harding takes up some of themes from her earlier work The Science Question in Feminism. ``Why `Physics' Is a Bad Model for Physics'' argues that the image of ``pure'' science as value-free and distinct from applied science and technology is an illusion and, further, that science with no socially useful application could ``reasonably be seen as a make-work welfare program for the middle classes.'' ``What Is Feminist Epistemology'' explores feminist empiricism, which asserts that the problem with scientific inquiry lies not in its standards but in the fact that it fails to meet its own standards; Harding also examines the more radical feminist standpoint theories, which claim that what a culture calls ``knowledge'' is itself socially situated, that knowledge looks different from the standpoint of women's lives. ``Reinventing Ourselves as Other,'' while regarding women as science's post-modern ``other,'' approaches ``the Monster Problem: what does and should it mean to be a male feminist?'' (May)</p>",en,1,"Height: 9 Inches, Length: 6 inches, Weight: 1.00089866948 pounds, Width: 0.75 Inches",24.95,https://images.isbndb.com/covers/74/69/9780801497469.jpg,Success,84.0,14.2
00-848-6224 3,,,,,,,,,,,,,,Error,78.0,14.2
0-8306-3743-5,Learning to Live Again: A Guide for the Recovering Addict,"Smith, Jill, Smith, Brian, Jill S., Brian S.",Tab Books,168.0,1991,,Paperback,,en,First Edition,"Height: 8.2 Inches, Length: 0.5 inches, Weight: 0.3968320716 Pounds, Width: 5.2 Inches",0.0,https://images.isbndb.com/covers/74/30/9780830637430.jpg,Success,6.0,14.2
1-878980-03-3,She Changes: A Goddess Myth for Women,"Mark, Teressa",Delphi Pr,232.0,1991,"Social Sciences, General",Paperback,,en,Reprint,"Height: 8.25 Inches, Length: 5.5 Inches, Width: 0.5 Inches",12.95,https://images.isbndb.com/covers/00/38/9781878980038.jpg,Success,60.0,14.2
1-55874-169-0,5 Minutes for World Peace...Forever: A 90-Day Affirmation Plan,"Fishel, Ruth",Hci,,1991,,Paperback,,en,,"Height: 6 Inches, Length: 4.25 Inches, Weight: 0.15 Pounds, Width: 0.25 Inches",4.95,https://images.isbndb.com/covers/16/90/9781558741690.jpg,Success,88.0,14.2
1-56024-053-9,Women Online: Research in Women's Studies Using Online Databases (Haworth Series in Library and Information Science),"Atkinson, Steven D, Hudson, Judith, Gellatly, Peter",Routledge,420.0,1990-08-15,"Women--Research--Databases, Women's studies--Databases, Women--Bibliography--Databases, HQ1180 .W675 1990b, 305.4/072",Paperback,"Women Online focuses on the problems of investigating interdisciplinary topics in women's studies, working with controlled vocabularies and inconsistent indexing, and locating feminist scholarship. The authoritative contributors to the book not only analyze these problems in general terms but also suggest practical strategies for making online research more effective and productive.
<p>The sixteen chapters in this much-needed book are organized into three broad categories covering disciplines, such as humanities and social sciences; format of the material covered, such as non-bibliographic and cited reference databases; and specific topics, such as lesbian studies and women of color.</p>
<p>Chapter authors employ a variety of useful methods to analyze issues of coverage and content. They compare the results of controlled vocabulary and free-text or full-text searching and make use of search examples, cited reference and multi-file searching, and bibliometric techniques, including analysis of recall, precision, overlap, relevancy, uniqueness, and trends in file growth. The Database Matrix provides an alphabetical listing of files discussed in the book and serves as a directory for online research in women's studies.</p>
<p>Women Online will be useful to librarians, scholars, and students who search databases, as well as to producers who design and market them.</p>",en,1,"Height: 8.5 Inches, Length: 6.25 Inches, Weight: 1.19931470528 Pounds, Width: 1.25 Inches",57.95,https://images.isbndb.com/covers/05/32/9781560240532.jpg,Success,73.0,14.2
0-87154-218-8,Women in Academe: Progress and Prospects,Mariam K. Chamberlain,Russell Sage Foundation,443.0,1991-03-21,,Paperback,,en,,"Height: 9 Inches, Length: 6 Inches, Weight: 1.322773572 Pounds, Width: 1.1 Inches",26.95,https://images.isbndb.com/covers/21/82/9780871542182.jpg,Success,73.0,14.2
0-8166-1903-4,"The Integral Feminist: Madeleine Pelletier, 1874-1939 : Feminism, Socialism and Medicine (Feminist Perspectives)","Gordon, Felicia",Univ of Minnesota Pr,304.0,1991,"Pelletier, Madeleine, Pelletier, Madeleine , 1874-1939, Socialism, Psychiatry, Feminists, Feminists--France--Biography, Socialists, Socialists--France--Biography, Psychiatrists, Psychiatrists--France--Biography, HQ1613.P43 G67 1990, WZ 100 P3862G 1990, 305.42/0944/092",Paperback,"Madeleine Pelletier's passionate commitment to feminism and socialism imbued her career as a practicing doctor, psychiatrist, and advocate of birth control. Throughout her life she opposed male values in politics, anthropology, psychiatry, sexuality, and contraception.",en,Not Stated,"Height: 8.99 Inches, Length: 0.81 Inches, Width: 5.96 Inches",0.01,https://images.isbndb.com/covers/90/30/9780816619030.jpg,Success,80.0,14.2
0-06-250263-8,The Storyteller's Goddess: Tales of the Goddess and Her Wisdom from Around the World,"Edwards, Carolyn McVickar",Harper San Francisco,240.0,1991,,Paperback,,en,First Edition,"Height: 9.25 Inches, Length: 6 Inches, Weight: 0.7495716908 Pounds, Width: 0.75 Inches",13.0,https://images.isbndb.com/covers/26/36/9780062502636.jpg,Success,88.0,14.2
0-88184-522-1,Women Writers Talk: Interviews With 10 Women Writers,"Kenyon, Olga",Carroll & Graf Pub,214.0,1989,"InterviewsBrookner, Anita, InterviewsDrabble, Margaret , 1939-, InterviewsEllis, Alice Thomas, InterviewsFiges, Eva, InterviewsGordimer, Nadine, InterviewsJames, P. D, InterviewsMurdoch, Iris, InterviewsRoberts, Michele, InterviewsTennant, Emma, InterviewsWeldon, Fay, Women novelists, English--Interviews, Women novelists, English--20th century--Interviews, Women and literature--History, Women and literature--Great Britain--History--20th century, English fiction--Women authors--History and criticism, English fiction--History and criticism, English fiction--20th century--History and criticism, PR116 .K457 1990, 823/.914099287",Hardcover,"Olga Kenyon. Interviews With Anita Brookner, Margaret Drabble, Alice Thomas Ellis, Eva Figes, Nadine Gordimer, P. D. James, Iris Murdoch, Michele Roberts, Emma Tennant, Fay Weldon. Bibliography: P. 210-214.",en,First Edition,"Height: 9.75 Inches, Length: 6.75 Inches, Width: 0.75 Inches",1.99,https://images.isbndb.com/covers/52/28/9780881845228.jpg,Success,74.0,14.2
