ISBN,Title,Author,Publisher,Pages,Date Published,Subjects,Binding,Synopsis,Language,Edition,Dimensions,MSRP,Image,Status,PageNumber,Volume & Issue
,,,,,,,,,,,,,,Error,,12.1
0-374-52180-8,LA Presidenta,"Gould, Lois",Farrar Straus & Giroux,,1989,,Paperback,,en,,,8.95,https://images.isbndb.com/covers/18/06/9780374521806.jpg,Success,91.0,12.1
0-936556-18-8,Hand into Stone: Poems,"Woody, Elizabeth",Contact II Pubns,47.0,1988,"PS3573.O6455 H3 1988, 811/.54",Paperback,By Elizabeth Woody ; Artwork By Jaune Quick-to-see Smith.,en,,47 p. : ill. ; 22 cm.,7.5,https://images.isbndb.com/covers/61/85/9780936556185.jpg,Success,47.0,12.1
0-8263-1106-7,Untold Sisters: Hispanic Nuns in Their Own Works,"Electra Arenal, Stacey Schlau",University of New Mexico Press,450.0,1989,"Nuns, Nuns--Spain, Nuns--Latin America, Monastic and religious life of women, BX4220.S7 U58 1989, 271/.9/000896",Hardcover,[edited By] Electa Arenal & Stacey Schlau ; Translations By Amanda Powell. Texts Of The Nuns' Writings Are In Modernized Spanish And English Translation. Includes Bibliographical References And Index.,en,First Edition,Weight: 1 Pounds,0.0,https://images.isbndb.com/covers/10/61/9780826311061.jpg,Success,79.0,12.1
0-88795-067-1,The conception of winter,"Harris, Claire",Williams-Wallace,67.0,1989,,Paperback,,en,First Edition,,0.0,https://images.isbndb.com/covers/06/74/9780887950674.jpg,Success,50.0,12.1
0-915175-30-4,Joe & the Show Queen,"Howard, Larry",Knights Pr,244.0,1989,,Paperback,,en,,,9.0,https://images.isbndb.com/covers/53/07/9780915175307.jpg,Success,51.0,12.1
0-941300-11-0,Olympia Brown: The Battle for Equality,"Cote, Charlotte",Mother Courage Press,216.0,1988-10-01,"Brown, Olympia , 1835-1926, Women--Suffrage, Women--Suffrage--United States, Universalists, Universalists--Biography, Universalist churches--Clergy, Universalist churches--Clergy--Biography, Feminists, Feminists--United States--Biography, Suffragists, Suffragists--United States--Biography, Universalist churches--United States--Clergy--Biography, Women's rights--History, Women's rights--United States--History, HQ1413.B76 C68 1988, BX9969.B785 C67 1988x",Hardcover,"Biography of an unsung foremother, talented orator and the first ordained minister in the US who fought a life-long battle for equal rights for women.",en,,"Height: 9 Inches, Length: 6 Inches, Weight: 1.05 Pounds, Width: 1 Inches",25.1,https://images.isbndb.com/covers/01/17/9780941300117.jpg,Success,32.0,12.1
0-88961-131-9,Spaces Like Stairs,"Scott MA, Gail",Women's Press (UK),144.0,1996,,Paperback,"<p>scott Writes Of Women, Community And Writing, Tracing The Effect Of Fiction Upon Theory, And Theoretical Thinking Upon Fictional Text.</p>",en,First Edition,"Height: 8.39 Inches, Length: 5.45 Inches, Weight: 0.45 Pounds, Width: 0.38 inches",14.95,https://images.isbndb.com/covers/13/13/9780889611313.jpg,Success,2.0,12.1
0-915175-34-7,Wildroot,"Scott, Duncan C.",Knights Pr,221.0,1989,,Paperback,,en,,,9.0,https://images.isbndb.com/covers/53/45/9780915175345.jpg,Success,51.0,12.1
0-915175-34-7,Wildroot,"Scott, Duncan C.",Knights Pr,221.0,1989,,Paperback,,en,,,9.0,https://images.isbndb.com/covers/53/45/9780915175345.jpg,Success,93.0,12.1
1-55583-123-0,The Crystal Curtain,"Bayer, Sandy",Alyson Pubns,219.0,1988,,Paperback,,en,First Edition June 1988,Weight: 0.65 pounds,7.95,https://images.isbndb.com/covers/12/33/9781555831233.jpg,Success,62.0,12.1
