ISBN,Title,Author,Publisher,Pages,Date Published,Subjects,Binding,Synopsis,Language,Edition,Dimensions,MSRP,Image,Status,PageNumber,Volume & Issue
,,,,,,,,,,,,,,Error,,9.6
0-920080-29-4,Orca's Song,"Cameron, Anne",Harbour Publishing,32.0,1987-01-01,,Paperback,,en,5th,"Height: 8.5 Inches, Length: 7 Inches, Weight: 0.61949895622 Pounds, Width: 0.75 Inches",7.95,https://images.isbndb.com/covers/02/90/9780920080290.jpg,Success,96.0,9.6
0-920080-55-3,How the Loon Lost her Voice,"Cameron, Anne",Harbour Publishing,32.0,1985-01-01,,Paperback,,en,Sixth printing,"Height: 8.57 Inches, Length: 7.07 Inches, Weight: 0.17857443222 Pounds, Width: 0.27 Inches",7.95,https://images.isbndb.com/covers/05/59/9780920080559.jpg,Success,96.0,9.6
0-934411-04-2,Cry in the Desert,"Bryan, Jed A.",Edward William Pub Co,236.0,1987,"AIDS (Disease), AIDS (Disease)--Fiction, Homosexuality, Homosexuality--Fiction, PS3552.R8755 C79 1987, 813/.54",Paperback,Jed A. Bryan.,en,First Edition,Weight: 0.85 Pounds,9.95,https://images.isbndb.com/covers/10/42/9780934411042.jpg,Success,84.0,9.6
0-89950-083-8,Dying to Please: Anorexia Nervosa and Its Cure,"Rumney, Avis",McFarland Publishing,116.0,1983,"Anorexia Nervosa--therapy, Anorexia Nervosa, Anorexia nervosa, RC552.A5, WM 175 R937d 1983",Paperback,"This is a personal and comprehensive account of the symptoms, causes and treatments of the life-threatening disorder, anorexia nervosa. The author, a recovered anorexic, draws upon her own life experience with the disorder and with treatment, and has combined this with extensive research. Avis Rumney explores the cultural and family origins of anorexia, and anorexic’s characteristic problems—perfectionism, competition, body image, sexuality and fear of growing up. The criteria for curing anorexia are given and several forms of treatment are compared, including psychotherapy, behavior modification, drug therapy and family therapy. The transactional analysis–oriented program in which the author was cured is described, as is her own model for the treatment of anorexia nervosa.",en,,"Height: 8.75 Inches, Length: 5.75 Inches, Weight: 0.39903669422 Pounds, Width: 0.5 Inches",1.99,https://images.isbndb.com/covers/08/36/9780899500836.jpg,Success,62.0,9.6
0-669-09189-8,"The Woman Entrepreneur: Starting, Financing, and Managing a Successful New Business","Hisrich, Robert D., Brush, Candida G.",Lexington Books,216.0,1985,,Hardcover,Robert D. Hisrich And Candida G. Brush. Bibliography: P. [193]-195.,en,,"Height: 9.5 Inches, Length: 7 Inches, Weight: 1.12215291358 Pounds, Width: 1 Inches",29.95,https://images.isbndb.com/covers/18/92/9780669091892.jpg,Success,30.0,9.6
0-89950-230-X,"Affirmative Action: Theory, Analysis, and Prospects","Combs, Michael W.",McFarland Publishing,,1986,"Business &amp; Economics, General",Hardcover,,en,,,24.95,https://images.isbndb.com/covers/23/04/9780899502304.jpg,Success,62.0,9.6
0-939416-10-7,Sex Work: Writings by Women in the Sex Industry,,Cleis Pr,349.0,1987,"Prostitution, Prostitution--United States, Prostitutes--Attitudes, Prostitutes--United States--Attitudes, HQ144 .S49 1987, 306.7/42/0973",Hardcover,Edited By Frédérique Delacoste And Priscilla Alexander. Bibliography: P. 322-340.,en,1st,"Height: 9 Inches, Length: 5.75 Inches, Width: 1 Inches",24.95,https://images.isbndb.com/covers/61/03/9780939416103.jpg,Success,40.0,9.6
0-89950-217-2,Female Offenders: Correctional Afterthoughts,"Ross, Robert R., Fabiano, Elizabeth A.",McFarland Publishing,120.0,1986,"Female offenders, Female offenders--United States, Sex discrimination in criminal justice administration, Sex discrimination in criminal justice administration--United States, Criminal justice, Administration of, Criminal justice, Administration of--United States, Prisoners, Prisoners--United States, Women prisoners, Women prisoners--United States, HV6046 .R64 1986, 364.3/74/0973",Paperback,By Robert R. Ross And Elizabeth A. Fabiano. Includes Indexes. Bibliography: P. 91-111.,en,,"viii, 120 p. ; 22 cm.",18.95,https://images.isbndb.com/covers/21/75/9780899502175.jpg,Success,62.0,9.6
0-669-10336-5,Survival in the Corporate Fishbowl: Making It into Upper and Middle Management,"Fernandez, John P.",Lexington Books,336.0,1987,,Hardcover,By John P. Fernandez. Includes Index. Bibliography: P. [297]-301.,en,First Edition,"Height: 9.75 Inches, Length: 6.5 Inches, Weight: 1.543235834 Pounds, Width: 1 Inches",27.95,https://images.isbndb.com/covers/33/66/9780669103366.jpg,Success,30.0,9.6
