ISBN,Title,Author,Publisher,Pages,Date Published,Subjects,Binding,Synopsis,Language,Edition,Dimensions,MSRP,Image,Status,PageNumber,Volume & Issue
0-525-93897-4,Leap of Faith (Blaine Stewart Mystery),"Zukowski, Sharon",Dutton,256.0,1994-10-01,,Hardcover,,en,First Edition,"Height: 8.75 Inches, Length: 5.75 Inches, Weight: 0.95 Pounds, Width: 0.75 Inches",0.0,https://images.isbndb.com/covers/89/72/9780525938972.jpg,Success,100.0,17.2
0-927534-17-7,"Planet With Mother, May I?","Villanueva, Alma Luz",Bilingual Pr,123.0,1993,American Poetry,Paperback,,en,First Edition,"Height: 8.5 Inches, Length: 5.5 Inches, Weight: 0.44974301448 Pounds, Width: 0.5 Inches",1.99,https://images.isbndb.com/covers/41/78/9780927534178.jpg,Success,47.0,17.2
0-912670-95-9,But Some of Us Are Brave: Black Women's Studies.,"Hull, Gloria T., and Bell-Scott, Patricia, and Smith, Barbara (Edited by)",Feminist Press at the City University of New York,398.0,1982,,Paperback,"<p>This ground-breaking collection provides hours of enjoyment for the general reader and a wealth of materials needed to develop course units on black women; political theory, literary essays on major writers, guidelines for consciousness-raising about racism, and surveys of black women's contributions to the blues. ""Important and innovative.""--<i>Feminist Bookstore News</i></p>",en,First Edition,Weight: 1.76 Pounds,19.95,https://images.isbndb.com/covers/09/59/9780912670959.jpg,Success,49.0,17.2
0-385-46995-0,Down from the Pedestal,"Harris, Maxine",Anchor,,1994-12-01,,Paperback,,en,,"Height: 8 Inches, Length: 5.25 Inches, Weight: 0.6 Pounds, Width: 0.75 Inches",12.95,https://images.isbndb.com/covers/99/51/9780385469951.jpg,Success,99.0,17.2
1-55583-252-0,Anna Day and the O-Ring (Alyson Wonderland),"Wickens, Elaine",Alyson Books,24.0,1994,,Paperback,,en,,"Height: 8.5 Inches, Length: 7.25 Inches, Weight: 0.2 Pounds, Width: 0.25 Inches",6.95,https://images.isbndb.com/covers/25/20/9781555832520.jpg,Success,87.0,17.2
0-553-37380-3,The Fifth Sacred Thing (Maya Greenwood),Starhawk,Bantam,496.0,1994-06-01,,Paperback,,en,,"Height: 9.2 Inches, Length: 6.1 Inches, Weight: 1.22577017672 Pounds, Width: 1 Inches",17.0,https://images.isbndb.com/covers/38/06/9780553373806.jpg,Success,68.0,17.2
0-385-46785-0,In Search of Satisfaction,"Cooper, J. California",Doubleday,351.0,1994-09-01,,Hardcover,,en,First Edition,"Height: 9.5 Inches, Length: 6.75 Inches, Weight: 1.45 Pounds, Width: 1.75 Inches",21.95,https://images.isbndb.com/covers/78/58/9780385467858.jpg,Success,98.0,17.2
0-908896-31-X,The Iron Mouth,"Fletcher, Beryl , 1938-2018",Daphne Brasell Associates Press,273.0,1993,"Film adaptationsHomer, Women motion picture producers and directors, Women motion picture producers and directors--Fiction, New Zealand fiction, PR9639.3.F563 I76 1993",Paperback,Beryl Fletcher.,en,1,273 p. ; 20 cm.,0.0,https://images.isbndb.com/covers/63/18/9780908896318.jpg,Success,81.0,17.2
1-85594-043-4,"Goodbye, Summer, Goodbye (More Bright Sparks, 10)","Doyle, Rose",Attic Pr,144.0,1900,,Paperback,"Martha Is Sent To Wexford To Help Her Grandmother Run The Family Hotel For Its Last Season. Condemned To Spend The Whole Summer Away From The Boy Of Her Dreams, Martha Soon Meets An Intriguing French Visitor And Discovers Her Grandmother's Secret Past.",en,,Weight: 0.22707612986 Pounds,0.0,https://images.isbndb.com/covers/04/37/9781855940437.jpg,Success,80.0,17.2
0-571-19845-7,Examining Myself: One Woman's Story of Breast Cancer Treatment and Recovery,"Mayer, Musa",Faber & Faber,180.0,1994-10-01,,Paperback,"When Musa Mayer was first diagnosed with breast cancer, none of the personal accounts she reached for fully addressed what was to her most critical: the human, psychological dimensions of illness and recovery. Now, in Examining Myself, Musa Mayer offers a beautifully crafted memoir written for the nearly two hundred thousand American women stricken with breast cancer each year, as well as for their partners, families and friends. In a compelling narrative that resists sensationalism and easy answers, Mayer chronicles her experience with cancer over the past several years - from biopsy and diagnosis through mastectomy, chemotherapy and reconstructive surgery. Fears of recurrence and death, challenges to femininity, the imposing medical establishment with its often conflicting treatment options, the bewildering array of alternative methods and theories, the search for emotional support and the fear of losing new-found friends to the disease - these are the issues each breast cancer patient faces in her own way. In Examining Myself Musa Mayer shares a very personal odyssey that offers invaluable information and support about a disease that touches us all.",en,,"Height: 9 Inches, Length: 6 Inches, Width: 0.75 Inches",10.95,https://images.isbndb.com/covers/84/50/9780571198450.jpg,Success,100.0,17.2
1-56280-012-4,The Lavender House Murder: A Virginia Kelly Mystery,"Baker, Nikki",Naiad Pr,202.0,1992,"Women detectives, Women detectives--Massachusetts--Provincetown--Fiction, Lesbians, Lesbians--Massachusetts--Provincetown--Fiction, Kelly, Virginia (Fictitious character)--Fiction, Lesbians--Fiction, Fiction, PS3552.A4327 L3 1992, 813/054",Paperback,Nikki Baker.,en,First Edition,"Height: 8.5 Inches, Length: 5.75 Inches, Width: 0.5 Inches",9.95,https://images.isbndb.com/covers/01/23/9781562800123.jpg,Success,51.0,17.2
0-934172-20-X,Are You a Poet?: The Poetry Workbook,S. Bogus,,,,,,,en,,,0.0,https://images.isbndb.com/covers/22/02/9780934172202.jpg,Success,54.0,17.2
0-908896-28-X,Me and Marilyn Monroe,Cathie Dunsford,D. Brasell Associates,216.0,1993,Literary Collections,Paperback,,en,,,0.0,https://images.isbndb.com/covers/62/88/9780908896288.jpg,Success,82.0,17.2
0-553-09587-0,"Last Suppers, The","Davidson, Diane Mott",Bantam,283.0,1994-10-01,"Fiction, General",Hardcover,,en,First Edition,"Height: 9.25 Inches, Length: 6.5 Inches, Weight: 1.25002102554 Pounds, Width: 1.25 Inches",0.0,https://images.isbndb.com/covers/58/76/9780553095876.jpg,Success,98.0,17.2
0-89789-377-8,Unassisted Childbirth,"Shanley, Laura Kaplan",Praeger,151.0,1994-01-01,,Paperback,"1. We've Come A Long Way -- Or Have We? -- 2. The Dangers Of Medical Intervention -- 3. The Psychological Effects Of A Traumatic Birth On A Family -- 4. Why Physicians Insist On Intervening -- 5. Personal Beliefs And Expectations -- 6. Dreams, Impulses, And Intuition -- Our Psychological Lifeline To The Inner Self -- 7. Stories Of Unassisted Birth -- 8. The Case For Autonomous Birth -- 9. My Story. Laura Kaplan Shanley. Includes Bibliographical References (p. [145]-148) And Index.",en,Reprint paperback edition,"Height: 8.25 Inches, Length: 5.5 Inches, Weight: 0.55 Pounds, Width: 0.5 Inches",27.95,https://images.isbndb.com/covers/37/70/9780897893770.jpg,Success,100.0,17.2
1-56640-597-1,The Creative Will: An Exhibition of Works by Thirty-One Artists With Multiple Sclerosis (Project Rembrandt X),"Society, National Multiple Sclerosis",Pomegranate,96.0,1993,,Paperback,,en,,"Height: 11 Inches, Length: 9 Inches, Width: 0.25 Inches",1.99,https://images.isbndb.com/covers/59/73/9781566405973.jpg,Success,65.0,17.2
1-910129-34-7,,,,,,,,,,,,,,Error,96.0,17.2
0-553-56783-7,Natural Enemies,"Cameron, Sara",Bantam,,1994-07-01,,Paperback,,en,,"Height: 7 Inches, Length: 4.25 Inches, Weight: 0.35 Pounds, Width: 0.75 Inches",5.99,https://images.isbndb.com/covers/78/30/9780553567830.jpg,Success,72.0,17.2
1-55861-058-8,Fault Lines: A Memoir (Cross-Cultural Memoir),"Alexander, Meena, Alexander, Meena",The Feminist Press at CUNY,240.0,2000-03-01,"Alexander, Meena , 1951-2018, East Indian Americans, East Indian Americans--New York (State)--New York--Biography, Poets, American, Poets, American--20th century--Biography, Poets, Indic, Poets, Indic--20th century--Biography, Women and literature, Women and literature--United States, Women and literature--India, Social life and customs, PR9499.3.A46 Z466 1993, 811/.54 B",Paperback,"<p>Passionate, fierce, and lyrical, Meena Alexander's memoir traces her evolution as a postcolonial writer from a privileged childhood in India to a turbulent adolescence in the Sudan and then to England and New York City. In this tenth-anniversary edition of <i>Fault Lines</i>, this Alexander challenges the assumptions of life as a South Asian American woman writer in a post-9-11 world. With poetic insight and an honesty that will galvanize readers-both familiar and new-Alexander reveals her difficult recovery from a long-buried childhood trauma that revolutionizes the entire landscape of her memory: of her family, of her writing process and the meaning of memoir, and of her very self, now and before.</p>
<p><b>Meena Alexander</b> is a poet and professor of English and creative writing at Hunter College and the City University of New York.</p>",en,First Edition,"Height: 9 Inches, Length: 5.75 Inches, Weight: 1.0361726314 Pounds, Width: 1 Inches",1.99,https://images.isbndb.com/covers/05/83/9781558610583.jpg,Success,49.0,17.2
0-345-38119-X,"The Warden of Horses (The Slow World, Book 2)","Ripley, Karen",Del Rey,30.0,1994-05-01,"Comics &amp; Graphic Novels, Graphic Novels",Paperback,,en,,"Height: 6.75 Inches, Length: 4.25 Inches, Weight: 0.45 Pounds, Width: 1 Inches",5.99,https://images.isbndb.com/covers/11/94/9780345381194.jpg,Success,67.0,17.2
1-85594-051-5,Ride on Rapunzel (Fairytales for Feminists),,Attic Press,143.0,1993,"English Fiction, Fairy Tales, Adaptations",Paperback,,en,,"Height: 7.75 Inches, Length: 5.25 Inches, Weight: 0.35 Pounds, Width: 0.5 Inches",9.95,https://images.isbndb.com/covers/05/12/9781855940512.jpg,Success,80.0,17.2
0-88910-466-2,The Stolen Party: And Other Stories (Passport Books),"Heker, Liliana",Coach House Pr,135.0,1994,,Paperback,"Liliana Heker ; Alberto Manguel, Translator.",en,First Edition,"Height: 7 Inches, Length: 5 Inches, Weight: 0.3 Pounds, Width: 0.5 Inches",10.95,https://images.isbndb.com/covers/46/62/9780889104662.jpg,Success,48.0,17.2
0-9638992-0-1,Each in Her Own Way: Women Writing on the Menopause and Other Aspects of Aging,Elizabeth Claman,Queen of Swords Pr,179.0,1994,"Women--Literary collections, PN6071.W7 E23 1994, 810.8/09287",Paperback,Edited By Elizabeth Claman.,en,First Edition,"Height: 8.75 Inches, Length: 5.75 Inches, Width: 0.5 Inches",10.95,https://images.isbndb.com/covers/92/00/9780963899200.jpg,Success,79.0,17.2
0-525-93840-0,Martians in Maggody (Arly Hanks Mysteries),"Hess, Joan",Dutton,272.0,1994-11-01,,Hardcover,,en,First Edition,"Height: 8.75 Inches, Length: 5.75 Inches, Weight: 1 Pounds, Width: 1 Inches",18.95,https://images.isbndb.com/covers/84/08/9780525938408.jpg,Success,100.0,17.2
1-895431-78-6,"The Politics of Individualism: Liberalism, Liberal Feminism and Anarchism","Brown, L. Susan",Black Rose Books Ltd,212.0,1996,"Individualism, Liberalism, Anarchism, Feminism",Paperback,"Ch. 1. Anarchist And Liberal Individualism -- Ch. 2. Liberalism And Theories Of Individualism -- Ch. 3. John Stuart Mill On Women: The Existential And Instrumental Aspects Of Liberal Possessive Individualism -- Ch. 4. Contemporary Liberal Feminism: Existential And Instrumental Individualism Unresolved -- Ch. 5. Anarchism As A Political Philosophy Of Existential Individualism: Implications For Feminism -- Ch. 6. Anarchism, Existentialism And Human Nature -- Ch. 7. Beyond Feminism: Anarchism And Human Freedom. L. Susan Brown. Includes Bibliographical References And Index.",en,2nd ed.,"Height: 8.75 Inches, Length: 5.75 Inches, Weight: 1.01 Pounds, Width: 0.5 Inches",19.99,https://images.isbndb.com/covers/17/80/9781895431780.jpg,Success,35.0,17.2
0-385-47302-8,Saving Our Sons,"Golden, Marita",Doubleday,190.0,1994-12-01,,Hardcover,"Marita Golden Began Her Writing Career With Migrations Of The Heart, A Memoir About Living With Her Husband In His Native Nigeria. In Migrations, Golden Described How It Was Only With The Birth Of Her Child - A Son - That She Was Truly Respected, For In That Culture Males Are Held In The Highest Esteem. Ten Years Later, In Saving Our Sons, Golden Presents, In Essence, Her Son's Story. Having Returned To The United States From Nigeria, Marita And Michael, In His Teens, Find Their Lives Haunted By Evidence Of A Horrifying Statistic: The Leading Cause Of Death Among Black Males Under The Age Of Twenty-one Is Homicide. The Boy Who Was Once Surrounded By A Warm, Loving African Family Is Now Looked Upon With Scorn By Many Whites And With A Deep, Aching Fear By His Fellow African-americans That His Life May Be Casually Taken. Through The Story Of Raising Her Son Against The Backdrop Of A Racially Divided Society, Golden Confronts The Causes Of The Violence That Surrounds African-american Men And Reassesses The Legacy Of Her Own Generation's Struggle For Civil Rights. She Talks To Psychologists, Writers, And Young Black Men - Criminals And Scholars Both - And Explores How Single Black Mothers Are Often Blamed For Troubled Youth. In This Fiercely Lyrical And Revealing Narrative, Golden Has Created A Work Of Profound And Lasting Importance: A Book That Sensitively And Uniquely Addresses The Problems Of Boyhood And Emerging Manhood. This Is A Book In Which Mothers Across The Country Will See Themselves And Their Sons. Marita Golden.",en,First Edition,"Height: 8.75 Inches, Length: 6 Inches, Weight: 0.75 Pounds, Width: 1 Inches",18.5,https://images.isbndb.com/covers/30/26/9780385473026.jpg,Success,99.0,17.2
0-927534-29-0,"Rain of Scorpions and Other Stories (Clasicos Chicanos/Chicano Classics, 9)",Estela Portillo Trambley,Bilingual Pr (Bilrp),175.0,1993-03-01,,Paperback,Estela Portillo Trambley. Includes Bibliographical References (p. 171-175).,en,,"Height: 8.5 Inches, Length: 5.75 Inches, Weight: 0.59965735264 Pounds, Width: 0.5 Inches",17.0,https://images.isbndb.com/covers/42/91/9780927534291.jpg,Success,47.0,17.2
0-435-98936-7,A Small Gathering of Bones (Caribbean Writers Series),"Powell, Patricia",Heinemann,144.0,1994,,Paperback,"Dale's Passionate Relationship With Nevin Is Foundering. Hope And Despair, Jealousy And Yearning Battle Within Him. He Must Confront The Antagonism Of Family, Church And Society To His Homosexuality. A Mysterious Illness Is Threatening The Gay Community Of Late 1970s Jamaica. When Dale's Friends Succumb To It, His Own Isolation Increases And He Is Pushed Towards Desperate Action. Patricia Powell.",en,First Edition,"Height: 8 Inches, Length: 5.5 Inches, Weight: 0.25 Pounds, Width: 0.5 Inches",9.95,https://images.isbndb.com/covers/93/61/9780435989361.jpg,Success,15.0,17.2
0-939416-42-5,Beyond the Border: A New Age in Latin American Women's Fiction,"Nora Erro-Peralta, Caridad Silva-Nunez",Cleis Pr,223.0,1991,,Hardcover,"The Judge's Wife / Isabel Allende -- The Prize Of Freedom / Lydia Cabrera -- A Passion For Donna Summer / Aída Cartagena Portalatín -- The Hunt / Lygia Fagundes Telles -- Mercedes Benz 220 Sl / Rosario Ferré -- The Wedding / Lucía Fox -- Perfecto Luna / Elena Garro -- Under The Yubayas In Bloom / Angélica Gorodischer -- Homelife / Sylvia Lago -- Slide In, My Dark One, Between The Crosstie And The Whistle / Elena Poniatowska -- The Immigrant / Armonía Somers -- Crickets And Butterflies / Gloria Stolk -- Up Among The Eagles / Luisa Valenzuela -- The Secret World Of Grandmamma Anacleta / Rima Vallbona. Edited By Nora Erro-peralta, Caridad Silva-núñez. Includes Bibliographical References (p. 203-223).",en,1st,"Height: 8.75 Inches, Length: 5.75 Inches, Width: 1 Inches",24.95,https://images.isbndb.com/covers/64/24/9780939416424.jpg,Success,47.0,17.2
0-934678-62-8,,,,,,,,,,,,,,Error,84.0,17.2
1-85242-272-6,True and False Romances (Masks),"Vega, Ana Lydia",Serpent's Tail,192.0,1994-09-01,"Vega, Ana Lydia , 1946-, Machismo, Machismo--Fiction, Spanish fictionShort stories, Puerto Rico, PQ7440.V37 A24 1994, 863 F",Paperback,"A Collection Of Offbeat Stories By A Puerto Rican Woman. In Solutions, Inc., A Detective Agency Helping Women Find Evidence For Divorce Is, Ironically, Run By An Ideal Husband, Just One Small Detail Is A Spoof On The Traditional Whodunit And Deliverance From Evil Is On Ghosts. True Romances -- Aerobics For Love -- Deliverance From Evil -- Solutions, Inc. -- Just One Small Detail -- Série Noire -- Consolation Prize --eye Openers -- Miss Florence's Trunk. Ana Lydia Vega ; Translated By Andrew Hurley. Translated From The Spanish.",en,Main,"Height: 7.75 Inches, Length: 5 Inches, Width: 0.75 Inches",0.0,https://images.isbndb.com/covers/27/21/9781852422721.jpg,Success,52.0,17.2
1-85649-226-5,The Power to Change: Women in the Third World Redefine Their Environment,Women's Feature Service,Zed Books,240.0,1993-09-15,,Paperback,"On The Social And Economic Condition Of Women In Latin America, Africa, And Asia; Contributed Articles. Women's Feature Service. Includes Index.",en,,"Height: 8.75 Inches, Length: 5.5 Inches, Weight: 0.7 Pounds, Width: 0.75 Inches",22.5,https://images.isbndb.com/covers/22/63/9781856492263.jpg,Success,90.0,17.2
0-920304-85-0,Song of Eskasoni: More Poems of Rita Joe,"Joe, Rita",Women's Press (CA),90.0,1989-01-01,,Paperback,,en,,"Height: 8.54 inches, Length: 6.62 inches, Weight: 0.42 Pounds, Width: 0.26 inches",9.95,https://images.isbndb.com/covers/48/53/9780920304853.jpg,Success,50.0,17.2
1-56098-344-2,Alice Pike Barney: Her Life and Art,Jean L. Kling,Smithsonian,356.0,1994-03-17,,Hardcover,"Defying Social And Family Expectations, The Wealthy, Often Eccentric Alice Pike Barney (1857-1931) Zestfully Committed Herself To The Arts And Became Known For Her Lively Art Salons, Bohemian Lifestyle, And Unusual Family. Alice And Her Counterparts In Other Cities Represented A New Social Type: Women Who Lived Proper Upper-class Lives But Did Not Follow The Rules Using Their Wealth And Privilege To Buy Themselves Freedoms And To Promote Causes The Rich Did Not Customarily Embrace. As An Artist, Writer, Theater Director, Philanthropist, Civic Leader, And Patron Of The Arts, Alice Moved In The Turn-of-the-century Artistic Circles Of Paris, London, And Washington, D.c. Throughout Alice's Life, Which Often Seemed A Dramatic Play Of Her Own Writing, She Encountered A Brilliant Cast Of Characters: Among Them Oscar Wilde, James Mcneill Whistler, And The Legendary Explorer Henry Morton Stanley, Whose Impassioned Offer Of Marriage She Rejected. Her Easygoing Personality And Charming Wit Dazzled The Artistic Circles She Traversed With Such Ease, Winning The Friendship Of Anna Pavlova, Sarah Bernhardt, Ruth St. Denis, And Emma Calve, Among Many Others. Shortly After She Turned Nineteen, Alice Accepted The Marriage Proposal Of Gilded Age-industrialist, Albert Clifford Barney. Throughout Their Married Life, Albert Encouraged Alice To Work At Her Social Position Rather Than Her Artistic Pursuits. Her Stubborn Refusal To Compromise Her Ideals Infuriated Him And Led To Continuous Conflict. They Led Separate Lives For Much Of Their Marriage, Albert Eventually Drinking Himself Into An Early Grave, While Alice Raised Their Two Daughters, Natalie And Laura, And Established Her Salon In Europe And The United States. Alice Began Seriously Painting During The Barneys' First Trip To Paris In 1883, Studying With Charles Emile Auguste Carolus-duran, A Master Portrait Painter. She Continued Painting On Her Return To The United States, Winning Accolades And A Congressional Commission, That Shocked Washington Society, Who Found It Unseemly That A Woman Of Wealth And Social Standing Would Paint At All. She Pursued The Arts All Her Life, Exhibiting A Rare Versatility Between The Fine Arts And The Performing Arts. After Albert's Death, And During Her Subsequent Marriage To Christian Hemmick, A Man Thirty Years Her Junior, Alice Devoted Herself To The Arts And Converting Washington, D.c., From A Cultural Backwater To A True Capital Of The Arts. Among Her Other Accomplishments, Alice Designed And Built What Was Considered An Anomaly In Her Time, A Studio House Intended To Provide A Focus For The Arts And Artists Of Washington, D.c. The Studio House, As She Called It, Became The Base For Her Manipulation Of Washington Culture. However, Foremost In Alice's Intentions In Building Studio House, Was Her Desire To Show Others How To Live Artistically. To This Day, Studio House Exists As One Of The Few Extant Examples Of A Turn-of-the-century Artist's Studio Residence. With Illustrations Of Her Most Important Paintings As Well As Archival Black-and-white Photographs, This Biography Adds A Significant Chapter To The History Of Women In The Nineteenth And Twentieth Centuries. Jean L. Kling ; Introduction By Wanda M. Corn. Includes Bibliographical References (p. 319-321) And Index.",en,,"Height: 10 Inches, Length: 8 Inches, Weight: 2.4912235606 Pounds, Width: 1 Inches",19.95,https://images.isbndb.com/covers/34/46/9781560983446.jpg,Success,65.0,17.2
0-910383-19-7,"Esta Puente, Mi Espalda: Voces De Mujeres Tercermundistas En Los Estados Unidos","Morago, Cherrie, Castillo, Ana, Moraga, Cherrie",Ism Pr,281.0,1988,,Paperback,"The Spanish translation and adaptation of <i>This Bridge Called My Back: Writings by Radical Women of Color</i>, rendered by Norma Alarcon and Ana Castillo. Adapted for a Latina readership, <i>Esta puente, mi espalda</i> contains personal narratives, essays, and poems by radical women of color in the U.S. including Barbara Smith, Gloria Anzaldua, Chrystos, Nellie Wong, Aurora Levins Morales, and many more. 
<p>The term 'women of color' includes those of Asian, African, Latin American and Native American descent, who distinguish themselves politically from the dominant culture. They expose and analyze, from a feminist standpoint, the racism that exists in U.S. society, including feminist groups dominated by white women, and the sexism that pervades life..."" writes the Mexican women's monthly fem.</p>
<p>This is an enriching book. Through reading it, we Latin American feminist women can identify the racism pervading our societies as well, which try as we may to conceal it does affect our personal and political relationships. Likewise, classism... undermines our solidarity, as does homophobia which hurts lesbians, and sexism, from which many women have not yet freed themselves.</p>
<p>The Chicana editors of <i>Esta puente, mi espalda</i> have rekindled the feminine form of puente (bridge) that existed poetically in old Spanish.</p>",es,Revised,"Height: 8.25 Inches, Length: 5.5 Inches, Weight: 0.8 Pounds, Width: 1 Inches",10.0,https://images.isbndb.com/covers/31/96/9780910383196.jpg,Success,51.0,17.2
0-86316-140-5,Tapping the Power Within: A Path to Self-Empowerment for Black Women,"Vanzant, Iyanla",Writers & Readers,128.0,1992,,Paperback,,en,,"Height: 9 Inches, Length: 0.5 Inches, Weight: 0.330693393 Pounds, Width: 6 Inches",10.0,https://images.isbndb.com/covers/14/07/9780863161407.jpg,Success,50.0,17.2
1-884541-00-3,Torch to the Heart: Anthology of Lesbian Art and Drama,,Inland Womensource,256.0,1994-04-01,,Paperback,,en,First Edition,"Height: 9 Inches, Length: 6 Inches, Width: 0.75 Inches",18.25,https://images.isbndb.com/covers/10/01/9781884541001.jpg,Success,82.0,17.2
