ISBN,Title,Author,Publisher,Pages,Date Published,Subjects,Binding,Synopsis,Language,Edition,Dimensions,MSRP,Image,Status,PageNumber,Volume & Issue
,,,,,,,,,,,,,,Error,,17.3
1-55861-092-8,"The Castle of Pictures: A Grandmother's Tales, Volume One","Sand, George",The Feminist Press at CUNY,175.0,1994-09-01,"Fairy tales, Fairy tales--France, Children's stories, French--Translations into English, PZ8.S2495 Cas 1994, [Fic]",Paperback,"Need More Be Said Than This: Nineteenth Century Feminist French Fairy Tales?once Upon A Time There Was A Woman Born Aurore Dupin In Paris, France In The Year 1804. Since Male Authors Were Taken More Seriously, She Published More Than 80 Plays And Novels Over The Course Of Her Lifetime Under The Male Pseudonym George Sand. The Feminist Press At The City University Of New York Has Just Printed A New Translation By Holly Erskine Hirko Of Sand’s What Flowers Say, A Fairy Tale Collection That She Penned For Her Granddaughters. “fairies Only Reveal Themselves To Eyes That Are Wide With Wonder And Devotion.” While Molly Crabapple Is Credited With Illustration, Only The Cover And Title Pages Are Covered In Flower Sketches. There Are Three Short Fairy Tales And One Longer One, Broken Into Ten Parts. The Fanciful, Highly Moral Plots Are Charming At Best. Sand’s Intentions Are Clear: She Wanted To Prepare Her Granddaughters For The World. Through Her Stories, She Wanted To Teach Them Not To Be Vain And Frivolous, But Hard Working And Compassionate. For Adults, She Reminds That Children’s Rich Imaginations Are Fruitful Gardens When Tended Rather Than Trampled. This Collection Is A Nice Complement To Anne Of Green Gables, Little House On The Prairie, And Little Women. -- Review By Sarah Hutchins (see Link). V. 1. What Flowers Say -- The Bug-eyed Fairy -- The Talking Oak -- The Castle Of Pictures. By George Sand ; Translated By Holly Erskine Hirko ; Illustrated By Mary Warshaw. Includes Bibliographical References.",en,First Edition,"Height: 9 Inches, Length: 6 Inches, Weight: 0.57981574906 Pounds, Width: 0.5 Inches",12.95,https://images.isbndb.com/covers/09/27/9781558610927.jpg,Success,81.0,17.3
0-920813-99-2,Pearls of Passion: A Treasury of Lesbian Erotica,"Lee, C. Allyson",Sister Vision Pr,132.0,1995,,Paperback,,en,,"Height: 9.25 Inches, Length: 6.25 Inches, Weight: 0.6 Pounds, Width: 0.5 Inches",12.95,https://images.isbndb.com/covers/39/97/9780920813997.jpg,Success,92.0,17.3
0-671-78514-1,My Own Country: A Doctor's Story of a Town and Its People in the Age of Aids,"Verghese, Abraham",Simon & Schuster,352.0,1994-05-10,,Hardcover,,en,1,"Height: 9.75 Inches, Length: 6.5 Inches, Weight: 1.44 Pounds, Width: 1 Inches",0.0,https://images.isbndb.com/covers/51/47/9780671785147.jpg,Success,123.0,17.3
0-14-023383-0,Oh My Goddess!,"Swain, Sally",Penguin Books,96.0,1994-11-01,,Paperback,"In this hilariously illustrated family album, the Great Goddess, embodiment of the eternal sacred feminine spirit and Mother of It All, sets the record straight on her family lineage. Lest we forget her impressive track record (she did, after all, give birth to the world), the Great Goddess provides us with a ""herstory"" of her essence, from the Virgin Mary to Cinderella, from Mother Theresa to Madonna, and shows off her family album of granddaughters. In more than 20 full-color paintings by Sally Swain, you'll meet the new generation of goddesses and see how they're meeting the challenges of the '90s.

                        <p>In more than 20 full-color paintings by author Sally Swain, readers meet a new generation of goddesses and how they're meeting the challenges of the '90s. This celebration of how the Great Goddess's spirit has endured throughout time is the perfect book for anyone ""woman-born""--and that includes just about everybody.
</p>",en,First Edition,"Height: 8.5 Inches, Length: 6.25 Inches, Weight: 0.5 Pounds, Width: 0.25 Inches",11.95,https://images.isbndb.com/covers/38/34/9780140233834.jpg,Success,113.0,17.3
0-939821-06-0,The Second Coming of Joan of Arc and Other Plays,"Gage, Carolyn",Herbooks,,1994,"DramaJoan , 1412-1431, DramaAddams, Jane , 1860-1935, DramaAlcott, Louisa May , 1832-1888, DramaCalamity Jane , 1856-1903, DramaTyphoid Mary , -1938, Calamity Jane , 1856-1903, Typhoid Mary , 1869-1938, Imprints, PS3557.A34 S43 1994",Paperback,The Roar Of Silence Trilogy : With The Afterpiece Battered On Broadway. Mason-dixon. Jane Addams And The Devil Baby. Louisa May Incest. Battered On Broadway -- Calamity Jane Sends A Message To Her Daughter -- Cookin' With Typhoid Mary. By Carolyn Gage.,en,Not Stated,"Height: 8.75 Inches, Length: 5.75 Inches, Width: 0.5 Inches",0.0,https://images.isbndb.com/covers/10/68/9780939821068.jpg,Success,84.0,17.3
0-7043-4175-1,Not a Passing Phase: Reclaiming Lesbians in History 1840-1985,Lesbian History Group,Womens Pr Ltd,224.0,1989,"Lesbianism--History, Lesbianism, history, HQ75.5, 306.7/663/09",Paperback,"Does It Matter If They Did It? / Sheila Jeffreys -- Through All The Changes And Through All Chances : The Relationship Of Ellen Nussey And Charlotte Brontë / Elaine Miller -- Edith Simcox And Heterosexism In Biography : A Lesbian-feminist Exploration / Pam Johnson -- By Their Friends We Shall Know Them : The Lives And Networks Of Some Women In North Lambeth, 1880-1940 / Rosemary Auchmuty -- Embittered, Sexless Or Homosexual : Attacks On Spinster Teachers, 1918-1939 / Alison Oram -- You're A Dyke, Angela! : Elsie J. Oxenham And The Rise And Fall Of The Schoolgirl Story / Rosemary Auchmuty -- The Best Friend Whom Life Has Given Me : Does Winifred Holtby Have A Place In Lesbian History? / Pam Johnson -- Butch And Femme : Now And Then / Sheila Jeffreys -- An Introduction To Books For Lesbian History Studies / Avril Rolph, Linda Kerr And Jane Allen. Lesian History Group. Includes Index. Bibliography: P. 188-227.",en,"Reprint, Updated","Height: 7.75 Inches, Length: 5 Inches, Weight: 0.44974301448 Pounds, Width: 1 Inches",17.95,https://images.isbndb.com/covers/17/53/9780704341753.jpg,Success,90.0,17.3
1-57135-072-1,The New Kid on the Block,"Prelutsky, Jack",Living Books,,1993,"Children's Poetry, American, Humorous Poetry, American Poetry, Reading (elementary), Vocabulary",CD-ROM,Humorous Poems About Such Strange Creatures And People As Baloney Belly Billy And The Gloppy Gloppers.,en,Book and CD-ROM,"Height: 10.75 Inches, Length: 9.25 Inches, Weight: 0.65477291814 Pounds, Width: 1.75 Inches",32.95,https://images.isbndb.com/covers/07/25/9781571350725.jpg,Success,46.0,17.3
0-06-097584-9,Two Old Women,"Wallis, Velma",Perennial,160.0,1994-07-13,,Paperback,,en,,"Height: 8.11 Inches, Length: 5.11 Inches, Weight: 0.34 Pounds, Width: 1.11 Inches",11.0,https://images.isbndb.com/covers/58/45/9780060975845.jpg,Success,110.0,17.3
1-55861-090-1,Challenging Racism and Sexism: Alternatives to Genetic Determinism (Genes and Gender),,The Feminist Press at CUNY,350.0,1994-10-01,,Paperback,"<p>In this highly volatile debate over the scientific treatment of race and gender, this is the first collection to examine race and gender <b>together</b>. In an effort to uncover the social underpinnings of hatred based on difference, this volume challenges arguments that such traits such as intelligence or aggression are genetically determined along racial or gender lines and provides alternative accounts of the origins of racism and sexism and-most importantly-the nature and consequences of intersection.</p>
<p>Contriubutors include Beverly Greene, Gerald Horn, Ruth Hubbard, Gisela Kaplan, Lesley Rogers, and Choichiro Yatani. Simona Sharoni's ""Feminist Reflection on the Interplay of Racism and Sexism in Israel"" is representative of the level of analysis in this collection. A political scientist and an expert in conflcit analysis and resolution, Sharoni describes the intersection of racism and sexism as it effects Oriental jews, Palestinians, and Israelis, in the particular context of governmental military policies and social practices, and opens up new space for social and political change.</p>
<p>Challenging racism and sexism is blobal in scope, and hosts perspectives from a wide range of disciplines, including biology, educational studies, history, philosophy, physiology, and psychology. Essay topics include the creation of race and sex as biological categories, derivatives of racism and sexism in psychotherapy, a study of the ""rape-lynch"" controversy, and myths and realities regarding school performance of Asian and Asian-American school children.</p>
<br>",en,,"Height: 9.25 Inches, Length: 6.25 Inches, Weight: 1.1904962148 Pounds, Width: 1 Inches",14.95,https://images.isbndb.com/covers/09/03/9781558610903.jpg,Success,82.0,17.3
