ISBN,Title,Author,Publisher,Pages,Date Published,Subjects,Binding,Synopsis,Language,Edition,Dimensions,MSRP,Image,Status,PageNumber,Volume & Issue
,,,,,,,,,,,,,,Error,,10.2
0-912078-78-2,The infertility book: A comprehensive medical and emotional guide,"Harkness, Carla",Volcano Press,310.0,1987,,Paperback,"Author Carla Harkness spent ten years undergoing fertility tests and treatment. Now the mother of two, she has written this book to help others in her predicament. A complete and comprehensive guide, <i>The Infertility Book</i> discusses the emotional, ethical, and social effects of infertility, details the latest scientific discoveries, theories, and treatment alternatives, and offers hope and coping suggestions for those who cannot conceive.",en,,,2.7,https://images.isbndb.com/covers/87/86/9780912078786.jpg,Success,80.0,10.2
0 89608-277-6,,,,,,,,,,,,,,Error,79.0,10.2
0-943127-00-9,Rivers Running Free: Stories of Adventurous Women,"Niemi, Judith",Bergamot Books,287.0,1987,,Paperback,,en,2nd Printing,Weight: 1.05 Pounds,12.95,https://images.isbndb.com/covers/70/02/9780943127002.jpg,Success,24.0,10.2
0-14-050543-1,"Ten, Nine, Eight","Bang, Molly",Puffin,24.0,1985-05-07,,Paperback,,en,,"Height: 20 Inches, Length: 20 Inches, Weight: 0.22266688462 Pounds, Width: 20 Inches",3.95,https://images.isbndb.com/covers/54/36/9780140505436.jpg,Success,28.0,10.2
0-9613584-3-2,,,,,,,,,,,,,,Error,35.0,10.2
0-688-07333-6,The Paper Crane (Reading Rainbow Book),"Bang, Molly",Greenwillow Books,32.0,1987-07-15,,Paperback,"<p><P>Business returns to a once prosperous restaurant when a mysterious stranger pays for his meal with a magical paper crane that comes alive and dances.</p><h3>Publishers Weekly</h3><p>Collaborating with her distinguished mother Betsy Bang and working on her own, Molly Bang has received awards including two Caldecott Honors for Ten, Nine, Eight and The Grey Lady and the Strawberry Snatcher. She has another front contender in this amazingly ingenious book. A restaurant owner and his son lose their clientele when a new superhighway bypasses their street. When a poor man comes to them one evening, they gladly serve him a fine meal for pay. Before leaving, he gives his hosts a paper crane which will be a living, dancing bird when they clap their hands. The dancing crane brings crowds to the restaurant and prosperity to the kind owners as well as a joyful surprise to readers at the story's end. In the color pictures, one sees everything in three-dimensions, an artistic effect created by lovely collages and paintings. A sandwich on a plate, roses in a vase, etc., seem real enough to pick up. (58)</p>",en,Reprint,"Height: 8.75 Inches, Length: 8 Inches, Weight: 0.25 Pounds, Width: 0.25 Inches",7.99,https://images.isbndb.com/covers/33/36/9780688073336.jpg,Success,28.0,10.2
0 86232 281 2,,,,,,,,,,,,,,Error,76.0,10.2
0-316-83240-5,Families,"Tax, Meredith",Little Brown & Co,32.0,1981,,Hardcover,,en,First Edition,"Height: 9.5 Inches, Length: 9.25 Inches, Weight: 0.8 Pounds, Width: 0.5 Inches",15.95,https://images.isbndb.com/covers/24/03/9780316832403.jpg,Success,28.0,10.2
0-913660-20-5,,,,,,,,,,,,,,Error,79.0,10.2
