ISBN,Title,Author,Publisher,Pages,Date Published,Binding,Synopsis,Language,Edition,Dimensions,MSRP,Image,Status,PageNumber,volume,issue
380767422,Larque on the Wing,"Springer, Nancy",Avon Books,288,1995,Paperback,"Guitar-shaped, forty-year-old wife, mother and successful crafter of home decoration products Larque Harootunian is going through a very messy mid-life crisis. Larque's loved ones accept her uncanny, unconscious, often embarrassing habit of producing temporary doubles - ""doppelgangers"" - of people and their inner aspects from out of thin air. But now her latest creation, herself at age ten, refuses to fade away quietly - leaving Larque no choice but to bear the taunts and accusations of the scabby-kneed golliwog girl she once was. For the child, Sky, will not accept the compromises Larque has made in her life - and, ultimately, leads her older self out into the vast, adult and mysterious night in search of lost dreams. Larque's nocturnal wanderings take her farther from home and hearth than she ever imagined possible - to the neon pinks and Day-Glo yellows of Popular Street, where life is exciting and gay. Here in this secret place, she meets the beautiful, tormented cowboy Shadow - and Argent, the handsome stud-lover Shadow has molded from the pliable clay of middle-aged angst. And it is here, beneath Shadow's talented fingers, that Larque herself is remade - becoming a new ""Lark,"" younger, stronger, more courageous...and male. But freedom is a pricey commodity - and there are those who would gladly clip Larque's newly formed wings. Her loving, gentle, bearlike husband Hoot desperately wants her back - steadfastly refusing to accept his wife as a muscular, teenaged boy. And her disapproving mother is especially dangerous - since she has the power to ""blink"" her errant daughter into some maternally approved, no-warts ideal. But the most fearsome adversary of all lurks deep within an already splintered Larque/Lark - a doppelganger in sensible shoes who, if released, could swallow up the Harootunian family whole and leave Popular Street in ruins: the dreaded Virtuous Woman. A moving, outrageously funny, thought-provoking, truly unique and more-than-just-average-w

                        <p>Larque Harootunian, 40-year-old mother and crafter of home decoration products, is going through a messy mid-life crisis. Her loved ones casually accept her unconscious habit of creating temporary doppelgangers of people out of thin air, but when she achieves a complete makeover which transforms her into a strong, courageous gay man, things may have gone too far.
</p>",en,Reprint,"Height: 7 Inches, Length: 4.25 Inches, Width: 1 Inches",4.99,https://images.isbndb.com/covers/74/27/9780380767427.jpg,Success,71,22,1
61054437,Waking the Moon,"Hand, Elizabeth",Eos,512,1996,Mass Market Paperback,,en,Reprint,"Height: 6.75 Inches, Length: 4.1875 Inches, Weight: 0.55 Pounds, Width: 1.024 Inches",6.99,https://images.isbndb.com/covers/44/33/9780061054433.jpg,Success,72,22,1
553295276,Beauty: A Novel,"Tepper, Sheri S.",Spectra,480,3/1/1992,Paperback,"<p><P>With the&#160;&#160;critically acclaimed novels <i>The Gate To&#160;&#160;Women's Country, Raising The Stones</i>, and the&#160;&#160;Hugo-nominated <i>Grass</i>, Sheri&#160;&#160;Tepper has established herself as one of the major&#160;&#160;science fiction writers of out Time. In&#160;&#160;<i>Beauty</i>, she broadens her territory even&#160;&#160;further, with a novel that evokes all the richness of&#160;&#160;fairy tale and fable. Drawing on the wellspring&#160;&#160;of tales such as &quot;Sleeping Beauty,&quot;&#160;&#160;Beauty is a moving novel of love and loss, hope and&#160;&#160;despair, magic and nature. Set against a backdrop&#160;&#160;both enchanted and frightening, the story begins&#160;&#160;with a wicked aunt's curse that will afflict a young&#160;&#160;woman named Beauty on her sixteenth birthday.&#160;&#160;Though Beauty is able to sidestep tragedy, she soon&#160;&#160;finds herself embarked on an adventure of vast&#160;&#160;consequences. For it becomes clear that the&#160;&#160;enchanted places of this fantastic world&#151;a place not&#160;&#160;unlike our own&#151;are in danger and must be saved before&#160;&#160;it is too late.</p><h3>Publishers Weekly</h3><p>The latest from the talented Tepper ( The Gate to Women's Country ) is many things: a fantasy of manners, a dystopian science fiction tale, a time-travel story and an eco-morality play. Still more impressive is the evolution of the narrator and title character, whom we follow for a century of life (ages 16 to 116) as she matures gradually and subtly from a pouty, slightly spoiled daughter of a duke to a wise old woman. Retelling various fairy tales, Tepper strips away each story's gloss. Sleeping Beauty's sleep continues endlessly, prince notwithstanding; Cinderella is as heartless and nasty to her ugly stepsisters as they are to her; and Snow White is a blond bimbo, while the dwarfs are a querulous collection of Basque brothers. Tepper manages to maintain interest, style and theme throughout these disparate elements, and she consistently sniffs out the ugly (e.g., the storybook land of Chinanga, which has all the facets of a fairyland but is an extremely boring place to live). Despite an often depressing worldview, this is a beautiful book from one of the genre's best writers. (Aug.)</p>",en,First Edition,"Height: 6.83 Inches, Length: 4.18 Inches, Weight: 0.5 Pounds, Width: 1.06 Inches",7.99,https://images.isbndb.com/covers/52/76/9780553295276.jpg,Success,72,22,1
553576372,Memoirs of Elizabeth Frankenstein,"Roszak, Theodore",Bantam,425,10/1/1996,Mass Market Paperback,"In The Memoirs of Elizabeth Frankenstein, Theodore Roszak offers us a subversive, erotically charged counterpart to Mary Shelley's classic, Frankenstein. It is presented in the form of a secret autobiography, a soul-baring document intended for the eyes of a single reader: Elizabeth's brother, lover, and spiritual other half - Victor Frankenstein. The writings are discovered by Sir Robert Walton, the Arctic explorer who, in Mary Shelley's original novel, recorded Victor's deathbed confession. Walton becomes obsessed with learning the full story behind the mad doctor's last words. From the tattered pages of Elizabeth's journal and the scattered clues Walton finds as he re-creates her life, a compelling tale of moral horror unfolds. In her memoirs, Elizabeth emerges as a spirited woman far ahead of her times. Rescued as a child from the Gipsies by the brilliant Lady Caroline Frankenstein, she is raised as young Victor's adopted sister. Under Lady Caroline's guidance, Elizabeth is initiated into a circle of cunning women - outsiders would call them witches - who are the guardians of long-forgotten pagan ceremonies and healing arts. She and Victor are schooled in ancient teachings that have been transmitted through female adepts who understand the mysteries of nature. The goal is to unite the two in the chemical marriage, a step toward the union of all opposites that will restore the Earth to balance. The two youths pursue their education through the shadowy realms of alchemical lore and tantric sexual rites until a moment of weakness disrupts the quest. Tormented by shame and anger, Victor turns to the unhallowed arts that result in his misbegotten Creature, the vengeful fiend who will haunt Elizabeth's fatal wedding night.                        <p>Rescued from an impoverished life among the Gypsies, raised by a remarkable noblewoman of Geneva, Elzabeth Lavenza was much more than a foster sister to Victor Frankenstein. Together, they forged a sensual bond and entered a world of mythical lore. Theodore Roszak reveals the stunningly passionate story Mary Shelley herself had dared not write.</p>",en,First Edition,"Height: 7.25 Inches, Length: 4.25 Inches, Weight: 0.5 Pounds, Width: 1 Inches",0,https://images.isbndb.com/covers/63/75/9780553576375.jpg,Success,72,22,1
553573985,Gibbon's Decline and Fall: A Novel,"Tepper, Sheri S.",Spectra,480,6/2/1997,Paperback,"A wave of fundamentalism is sweeping across the globe as the millennium approaches, and a power-hungry&nbsp;&nbsp;presidential candidate sees his ticket to success in making an example out of a teenage girl who abandoned her infant in a Dumpster. Taking the girl's case is Carolyn Crespin, a former attorney, who left her job for a quiet family life. Now she must call upon five friends from college, who took a vow to always stand together. But their success might depend on the assistance of Sophy, the enigmatic sixth friend, whom they all believed dead.",en,,"Height: 6.87 Inches, Length: 4.18 Inches, Weight: 0.57540650382 Pounds, Width: 1.02 Inches",7.99,https://images.isbndb.com/covers/39/85/9780553573985.jpg,Success,72,22,1
553285653,Grass,Sheri S. Tepper,Spectra,480,1990,Mass Market Paperback,,en,,"Height: 7 Inches, Length: 4.25 Inches, Width: 1.25 Inches",6.99,https://images.isbndb.com/covers/56/59/9780553285659.jpg,Success,72,22,1
553280643,The Gate to Women's Country: A Novel,"Tepper, Sheri S.",Spectra,336,2/1/1993,Mass Market Paperback,"<p>For all those who enjoyed The Handmaid's Tale comes a captivating novel set in a frightening future. Human civilization has evolved into a dual so ciety where walls enclose ...</p><h3>Publishers Weekly</h3><p>Tepper's finest novel to date is set in a post-holocaust feminist dystopia that offers only two political alternatives: a repressive polygamist sect that is slowly self-destructing through inbreeding and the matriarchal dictatorship called Women's Country. Here, in a desperate effort to prevent another world war, the women have segregated most men into closed military garrisons and have taken on themselves every other function of government, industry, agriculture, science and learning. The resulting manifold responsibilities are seen through the life of Stavia, from a dreaming 10-year-old to maturity as doctor, mother and member of the Marthatown Women's Council. As in Tepper's Awakeners series books, the rigid social systems are tempered by the voices of individual experience and, here, by an imaginative reworking of The Trojan Woman that runs through the text. A rewarding and challenging novel that is to be valued for its provoc ative ideas. 50,000 first printing; $50,000 ad/promo. (September)</p>",en,unknown,"Height: 6.82 Inches, Length: 4.14 Inches, Weight: 0.37 Pounds, Width: 0.84 Inches",7.99,https://images.isbndb.com/covers/06/47/9780553280647.jpg,Success,72,22,1
08070-83054,Kindred (Black Women Writers Series),Octavia E. Butler,Beacon Pr,264,9/15/1988,Paperback,,en,,"Height: 8 Inches, Length: 5.5 Inches, Weight: 0.65 Pounds, Width: 0.75 Inches",0,https://images.isbndb.com/covers/30/55/9780807083055.jpg,Success,72,22,1
807063010,Les Guérillères,"Wittig, Monique",Beacon Pr,144,1985,Paperback,"One Of The Most Widely Read And Frequently Cited Feminist Novels Of Our Time. Depicting The Overthrow Of The Old Order By A Tribe Of Warrior Women, This Epic Celebration Proclaims The Destruction Of Patriarchal Institutions And Language And The Birth Of A New Feminist Order.--page 4 Of Cover. Monique Wittig ; Translated From The French By David Le Vay. Reprint. Originally Published: London : P. Owen, 1971.",en,,"Height: 8 Inches, Length: 5.25 Inches, Weight: 0.35 Pounds, Width: 0.25 Inches",0,https://images.isbndb.com/covers/30/19/9780807063019.jpg,Success,72,22,1
449912558,The Sparrow: A Novel (The Sparrow Series),"Russell, Mary Doria",Ballantine Books,408,9/8/1997,Paperback,"<p>&quot;a Notable Achievement . . . Russell Shows Herself To Be A Skillful Storyteller Who Subtly And Expertly Builds Suspense.&quot;<br>--usa Today<p>&quot;an Experience Not To Be Missed . . . If You Have To Send A Group Of People To A Newly Discovered Planet To Contact A Totally Unknown Species, Whom Would You Choose? How About Four Jesuit Priests, A Young Astronomer, A Physician, Her Engineer Husband, And A Child Prostitute-turned-computer-expert? That's Who Mary Doria Russell Sends In Her New Novel, The Sparrow. This Motley Combination Of Agnostics, True Believers, And Misfits Becomes The First To Explore The Alpha Centuri World Of Rakhat With Both Enlightening And Disastrous Results. . . . Vivid And Engaging . . . An Incredible Novel.&quot;<br>--milwaukee Journal Sentinel<p>&quot;powerful . . . Father Emilio Sandoz [is] The Only Survivor Of A Jesuit Mission To The Planet Rakhat, 'a Soul . . . Looking For God.' We First Meet Him In Italy . . . Sullen And Bitter. . . . But He Was Not Always This Way, As We Learn Through Flashbacks That Tell The Story Of The Ill-fated Trip. . . . The Sparrow Tackles A Difficult Subject With Grace And Intelligence.&quot;<br>--san Francisco Chronicle<p>&quot;smooth Storytelling And Gorgeous Characterization . . . Important Novels Leave Deep Cracks In Our Beliefs, Our Prejudices, And Our Blinders. The Sparrow Is One Of Them.&quot;<br>--entertainment Weekly</p><h3>publishers Weekly</h3><p>an Enigma Wrapped Inside A Mystery Sets Up Expectations That Prove Difficult To Fulfill In Russell's First Novel, Which Is About First Contact With An Extraterrestrial Civilization. The Enigma Is Father Emilio Sandoz, A Jesuit Linguist Whose Messianic Virtues Hide His Occasional Doubt About His Calling. The Mystery Is The Climactic Turn Of Events That Has Left Him The Sole Survivor Of A Secret Jesuit Expedition To The Planet Rakhat And, Upon His Return, Made Him A Disgrace To His Faith. Suspense Escalates As The Narrative Ping-pongs Between The Years 2016, When Sandoz Begins Assembling The Team That First Detects Signs Of Intelligent Extraterrestrial Life, And 2060, When A Vatican Inquest Is Convened To Coax An Explanation From The Physically Mutilated And Emotionally Devastated Priest. A Vibrant Cast Of Characters Who Come To Life Through Their Intense Scientific And Philosophical Debates Help Distract Attention From The Space-opera Elements Necessary To Get Them Off The Earth. Russell Brings Her Training As A Paleoanthropologist To Bear On Descriptions Of The Runa And Jana'ata, The Two Races On Rakhat Whose Differences Are Misunderstood By The Earthlings, But The Aliens Never Come Across As More Than Variations Of Primitive Earthly Cultures. The Final Revelation Of The Tragic Human Mistake That Ends In Sandoz's Degradation Isn't The Event For Which Readers Have Been Set Up. Much Like The Worlds It Juxtaposes, This Novel Seems Composed Of Two Stories That Fail To Come Together. Bomc, Qpb And One Spirit Book Club Selections. (oct.)</p>",en,Reissue,"Height: 8.2 Inches, Length: 5.4 Inches, Weight: 0.92 Pounds, Width: 1.14 Inches",0,https://images.isbndb.com/covers/25/53/9780449912553.jpg,Success,72,22,1
1573440574,"Women Who Run With the Werewolves: Tales of Blood, Lust and Metamorphosis",,Cleis Pr,167,1996,Paperback,Permafrost / Charlee Jacob -- Boobs / Suzy Mckee Charnas -- Moon Running / Judy Brewer -- A Model Of Transformation / Renée M. Charles -- The Final Truth / Steve Eller -- The Wife's Story / Ursula K. Le Guin -- Teamwork / Paul Allen -- Sisters Of The Weird / Thomas S. Roche -- The Change / Barbara J. Ferrenz -- Euphorbia Helioscopia / Jeremy E. Johnson -- The Hound Of God / Tom Piccirilli -- Visitation / Pamela J. Jessen -- A Wilder Truth / Mari Hersh-tudor -- Breaking The Circle / Michael W. Lucas -- Wilding / Melanie Tem. Edited By Pam Keesey.,en,First Edition,"Height: 8.5 Inches, Length: 6 Inches, Weight: 0.54233716452 Pounds, Width: 0.5 Inches",12.95,https://images.isbndb.com/covers/05/78/9781573440578.jpg,Success,72,22,1
1573440140,Dark Angels: Lesbian Vampire Stories,"Keesey, Pam",Cleis Press,145,9/13/1995,Paperback,,en,First Edition,"Height: 8.5 Inches, Length: 5.5 Inches, Weight: 0.4850169764 Pounds, Width: 0.75 Inches",10.95,https://images.isbndb.com/covers/01/41/9781573440141.jpg,Success,72,22,1
939416786,Daughters of Darkness: Lesbian Vampire Stories,"Keesey, Pam [Editor]",Cleis Press,251,1993,Paperback,Edited By Pam Keesey. Filmography: P. 237-240. Includes Bibliographical References (p. 241-243).,en,,"Height: 8.5 Inches, Length: 0.75 Inches, Weight: 0.7 Pounds, Width: 5.5 Inches",12.95,https://images.isbndb.com/covers/67/83/9780939416783.jpg,Success,72,22,1
1573440264,Vamps: An Illustrated History of the Femme Fatale,"Keesey, Pam",Cleis Pr,171,12/1/1997,Paperback,"Ch. 1. Good Evening, I Am Vampira -- Ch. 2. The Goddess In Every Vampire -- Ch. 3. All Wickedness Is But Little To The Wickedness Of A Woman -- Ch. 4. The Rise Of The Modern Vampire -- Ch. 5. The Romantic Agony : 19th Century Images Of The Fatal Woman -- Ch. 6. Theda Bara : Face Of A Vampire, Heart Of A Feministe -- Ch. 7. Sirens Of The Silver Screen -- Ch. 8. Cinderella In A Nightmare : The Allure Of The Female Vampire -- Ch. 9. She Gives You That Weird Feeling : The Golden Ages Of Lesbian Vampires -- Ch. 10. That's No Lady, That's Sharon Stone -- Ch. 11. Vamps And Vampires : The Nineties And Beyond -- Ch. 12. In Praise Of Wicked Women. By Pam Keesey. Includes Bibliographical References And Index.",en,,"Height: 11 Inches, Length: 8.5 Inches, Weight: 1.3778891375 Pounds, Width: 0.5 Inches",1.99,https://images.isbndb.com/covers/02/64/9781573440264.jpg,Success,72,22,1
441478123,The Left Hand of Darkness,"Le Guin, Ursula K.",Ace Books,304,2003,Paperback,"<p>When <b>The Left Hand of Darkness</b> first appeared in 1969, the original jacket copy read, ""Once in a long while a whole new world is created for us. Such worlds are Middle Earth, Dune—and such a world is Winter.""&nbsp; Twenty-five years and a Hugo and Nebula Award later, these words remain true. In Winter, or Gethen, Ursula K. Le Guin has created a fully realized planet and people. But Gethen society is more than merely a fascinating creation. The concept of a society existing totally without sexual prejudices is even more relevant today than it was in 1969. This special 25th anniversary edition of <b>The Left Hand of Darkness</b> contains not only the complete, unaltered text of the landmark original but also a thought-provoking new afterword and four new appendixes by Ms. Le Guin.</p>
<p>When the human ambassador Genly Ai is sent to Gethen, the planet known as Winter by those outsiders who have experienced its arctic climate, he thinks that his mission will be a standard one of making peace between warring factions. Instead the ambassador finds himself wildly unprepared. For Gethen is inhabited by a society with a rich, ancient culture full of strange beauty and deadly intrigue—a society of people who are both male and female in one, and neither. This lack of fixed gender, and the resulting lack of gender-based discrimination, is the very cornerstone of Gethen life. But Genly is all too human. Unless he can overcome his ingrained prejudices about the significance of ""male"" and ""female,"" he may destroy both his mission and himself.</p>",en,Reissue,Weight: 0.35 Pounds,9.99,https://images.isbndb.com/covers/81/25/9780441478125.jpg,Success,72,22,1
807063134,"The Female Man (Beacon Paperback, 721)",Joanna Russ,Beacon Press,213,1993,Paperback,"The Lives Of Joanna And Jeannine Interact With The World Of Janet Evason After The Female Man From A Planet Of The Future Arrives In New York City. Joanna Russ. Originally Published: Bantam Books, 1975.",en,,"Height: 8 Inches, Length: 0.75 Inches, Width: 5.5 Inches",0,https://images.isbndb.com/covers/31/32/9780807063132.jpg,Success,72,22,1
704341549,"Walk to the End of the World Motherlines: And, Motherlines","Charnas, Suzy McKee",Womens Pr Ltd,436,1994,Paperback,,en,,"Height: 7.75 Inches, Length: 5 Inches, Weight: 0.71429772888 Pounds, Width: 1.25 Inches",15.95,https://images.isbndb.com/covers/15/48/9780704341548.jpg,Success,72,22,1
812548191,The Furies: Book Three of 'The Holdfast Chronicles',"Charnas, Suzy McKee",Tor Science Fiction,384,12/15/1995,Mass Market Paperback,"<p>In Book One of the Holdfast Chronicles, Aldera the Messenger, along with all other women, is a slave. In Book Two, Aldera the Runner lives in two worlds, both consisting entirely of women. Now in Book Three, <i>The Furies</i>, Aldera the Conquere leads an army back over the mountains, hoping to end the tyranny and free the slaves she left behind.</p>                        <p>The long awaited sequel to the SF classics Walk to the End and Motherlines, this is a novel of adventure, conspiracy and revenge. The gripping story of slavery and freedom, and the passions and hatreds they inspire.</p>",en,First Edition,"Height: 6.75 Inches, Length: 4.25 Inches, Weight: 0.44974301448 Pounds, Width: 1.031 Inches",1.99,https://images.isbndb.com/covers/81/98/9780812548198.jpg,Success,72,22,1
935312560,Swastika Night,"Burdekin, Katharine",The Feminist Press at CUNY,208,1/1/1993,Paperback,"<p>&nbsp;&nbsp;&nbsp;Published in 1937, twelve years before Orwell's <i>1984</i>, this novel projects a totally male-controlled fascist world that has eliminated women as we know them. They are breeders, kept as cattle, while men in this post-Hitlerian world are embittered automatons, fearful of all feelings, having abolished all history, education, creativity, books, and art. Not even the memory of culture remains. The plot centers on a ""misfit"" who asks, as readers must, ""How could this have happenned?"" <b>Ann J. Lane</b> calls the novel a ""brilliant, chilling dystopia."" ""This is a powerful, haunting vision of the inner and outer worlds of male violence.""-<b>Blanche Wiesen Cook</b>, author of <i>Eleanor Roosevelt: Volume One, 1884-1933</i></p>",en,Feminist Press ed.,"Height: 7.7 Inches, Length: 5 Inches, Weight: 0.4188782978 Pounds, Width: 0.6 Inches",15.95,https://images.isbndb.com/covers/25/60/9780935312560.jpg,Success,72,22,1
155861009X,The End of This Day's Business,"Burdekin, Katharine",The Feminist Press at CUNY,208,1993,Paperback,,en,,"Height: 8.5 Inches, Length: 5.5 Inches, Weight: 0.60186197526 Pounds, Width: 0.7 Inches",12.95,https://images.isbndb.com/covers/00/95/9781558610095.jpg,Success,72,22,1
380729245,Speaking Dreams,"Park, Severna",Avon Books,258,1997,Paperback,"A tautly-told lesbian science fiction tale of slavery and spiritual freedom, power and resistance, love and destiny.",en,,"Height: 7.25 Inches, Length: 4.25 Inches, Weight: 0.3 Pounds, Width: 1 Inches",5.99,https://images.isbndb.com/covers/92/41/9780380729241.jpg,Success,72,22,1
1558610960,Solution Three,"Mitchison, Naomi",The Feminist Press at CUNY,183,3/1/1995,Paperback,,en,Reprint,"Height: 8.5 Inches, Length: 5.5 Inches, Weight: 0.53572329666 Pounds, Width: 0.5 Inches",16.95,https://images.isbndb.com/covers/09/65/9781558610965.jpg,Success,73,22,1
819562777,Flight from Neveryon,"Delany, Samuel R.",Wesleyan University Press,376,1994,Paperback,The Tale Of Fog And Granite -- The Mummer's Tale -- The Tale Of Plagues And Carnivals. Samuel R. Delany.,en,"Return to Nevèrÿon, Book 3","Height: 8.43 Inches, Length: 5.38 Inches, Weight: 0.96 Pounds, Width: 0.85 Inches",0,https://images.isbndb.com/covers/27/77/9780819562777.jpg,Success,73,22,1
819562718,"Neveryóna, or: The Tale of Signs and Cities―Some Informal Remarks Towards the Modular Calculus, Part Four (Return to Neveryon)","Delany, Samuel R.",Wesleyan University Press,402,10/15/1993,Paperback,"In This Chronicle Of A Long-ago Land On Civilisation's Brink, Possibly In Africa Or Asia, Gorgik The Liberator's Slave Revolt Gathers Toward Its Conclusion. A Richly Written Novel Of Myth And Literacy, Nevèrÿona Tells How Young Pryn, Who Can Write In This Largely Pre-literate Land, Flees Her Mountain Village On A Dragon's Back For Neveryon's Capital Port, Kolhari, To Aid Gorgik's Rebelllion. Now On The Bridge Of Lost Desire, Now In Madam Keyne's Emotionally Embattled Gardens, Now At An Empty, Moonlit Mansion In Nevèrÿon - Kolhari's Old Artistocractic Neighbourhood - And Finally Through A Journey Into The Dangerous South, Pryn Finds More Answers - And Questions - About Nevèrÿon's Power Structure. Samuel R. Delany.",en,"Return to Nevèrÿon, Book 2","Height: 8.5 Inches, Length: 5.5 Inches, Weight: 1.01 Pounds, Width: 1 Inches",17.95,https://images.isbndb.com/covers/27/15/9780819562715.jpg,Success,73,22,1
819562785,Return to Neveryon (Return to Neveryon),Samuel R. Delany,Wesleyan University Press,293,2/15/1994,Paperback,"In his four-volume series Return to Neveryeon, Hugo and Nebula award-winner Samuel R. Delany appropriated the conceits of sword-and-sorcery fantasy to explore his characteristic themes of language, power, gender, and the nature of civilization. Wesleyan University Press has reissued the long-unavailable Neveryeonvolumes in trade paperback.
<p>The eleven stories, novellas, and novels in Return to Neveryeon's four volumes chronicle a long-ago land on civilization's brink, perhaps in Asia or Africa, or even on the Mediterranean. Taken slave in childhood, Gorgik gains his freedom, leads a slave revolt, and becomes a minister of state, finally abolishing slavery. Ironically, however, he is sexually aroused by the iron slave collars of servitude. Does this contaminate his mission -- or intensify it? Presumably elaborated from an ancient text of unknown geographical origin, the stories are sunk in translators' and commentators' introductions and appendices, forming a richly comic frame.</p>",en,"Return to Nevèrÿon, Book 4","Height: 8.25 Inches, Length: 5.25 Inches, Weight: 0.74 Pounds, Width: 0.5 Inches",17.95,https://images.isbndb.com/covers/27/84/9780819562784.jpg,Success,73,22,1
819562807,"Silent Interviews: On Language, Race, Sex, Science Fiction, and Some Comics―A Collection of Written Interviews (Literature; 20)","Delany, Samuel R.",Wesleyan University Press,334,1994,Paperback,"Introduction: Reading And The Written Interview -- The Semiology Of Silence: The Science Fiction Studies Interview -- Toto, We're Back! The Cottonwood Review Interview -- Refractions Of Empire: The Comics Journal Interview -- Sword & Sorcery, S/m, And The Economics Of Inadequation: The Camera Obscura Interview -- Some Real Mothers...: The Sf Eye Interview -- Science Fiction And Criticism: The Diacritics Interview -- Sex, Race, And Science Fiction: The Callaloo Interview -- The Kenneth James Interview -- The Susan Grossman Interview -- The K. Leslie Steiner Interview -- Appendix: Anthony Davis -- A Conversation. Samuel R. Delany. Includes Bibliographical References And Index.",en,1st,"Height: 9 Inches, Length: 6 Inches, Weight: 1.03 Pounds, Width: 0.75 Inches",29.95,https://images.isbndb.com/covers/28/07/9780819562807.jpg,Success,73,22,1
156000318,"Women of Wonder, the Classic Years: Science Fiction by Women from the 1940s to the 1970s","Sargent, Pamela",Harvest Books,448,7/5/1995,Paperback,,en,First Edition,"Height: 9 Inches, Length: 6 Inches, Weight: 1.35 Pounds, Width: 1.25 Inches",17,https://images.isbndb.com/covers/03/14/9780156000314.jpg,Success,73,22,1
081956270X,Tales of Neveryon,"Delany, Samuel R.",Wesleyan University Press,264,10/15/1993,Paperback,"A novel of myth and literacy about a long-ago land on the brink of civilization. Vol 1                        <p>This 1979 American Book Award nominee contains five interlocked stories that tell of the slave Gorgik in a long-ago land, and a masked swordswoman narrates an astonishing feminist creation myth.</p>",en,"Return to Nevèrÿon, Book 1","Height: 8.5 Inches, Length: 5.25 Inches, Weight: 0.67 Pounds, Width: 0.75 Inches",15.46,https://images.isbndb.com/covers/27/08/9780819562708.jpg,Success,73,22,1
081956298X,Trouble on Triton: An Ambiguous Heterotopia,"Delany, Samuel R.",Wesleyan University Press,326,5/15/1996,Paperback,"<p><P>Interplanetary war, capture and escape, diplomatic intrigues that topple worlds.</p><h3></h3><p>Delany's most controlled, and therefore his most successful, experiment to date . . . Triton is a novel of manners -- those of a rich and complex society in which the avowed highest good is the free expression of each individual's personality.</p>",en,First Edition,"Height: 8.75 Inches, Length: 5.5 Inches, Weight: 0.83 Pounds, Width: 0.75 Inches",15.95,https://images.isbndb.com/covers/29/82/9780819562982.jpg,Success,73,22,1
140255281,Burning Your Boats: The Collected Short Stories,"Carter, Angela",Penguin Books,480,8/1/1997,Paperback,"<p>from Early Reflections On Jazz And Japan, Through Vigorous Refashionings Of Vampires And Werewolves, To Stunning Snapshots Of Real-life Outcasts And The Glorious But Tainted World Of 'the Rich And Famous,' This Complete Collection Of Angela Carter's Short Stories Gathers Together Four Published Books&#151;fireworks, The Bloody Chamber, Black Venus, American Ghosts And Old World Wonders&#151;with Her Early Work And Uncollected Stories. 'a Strange, Compelling Book... An Undoubted Success.' &#151;<i>the New York Times</i></p><h3>bruce Barcott</h3><p><p>reading This Collection Is Like Wandering Through The Angela Carter Museum. The Tour Begins With Her Early Works From The 1960s And 1970s, Which Display The Rough-edged Elements That The British Writer Would Later Polish Into Masterpieces Of Short Fiction. A Very, Very Great Lady And Her Son At Home, In Which A Pompous Mother Gets Her Comeuppance, Contains Characters Straight Out Of The Brothers Grimm (a Father Of 23 Children Lists Their Names On The Brim Of His Hat) And An Ending Naughty Enough To Satisfy Fans Of Roald Dahl's Adult Tales. A Victorian Fable, Told In An Invented Vernacular, Hints At The Postmodern Narrative Play That Made Carter The Darling Of Associate English Professors. Her Aptly-titled First Collection, Fireworks (1974), Contains Language So Full Of Flash And Dazzle -- At All Hours A Crepuscular Gloaming Prevails Is One Of Her More Subtle Phrases -- That One Cries Out For A Crisp Edit By The Ghost Of Minimalist Raymond Carver. <p>once We Step Into What A Curator Might Call Carter's Mature Period, However, Everything Comes Together. With Her Rich Language, Delicious Sense Of Irony, And Playful Feminist Spirit, Carter Created Fairy Tales For A Postmodern Age. In The Bloody Chamber, She Rewrote The Bluebeard Legend And Gave The Old Boy A Taste Of His Own Blood. In The Werewolf, She Brought A Horrific Twist To The Tale Of Little Red Riding Hood -- And Did It In Two Pages Flat. Her Final Three Collections--the Bloody Chamber And Other Stories (1979), Black Venus (1985), And American Ghosts And Old World Wonders (1993) -- Reveal One Of Our Era's Great Writers At The Height Of Her Powers. While Her Contemporaries Were Turning Out K-mart Realism In Bare-bones Language, Carter Was A Fictional Maximalist Who Bathed In Luxurious Sentences And Wrote About Women Raised By Wolves. <p>in Her Final Years Carter's Best Stories Weren't Quite Stories At All, More Like Exquisite Short Histories. The Fall River Axe Murders, For Instance, Details The Life Of Lizzy Borden Down To The Missing Teeth On Her Comb And Ends Moments Before The Infamous Murders. It's An Amazing Piece Of Writing -- All Prelude, And Yet Completely Satisfying. The Only Regrettable Thing About <i>burning Your Boats</i> Is That Carter's Death In 1992 Means That This Is The Complete Collection. No Matter. I'll Be Reading It Again. -- <i>salon</i></p>",en,Reprint,"Height: 1.08 Inches, Length: 8.12 Inches, Weight: 0.91 Pounds, Width: 5.34 Inches",17,https://images.isbndb.com/covers/52/87/9780140255287.jpg,Success,73,22,1
61054011,Four Ways to Forgiveness,"Le Guin, Ursula K.",Harper Voyager,320,7/9/1996,Mass Market Paperback,,en,,"Height: 6.75 Inches, Length: 4.25 Inches, Weight: 0.35 Pounds, Width: 1 Inches",5.99,https://images.isbndb.com/covers/40/13/9780061054013.jpg,Success,73,22,1
61056057,The Wind's Twelve Quarters,"Le Guin, Ursula K.",Harper Voyager,400,3/2/1995,Mass Market Paperback,,en,,"Height: 6.75 Inches, Length: 4.25 Inches, Weight: 0.38 Pounds, Width: 1 Inches",4.99,https://images.isbndb.com/covers/60/55/9780061056055.jpg,Success,73,22,1
