ISBN,Title,Author,Publisher,Pages,Date Published,Subjects,Binding,Synopsis,Language,Edition,Dimensions,MSRP,Image,Status,PageNumber,Volume & Issue
0-253-36420-5,We'Ve All Got Scars: What Boys and Girls Learn in Elementary School,"Best, Raphaela",Indiana Univ Pr,181.0,1983,,Hardcover,Pt. 1. The Importance Of Peers. Formation Of Groups -- The Tent Club -- Winners And Losers -- Some Consequences Of Rejection -- Pt. 2. The Second Curriculum: Gender-role Socialization. What Is Being Taught -- What Is Being Learned: The Boys -- What Is Being Learned: The Girls -- Pt. 3. The Third Curriculum: Self--taught Sex Education. Fun And Games In The Primary Grades -- Games Of Chance -- Pt. 4. Stereotypes And Friendships. Clearing The Debris -- Fading Stereotypes -- It Could Be Done. Raphaela Best. Includes Bibliographical References.,en,First Edition,"Height: 9.75 Inches, Length: 6.5 Inches, Weight: 1.10231131 Pounds, Width: 0.75 Inches",29.95,https://images.isbndb.com/covers/42/03/9780253364203.jpg,Success,84.0,12.2
0-87049-595-X,Sara Teasdale: Woman and Poet,"Drake, William",Univ Tennessee Press,320.0,1989-01-31,"Literary Figures - Women's Biography, American Women - Literary Biography, U.S. Poets - Literary Biography",Paperback,,en,,"Height: 9.25 Inches, Length: 6 Inches, Weight: 1.22 Pounds, Width: 1.2 Inches",12.0,https://images.isbndb.com/covers/59/53/9780870495953.jpg,Success,88.0,12.2
0-913175-16-1,Healing Heart: Poems 1973-1988,"Hull, Gloria T., Gibbs, Michele",Inland Womensource,140.0,1989,"African American women poets, American poetry, American poetry--20th century, PS3558.U3969 H43 1989, 811/.54",Paperback,By Gloria T. Hull ; Illustrations By Michele Gibbs.,en,First Edition,"Height: 8.5 Inches, Length: 5.75 Inches, Weight: 1.01 Pounds, Width: 0.75 Inches",8.95,https://images.isbndb.com/covers/51/63/9780913175163.jpg,Success,78.0,12.2
0-945223-01-3,Victims No Longer: Men Recovering From Incest and Other Sexual Child Abuse,"Lew, Mike / introduction by Ellen Bass","Nevraumont, 1988",,1988,,Hardcover,,en,First Edition,Weight: 1.75 Pounds,19.95,https://images.isbndb.com/covers/30/16/9780945223016.jpg,Success,75.0,12.2
0-02-059001-6,AIDS: The ultimate challenge,"Kübler-Ross, Elisabeth",Collier Macmillan,329.0,1989,"AIDS (Disease), Popular works, Acquired Immunodeficiency Syndrome -, Palliative treatment, Psychological aspects, Terminal Care -, Terminal care, Psychological aspects of AIDS (Disease), Terminal Care, Acquired Immunodeficiency Syndrome, Aids (disease), prevention",Paperback,,en,1st Collier Books ed,"Height: 0.9 Inches, Length: 6.9 Inches, Width: 4.1 Inches",0.0,https://images.isbndb.com/covers/00/19/9780020590019.jpg,Success,76.0,12.2
0-941483-49-5,Pleasures,"Sommers, Robbi",Naiad Pr,182.0,1989,,Paperback,Lydia -- Elyse -- Julia -- Ginger -- Miss Lavender -- Lilith -- Roberta -- Morrigan -- Sayre -- Victoria -- Margeaux -- Jesse. By Robbi Sommers.,en,,"Height: 8.5 Inches, Length: 5.5 Inches, Weight: 0.55 Pounds, Width: 0.5 Inches",11.95,https://images.isbndb.com/covers/34/90/9780941483490.jpg,Success,81.0,12.2
0-908652-36-4,,,,,,,,,,,,,,Error,78.0,12.2
0-525-48409-4,Crazy Quilts,"McMorris, Penny",Studio,128.0,1984-07-20,,Paperback,,en,,"Height: 20 Inches, Length: 20 Inches, Weight: 1.2 Pounds, Width: 20 Inches",23.0,https://images.isbndb.com/covers/40/97/9780525484097.jpg,Success,74.0,12.2
0-932379-63-X,,,,,,,,,,,,,,Error,41.0,12.2
0-932379-63-X,,,,,,,,,,,,,,Error,83.0,12.2
0-87049-583-6,"Afro-American Women of the South and the Advancement of the Race, 1895-1925","Neverdon-Morton, Cynthia",Univ of Tennessee Pr,272.0,1989,,Hardcover,Cynthia Neverdon-morton. Includes Index. Bibliography: P. [237]-257.,en,1,"Height: 9.25 Inches, Length: 6.25 Inches, Weight: 1 Pounds, Width: 1 Inches",41.0,https://images.isbndb.com/covers/58/30/9780870495830.jpg,Success,88.0,12.2
0-940979-05-5,Women Artists of the New Deal Era,"Harrison, Helen A.",Natl Museum of Women in the Arts,40.0,1988,"Federal Art Project, Social realism, Social realism--Exhibitions, Prints, American, Prints, American--Exhibitions, Prints, Prints--20th century--United States--Exhibitions, Drawing, American, Drawing, American--Exhibitions, Drawing, Drawing--20th century--United States--Exhibitions, Women artists, Women artists--United States--Exhibitions, Prints, American--20th century--Exhibitions, Drawing, American--20th century--Exhibitions, NE508.3.S63 H37 1988, 760/.088042",Paperback,"Helen A. Harrison, Lucy R. Lippard. Catalog Of An Exhibition At The National Museum Of Women In The Arts, Oct. 18, 1988-jan. 8, 1989. Includes Bibliographical References.",en,First Edition,Weight: 1 Pounds,20.7,https://images.isbndb.com/covers/90/55/9780940979055.jpg,Success,74.0,12.2
0-94792-220-2,Gaia's Guide 1990,Horn,Bookpeople,,1990,,Paperback,,en,,,11.95,https://images.isbndb.com/covers/22/07/9780947922207.jpg,Success,94.0,12.2
0-312-03447-4,Untold Decades: Seven Comedies of Gay Romance (Stonewall Inn Editions),"Patrick, Robert",St Martins Pr,212.0,1989,,Paperback,,en,1,"Height: 8.25 Inches, Length: 5.5 Inches, Weight: 0.6 Pounds, Width: 0.75 Inches",7.95,https://images.isbndb.com/covers/44/74/9780312034474.jpg,Success,76.0,12.2
0-195-05926-3,Domestic Tyranny: The Making of American Social Policy Against Family Violence from Colonial Times to the Present,"Pleck, Elizabeth H.",Oxford University Press,292.0,1989-05-04,,Paperback,,en,,"Height: 9.25 Inches, Length: 6.19 Inches, Weight: 1.00089866948 Pounds, Width: 0.835 Inches",12.95,https://images.isbndb.com/covers/92/67/9780195059267.jpg,Success,87.0,12.2
0-913175-12-9,"Desert Run, Poems and Stories","Yamada, Mitsuye",Kitchen Table/Women of Color Pr,97.0,1988,,Paperback,Mitsuye Yamada.,en,,"Height: 8.5 Inches, Length: 5.75 Inches, Width: 0.75 Inches",7.95,https://images.isbndb.com/covers/51/25/9780913175125.jpg,Success,78.0,12.2
0-961-74060-4,Out Here Flying: Lesbian Poetry,,"Sidewalk Revolution Press: Pittsburgh, PA",31.0,1986,,Paperback,By Jan Hardy.,en,First Edition,,0.0,https://images.isbndb.com/covers/06/03/9780961740603.jpg,Success,78.0,12.2
0-918949-08-4,The Inland Sea,"Joseph, Jenny",Papier Mache Pr,51.0,1989,,Paperback,,en,1,"Height: 9 Inches, Length: 6.25 Inches, Weight: 0.26 Pounds, Width: 0.5 Inches",8.0,https://images.isbndb.com/covers/90/80/9780918949080.jpg,Success,79.0,12.2
0-918949-05-X,Another Language: Poetry,"Elkind, Sue Saniel",Papier Mache Pr,83.0,1989-03-01,"Poetry, American",Paperback,,en,First Edition,"Height: 9.25 Inches, Length: 6.5 Inches, Weight: 0.55 Pounds, Width: 0.25 Inches",0.0,https://images.isbndb.com/covers/90/59/9780918949059.jpg,Success,78.0,12.2
0-292-60025-0,,,,,,,,,,,,,,Error,74.0,12.2
1-55861-014-6,The Daughters of Danaus,"Caird, Mona",The Feminist Press at CUNY,544.0,1993-01-01,,Library Binding,,en,,"Height: 8.8 Inches, Length: 5.7 Inches, Weight: 1.6865363043 Pounds, Width: 1.3 Inches",35.0,https://images.isbndb.com/covers/01/49/9781558610149.jpg,Success,80.0,12.2
0-941483-19-3,Edgewise,"Grae, Camarin",Naiad Pr,360.0,1989,"Lesbians, Lesbians--Fiction, Cults, Cults--Fiction, PS3557.R125 E4 1989, 813/.54",Paperback,By Camarin Grae.,en,First Edition,"Height: 8.75 Inches, Length: 5.75 Inches, Weight: 0.85 Pounds, Width: 1 Inches",9.95,https://images.isbndb.com/covers/31/93/9780941483193.jpg,Success,81.0,12.2
0-915175-38-X,The Boys in the Bars,Christopher Davis,Knights Pr,216.0,1990,"Gay men, Gay men--Fiction, PS3554.A9329 B6 1989, 813/.54",Paperback,Oeufs à La Neige -- Watercolors -- Reunion -- The Art Of Criticizing Writers -- A Birthday Greeting -- Kaleidoscope -- Vers La Flamme -- The Boys In The Bars -- [untitled] -- Rope Trick -- Fireflies -- Stereotypes And Clichés -- History. Christopher Davis.,en,,206 pages ; 22 cm,0.0,https://images.isbndb.com/covers/53/83/9780915175383.jpg,Success,75.0,12.2
0-446-51434-9,The Way of Hope: Michio Kushi's Anti-Aids program,"Monte, Tom",Grand Central Publishing,272.0,1989-09-01,"Aids (disease), Alternative Treatment, Case Studies, Diet Therapy, Macrobiotic Diet",Hardcover,"<p><P>Now! A macrobiotic, holistic regime, with no drugs or their inherent side-effects, that proves as effective as AZT in prolonging the lives of AIDS patients.</p> <h3>Library Journal</h3> <p>Readers of Anthony J. Sattilaro's Recalled by Life: The Story of a Recovery from Cancer ( LJ 10/1/82), co-written with Monte, will not be surprised that the macrobiotics apostles Michio and Aveline Kushi mentioned in that book have developed a nutritional program for AIDS patients, some of whom appear to have had success controlling the disease using a diet of whole grains, vegetables, beans, miso, and seaweed. Libraries collecting alternative or controversial AIDS treatment literature will want this well-written, general audience title (despite its virtual canonization of the Kushis). For a more generic work, Michio Kushi's Book of Macrobiotics (Japan Pubns., 1986. rev. ed.) is recommended.-- Judith Eannarino, George Washington Univ. Lib., Washington, D.C.</p>",en,First Edition,"Height: 9 Inches, Length: 6 Inches, Weight: 1.1 Pounds, Width: 0.81 Inches",28.99,https://images.isbndb.com/covers/43/47/9780446514347.jpg,Success,76.0,12.2
0-06-097242-4,The Temple,"Spender, Stephen",HarperCollins,,1989,,Paperback,,en,Reprint,Weight: 0.5 Pounds,8.95,https://images.isbndb.com/covers/24/24/9780060972424.jpg,Success,76.0,12.2
0-929005-04-X,Interior Passages: Obesity and Transformation,"Saillant, Francine",Sumach Pr,176.0,1996,"Medical, Nutrition",Paperback,,en,,"Height: 9.25 inches, Length: 6.25 Inches, Weight: 0.43431065614 Pounds, Width: 0.5 Inches",16.95,https://images.isbndb.com/covers/50/41/9780929005041.jpg,Success,61.0,12.2
0-87542-758-8,The Goddess Book of Days: A Perpetual 366 Day Engagement Calendar,"Stein, Diane",The Crossing Press,213.0,1988,"Goddess religion--Prayers and devotions--English, Devotional calendars, BL325.F4 S74 1988, 291.3/6",Hardcover,Calendar Dates And Goddesses. -goddesses Of The Zodiac. -goddesses Of The Months. Diane Stein. Bibliography: P. 279-280.,en,1,Weight: 1.00089866948 Pounds,12.95,https://images.isbndb.com/covers/75/84/9780875427584.jpg,Success,44.0,12.2
0-7043-4913-2,Singing Down the Bones: An Invitation to Poetry (Livewire),Jeni Couzyn,"Women's Press, Ltd. (UK)",128.0,2001-01-01,,Paperback,,en,,Weight: 499 Grams,7.99,https://images.isbndb.com/covers/91/31/9780704349131.jpg,Success,77.0,12.2
0-933920-79-2,A Graphic Muse: Prints by Contemporary American Women,"Field, Richard S.",Hudson Hills,168.0,1987-11-15,"Prints, American, Prints, American--United States--Exhibitions, Prints, Prints--20th century--United States--Exhibitions, Women artists, Women artists--United States--Exhibitions, Prints, American--20th century--Exhibitions, NE508 .F54 1987, 769/.088042",Hardcover,"Printmaking Since 1960 : The Conflicts Between Process And Expression / By Richard S. Field -- A Graphic Muse : Prints By Contemporary American Women / By Ruth E. Fine -- Jennifer Bartlett -- Nancy Campbell -- Vija Celmins -- Louisa Chase -- Susan Crile -- Jane Dickson -- Aline Feldman -- Helen Frankenthaler -- Sondra Frackelton -- Jane Freilicher -- Nancy Graves -- Yvonne Jacquette -- Elaine De Kooning -- Joyce Kozloff -- Sylvia Plimack Mangold -- Joan Mitchell -- Elizabeth Murray -- Judy Pfaff -- Howardena Pindell -- Dorothea Rockburne -- Susan Rothenberg -- Susan Shatter -- Joan Snyder --pat Steir. Richard S. Field, Ruth E. Fine. Issued In Conjunction With An Exhibition Organized By Mount Holyoke College Art Museum. Includes Bibliographies And Index.",en,First Edition,"Height: 9 Inches, Length: 6 Inches, Weight: 1.00089866948 Pounds, Width: 1 Inches",37.5,https://images.isbndb.com/covers/07/98/9780933920798.jpg,Success,74.0,12.2
0-195-88897-9,The English Governess at the Siamese Court: Being Recollections of Six Years in the Royal Palace at Bangkok (Oxford in Asia Paperbacks),"Leonowens, Anna Harriette",Oxford University Press,321.0,1989-03-17,,Paperback,"<p><b>The English Governess at the Siamese Court: Being Recollections of Six Years in the Royal Palace at Bangkok</b> (1870) vividly recounts the experiences of one Anna Harriette Leonowens as governess for the sixty-plus children of King Mongkut of Siam, English teacher for his entire royal family, and translator and scribe for the King himself. Bright, young, and energetic, Leonowens was well-suited to these roles, and her writings convey a heartfelt interest in the lives, legends, and languages of Siam's rich and poor. She also tells of how she and the King often disagreed on matters domestic. After all, this was the first time King Mongkut had met a woman who dared to contradict him, and the governess found the very idea of male domination intolerable. Overworked and underpaid, Leonowens would eventually resign, but her exchanges with His Majesty—heated and otherwise—on topics like grammar, charity, slavery, politics, and religion add much to her diary's rich, cross-cultural spirit, its East-meets-West appeal.</p>
<p>Over the years, that appeal has only increased. Eighty years after it first appeared, this memoir inspired the popular book and film, <b>Anna and the King of Siam</b>, and a few years later the hit musical, <b>The King and I</b>. Now comes yet another version, <b>Anna and the King</b>, the new film starring Jodie Foster and Chow Yun Fat. Here, then, is the original tale, presented with many reproductions of the fine drawings that the King had offered as gifts to Leonowens. <b>The English Governess at the Siamese Court</b> remains engaging as a story of adventure, fascinating as a picture of nineteenth-century Bangkok, and intriguing as an account of life inside King Mongkut's palace.</p>",en,Reissue,"Height: 7.9 Inches, Length: 5.3 Inches, Weight: 0.7 Pounds, Width: 0.9 Inches",1.99,https://images.isbndb.com/covers/89/73/9780195888973.jpg,Success,87.0,12.2
1-55550-162-1,,,,,,,,,,,,,,Error,46.0,12.2
0-8014-9522-9,Beyond Words: Images from America's Concentration Camps,"Gesensway, Deborah, Roseman, Mindy",Cornell University Press,192.0,1988,,Paperback,,en,,"Height: 10.25 Inches, Length: 7 Inches, Weight: 1.10231131 Pounds, Width: 0.5 Inches",32.95,https://images.isbndb.com/covers/52/29/9780801495229.jpg,Success,73.0,12.2
0-89594-383-2,Holy Terror,Steve Abbott,Crossing Press,141.0,1989,,Paperback,,en,1,,0.0,https://images.isbndb.com/covers/38/35/9780895943835.jpg,Success,76.0,12.2
1-55861-015-4,The Daughters of Danaus,"Caird, Mona",The Feminist Press at CUNY,534.0,1993-01-01,,Paperback,"...follows The Lives Of Two Sisters In A Wealthy Scots Family. One Escapes To A Profession In London And Eventually A Decent Marriage While The Heroine, Hadria, Vows To Become A Composer In Paris, But Is Thwarted--goodreads.com. Mona Caird ; Afterword By Margaret Morganroth Gullette. First Published In 1894 In London By Bliss, Sands, And Foster--t.p. Verso Bibliography: P. 529-534.",en,Revised,"Height: 8.5 Inches, Length: 5.5 Inches, Weight: 1.5763051733 Pounds, Width: 1.21 Inches",23.95,https://images.isbndb.com/covers/01/56/9781558610156.jpg,Success,80.0,12.2
1-55611-138-X,In Memory of Angel Clare,"Bram, Christopher",Dutton Adult,288.0,1989-07-26,"Fiction, General",Hardcover,,en,"First edition, first printing.","Height: 20 Inches, Length: 20 Inches, Weight: 1.1 Pounds, Width: 20 Inches",0.0,https://images.isbndb.com/covers/13/89/9781556111389.jpg,Success,75.0,12.2
0-869-40031-3,,,,,,,,,,,,,,Error,87.0,12.2
0-394-37401-0,Living with art,"Gilbert, Rita",Knopf,500.0,1988,,Paperback,,en,2nd,Weight: 3.8 Pounds,0.0,https://images.isbndb.com/covers/40/17/9780394374017.jpg,Success,93.0,12.2
0-396-08611-X,Viewfinders: Black Women Photographers,"Moutoussamy-Ashe, Jeanne","Dodd, Mead & Company",201.0,1993,"Photographers - Biography, Women Photographers, African American Arts & Entertainment Biography, Artists - Women's Biography",Paperback,"In this historical survey, Jeanne Moutossamy-Ashe presents an impressive selection of photographs, commenting on the many struggles and triumphs of a people while illustrating the talents of pioneers, to the women of today.",en,First Edition,Weight: 0.000625 Pounds,1.99,https://images.isbndb.com/covers/61/16/9780396086116.jpg,Success,93.0,12.2
0-929005-01-5,When I Was a Little Girl,"Gilmore, Rachna",Second Story Pr,,1989,"Mothers And Daughters, Fiction, Cleanliness",Paperback,,en,,,5.95,https://images.isbndb.com/covers/50/10/9780929005010.jpg,Success,24.0,12.2
0-679-72256-4,The Swimming-Pool Library,"Hollinghurst, Alan",Vintage,352.0,1989-09-19,"Gay Men, Fiction",Paperback,"<p><P>A literary sensation and bestseller both in England and America, The Swimming-Pool Library is an enthralling, darkly erotic novel of homosexuality before the scourge of AIDS; an elegy, possessed of chilling clarity, for ways of life that can no longer be lived with impunity. &quot;Impeccably composed and meticulously particular in its observation of everything&quot; (Harpers & Queen), it focuses on the friendship of two men&#58; William Beckwith, a young gay aristocrat who leads a life of privilege and promiscuity, and the elderly Lord Nantwich, an old Africa hand, searching for someone to write his biography and inherit his traditions.</p><h3>Publishers Weekly</h3><p>On entering a London public lavatory in blithe pursuit of quick, anonymous sex, beautiful and roguish young aristocrat William Beckwith isconfronted instead with an ancient, doddering member of the British House of Lords who, after muttering an incoherent string of polite non sequiturs, promptly keels over at his feet in embarrassed but undeniable coronary arrest. After saving the old man's life, Will is invited to tea by the grateful and slightly senile Lord Nantwich, who, surprised by Will's impressive lineage and appalled at his state of idle unemployment, engages the young man to write the Nantwich life story. Thus begins the unusual relationship that forms the core of this funny, sad and beautifully written novel. The Swimming Pool Library weaves a rich and fascinating tapestry of Britain's gay subculture spanning pre-World War I through the sexually abandoned early '80s, stopping short at the doorstep of AIDS. Hollinghurst's prose is fresh, witty and wise, and his ever-surprising, sinuously unfurling story is told with insouciant grace and unabashed sexuality. BOMC and QPBC alternates. (September) .</p>",en,Reprint,"Height: 7.96 Inches, Length: 5.22 Inches, Weight: 0.625 Pounds, Width: 0.7 Inches",16.95,https://images.isbndb.com/covers/25/64/9780679722564.jpg,Success,75.0,12.2
0-87542-669-7,The Witches Tarot,Ellen Cannon Reed,Llewellyn Publications,78.0,2002-09-08,,Cards,"<p><b>The Ultimate Tarot for Witches Everywhere</b></p>
<p>The art of this Tarot is amazing, brilliant and intense. It follows the form of a traditional Tarot and is able to blend the Qabalistic Tree of Life with Pagan symbolism. The High Priestess stands proudly in the Goddess pose and wears a garter showing that she is indeed a high priestess of many covens. The High Priest shows an older but power-filled man holding an athame. Strength shows that this card represents spiritual—the lion is tamed by the woman's spirit and meekly licks her chin. The Devil loses its evil reputation and returns to his original form as he becomes ""The Honed One,"" showing a couple staring in awe at the powerful and loving God crowned in the horns of a stag. The Minor Arcana is also fully illustrated. Each card features strong characters in rural settings, evoking a feeling of ancient mystery and Pagan spirituality.</p>
<p>The included booklet features two spreads as well as the meanings of every card. Even if you've never used the Tarot before, this deck is ideal for beginners and experienced Tarot readers alike. And that's not all...</p>
<p>For more than half a century, Witchcraft has been very eclectic, borrowing from spiritual traditions that blended with its basic concepts. Here, the coloring is taken from the Tree of Life, making this deck also ideal for ceremonial magicians as well as Pagans of all kinds.</p>
<p>This original and unique deck features some incredibly realistic art and will inspire you to more intuitive readings and more intense meditative, pathworking, and magical work.</p>",en,Cards,"Height: 5 Inches, Length: 3 Inches, Weight: 0.48722159902 Pounds, Width: 1.25 Inches",51.94,https://images.isbndb.com/covers/66/93/9780875426693.jpg,Success,44.0,12.2
0-933286-47-3,Cycles: A Decade of Photographs (Untitled # 45),"Golden, Judith",The Friends of Photography,51.0,1988,,Paperback,,en,F First Edition,Weight: 1 Pounds,22.0,https://images.isbndb.com/covers/64/74/9780933286474.jpg,Success,74.0,12.2
0-86358-151-X,Coming Out from Under,Peter Gilbert,Thorsons,,1989,"Literary Collections, English, Irish, Scottish, Welsh",Paperback,,en,,,0.0,https://images.isbndb.com/covers/15/19/9780863581519.jpg,Success,83.0,12.2
1-55562-077-9,Patterns from Paradise: The Art of Tahitian Quilting,Vicki Poggioli,The Main Street Press,127.0,1899-12-31,,Hardcover,,en,First Edition,Weight: 0.4 Pounds,25.0,https://images.isbndb.com/covers/07/76/9781555620776.jpg,Success,73.0,12.2
0-19-540688-5,Poetry by Canadian Women,,Oxford Univ Pr,,1989,,Paperback,,en,,"Height: 8.5 Inches, Length: 5.5 Inches, Weight: 0.9 Pounds, Width: 0.75 Inches",0.0,https://images.isbndb.com/covers/68/87/9780195406887.jpg,Success,77.0,12.2
0-87067-352-1,About Courage,"Fleming, Mickey C.",Holloway House Pub Co,,1989,,Paperback,,en,First Edition,"Height: 7 Inches, Length: 4.25 Inches, Weight: 0.25 Pounds, Width: 0.75 Inches",3.95,https://images.isbndb.com/covers/35/28/9780870673528.jpg,Success,75.0,12.2
0-520-06614-6,Agnes Smedley: The Life and Times of an American Radical,"MacKinnon, Janice R., MacKinnon, Stephen R.",University of California Press,460.0,1987-11-11,,Paperback,"<p>Country school teacher, birth control pioneer, socialist journalist, freedom fighter, writer—Agnes Smedley (1892-1950) was on the battlefront of American politics, the Indian struggle for independence, and the Chinese Communist revolution.<br>
In this coherent, intelligible, and engaging book, the MacKinnons offer us a superb portrayal of one of the most significant female political figures in recent American history.</p>",en,Reprint,"Height: 9.25 Inches, Length: 6.25 Inches, Weight: 1.25 Pounds, Width: 1.25 Inches",1.99,https://images.isbndb.com/covers/61/44/9780520066144.jpg,Success,88.0,12.2
0-87542-456-2,Zodiac Art Calendar 1990 Llewellyn,Liewenyn,LLewellyn,,,,Paperback,,en,,,0.0,https://images.isbndb.com/covers/45/69/9780875424569.jpg,Success,44.0,12.2
