ISBN,Title,Author,Publisher,Pages,Date Published,Subjects,Binding,Synopsis,Language,Edition,Dimensions,MSRP,Image,Status,PageNumber,Volume & Issue
1-55583-272-5,Willhoite's Hollywood,"Willhoite, Michael",Alyson Books,136.0,1994,,Hardcover,,en,First Edition,"Height: 11.5 Inches, Length: 9 Inches, Weight: 1.84967837818 Pounds, Width: 0.75 Inches",1.99,https://images.isbndb.com/covers/27/28/9781555832728.jpg,Success,93,17.5
1-56280-100-7,Getting to the Point,"Stores, Teresa",Naiad Pr,238.0,1900,,Paperback,,en,First Edition,"Height: 8.5 Inches, Length: 5.5 Inches, Weight: 0.6 Pounds, Width: 0.5 Inches",10.95,https://images.isbndb.com/covers/10/07/9781562801007.jpg,Success,87,17.5
1-55659-067-9,The Landlady in Bangkok (National Poetry Series),"Swenson, Karen",Copper Canyon Press,96.0,1994-06-01,"Poetry, General",Paperback,,en,First Edition,"Height: 8.7 Inches, Length: 5.9 Inches, Weight: 0.3858089585 Pounds, Width: 0.4 Inches",12.0,https://images.isbndb.com/covers/06/72/9781556590672.jpg,Success,99,17.5
0-8117-1654-6,Joan Wulff's Fly Fishing,"Wulff, Joan",Stackpole Books,2.0,1991-10-01,,Hardcover,"Includes chapters on equipment and gear, technique, and kinds of fishing. Especially helpful for women fly fishers.",en,1,"Height: 9.5 Inches, Length: 6.25 Inches, Weight: 0.0771617917 Pounds, Width: 0.75 Inches",19.95,https://images.isbndb.com/covers/65/43/9780811716543.jpg,Success,118,17.5
0-89096-617-6,Mountaineering Women: Stories by Early Climbers,,Texas A&M University Press,200.0,1994-10-01,,Paperback,"Women have known the challenges and triumphs of mountaineering for nearly two centuries, and for nearly as long they have been writing about their accomplishments, creating a fascinating, often thrilling literature of adventure and daring. As with other aspects of women's history, however, the literature of mountaineering women has been scattered and largely forgotten. Sixteen of their stories - sometimes published under the name of a male relative, sometimes under anonymous bylines such as ""a Lady"" - are here recovered and collected for the first time. The women who speak to us in this book climbed on the world's highest peaks and most difficult rock faces, from the English Lake District to the Alps to the Andes and Himalaya. Some were politically motivated, like the American Annie Smith Peck, who considered her spectacular ascents a strategy for advancing the liberation of her sex. Others were staunchly conservative about all matters save their personal right to climb mountains, a right that could rarely be taken for granted and sometimes proved as difficult to win as the summit itself. These stories are as much about people as about mountains. They tell of conflict and cooperation, of women struggling not only to reach a summit but also to negotiate their freedom in a society that preferred they simply stay at home. The editor's introduction provides an overview of the two hundred-year history of women's climbing and places it in the context of that struggle. Mountaineering Women shows how highly skilled, courageous, and determined women have revised and transformed a traditionally masculine activity, while at the same time transforming themselves - each arriving, as Mary Crawford put it, ""at last upon the summit to gaze out upon a new world. Surely not the same old earth she has seen all her life? Yes - but looked at from on top - a point of view which now makes upon her mind its indelible impression.""",en,1st Ed.,"Height: 8.48 Inches, Length: 5.55 Inches, Weight: 0.65 Pounds, Width: 0.62 Inches",14.95,https://images.isbndb.com/covers/61/74/9780890966174.jpg,Success,38,17.5
0-380-76742-2,Larque on the Wing,"Springer, Nancy",Avon Books,288.0,1995-02-01,,Paperback,"Guitar-shaped, forty-year-old wife, mother and successful crafter of home decoration products Larque Harootunian is going through a very messy mid-life crisis. Larque's loved ones accept her uncanny, unconscious, often embarrassing habit of producing temporary doubles - ""doppelgangers"" - of people and their inner aspects from out of thin air. But now her latest creation, herself at age ten, refuses to fade away quietly - leaving Larque no choice but to bear the taunts and accusations of the scabby-kneed golliwog girl she once was. For the child, Sky, will not accept the compromises Larque has made in her life - and, ultimately, leads her older self out into the vast, adult and mysterious night in search of lost dreams. Larque's nocturnal wanderings take her farther from home and hearth than she ever imagined possible - to the neon pinks and Day-Glo yellows of Popular Street, where life is exciting and gay. Here in this secret place, she meets the beautiful, tormented cowboy Shadow - and Argent, the handsome stud-lover Shadow has molded from the pliable clay of middle-aged angst. And it is here, beneath Shadow's talented fingers, that Larque herself is remade - becoming a new ""Lark,"" younger, stronger, more courageous...and male. But freedom is a pricey commodity - and there are those who would gladly clip Larque's newly formed wings. Her loving, gentle, bearlike husband Hoot desperately wants her back - steadfastly refusing to accept his wife as a muscular, teenaged boy. And her disapproving mother is especially dangerous - since she has the power to ""blink"" her errant daughter into some maternally approved, no-warts ideal. But the most fearsome adversary of all lurks deep within an already splintered Larque/Lark - a doppelganger in sensible shoes who, if released, could swallow up the Harootunian family whole and leave Popular Street in ruins: the dreaded Virtuous Woman. A moving, outrageously funny, thought-provoking, truly unique and more-than-just-average-w

                        <p>Larque Harootunian, 40-year-old mother and crafter of home decoration products, is going through a messy mid-life crisis. Her loved ones casually accept her unconscious habit of creating temporary doppelgangers of people out of thin air, but when she achieves a complete makeover which transforms her into a strong, courageous gay man, things may have gone too far.
</p>",en,Reprint,"Height: 7 Inches, Length: 4.25 Inches, Weight: 0.3 Pounds, Width: 1 Inches",4.99,https://images.isbndb.com/covers/74/27/9780380767427.jpg,Success,78,17.5
0-06-017175-8,Mysterious Skin: A Novel,"Heim, Scott",HarperCollins,292.0,1995,,Hardcover,,en,First Edition,"Height: 8.25 Inches, Length: 5.5 Inches, Weight: 1 Pounds, Width: 1.25 Inches",20.0,https://images.isbndb.com/covers/17/59/9780060171759.jpg,Success,86,17.5
0-312-11831-7,Immune Power: The Comprehensive Healing Program for HIV,"Kaiser, Jon D., M.D.",St Martins Pr,,1995,,Paperback,,en,Reprint,"Height: 8.25 Inches, Length: 5.5 Inches, Weight: 0.6503636729 Pounds, Width: 0.75 Inches",10.95,https://images.isbndb.com/covers/83/10/9780312118310.jpg,Success,86,17.5
1-55583-263-6,One Teacher in Ten: Gay and Lesbian Educators Tell Their Stories,,Alyson Books,288.0,1994-09-01,"Gay teachers, Gay teachers--United States--Biography, Lesbian teachers, Lesbian teachers--United States--Biography, LB2844.1.G39 O64 1994, 371./008/664",Paperback,"Gay And Lesbian Teachers Have Traditionally Dwelt In The Deepest Of Closets. But Increasing Numbers Of Young People Are Now Served By Teachers Who Are Out And Proud. Here, For The First Time, Educators From All Regions Of The Country Tell About Their Struggles And Victories, As They Have Put Their Own Careers At Risk In Their Fight For Justice. Letter To Jerry / David Ellison -- Memories: I Remember / Kevin Jennings -- Skeleton Key / Hope E. Burwell -- Wanda And The Wastebasket / Arthur Lipkin -- Teaching With The Heart / Ron Ritchart -- It's The Teachers! The Teachers Are Coming Out! / Pat Mccart -- Riding The Horse / Warren J. Blumenfeld -- No Regrets / Gary Dowd -- Journeys: I Have Come Here To Die / B. Michael Hunter -- You Can't Tell By Looking At Me / Christine Robinson -- Life Beyond The Vita / John P. Pikala -- Shelly, Hallie, Jack, And Me / Blake Respini -- You Can't Tell Him I'm Not / Ruth Irwin -- Straightforward, But Not Straight / Steve Warren -- Out In The Country / Kirk Bell -- I'd Rather The Honesty / Sara Ford -- Yes, I Am / Jim Bridgman -- Coming Out Of The Cloakroom / Gary Campbell -- Struggles: One Teacher In Ten Thousand Out In Kentucky / Tony Prince -- Ms. G. Is A Lesbian / Teri Gruenwald -- So What Does Happen When You Answer Yes To The L Question? / Jacqui Griffin -- On Being Out In The Classroom; Dilemma Or Duty? / Raymond Saint Pierre -- Say It To My Face / Leslie Brtek -- Get Over It / Karen Keough -- Insisting On Ignorance; The Paradox Of Withholding Knowledge In Our Schools / David Bruton -- Victories: Private Conversations / Patty Smith -- Telling Out Stories, Winning Our Freedom / Rodney Wilson -- Building A Globe In Nebraska / John Heineman -- Out And Outcome / Jan Smith -- We Don't Have A Problem Here / Robert Parlin -- What's A Girl To Do? / Gretchen Hildebrand Coburn -- It's Who You Are That Counts / Bob Zimmerman -- Teaching And Learning / Eric Temple -- Among Friends / Todd Morman -- Working My Way Back Home / Reggie Sellars -- Epilogue; The Question / Anne Osbaldeston. Kevin Jennings, Editor. Includes Bibliographical References (p. 276).",en,First Edition,"Height: 8.75 Inches, Length: 1 Inches, Weight: 0.881849048 Pounds, Width: 5.5 Inches",11.95,https://images.isbndb.com/covers/26/36/9781555832636.jpg,Success,96,17.5
0-67974-010-4,Shooting the Boh: A Woman's Voyage Down the Wildest River in Borneo,"Johnston, Tracy",Vintage,272.0,1992-09-01,,Paperback,"<p><P>A thrilling, touching, and densely instructive book, Shooting the Boh is also a frank self-portrait of a woman facing her most corrosive fears&#151;and triumphing over them&#151;with fortitude and unflagging wit. &quot;A captivating and truly offbeat rite of passage.&quot;&#151;Eric Hansen.</p> <h3>Publishers Weekly</h3> <p>This story of a journalist joining an expedition down the Boh River starts out as standard adventure travel fare, but the difference rapidly becomes apparent: this journalist is over 40, her luggage is lost on the flight over and cannot be recovered in time, and the expedition has been planned by a company that takes irresponsibility to a new level. Only when they are already on the river do the participants realize how difficult and dangerous their time together will be. All of them must deal with ``insect stress'' caused by bees that feast on human sweat, foot fungus, raging rapids, and perhaps an evil river spirit. On top of that, Johnston begins to have menopausal hot flashes and questions whether it is time to give up the thrill of risky journeys. Her descriptions of both natural phenomena and local customs are lyrical: she compares salespeople in an outdoor market to ``baby birds, mouths open, arms aflutter.'' In writing about the seemingly cursed journey, Johnston keeps her chin up and sticks to what she calls ``the adventure code of travel: go with the unexpected and make do with what you get.'' This engrossing and surprisingly upbeat tale accomplishes much more than that. First serial to Cosmopolitan; QPB selection. (Sept.)</p>",en,First Edition,"Height: 8 Inches, Length: 5.2 Inches, Weight: 0.52 Pounds, Width: 0.61 Inches",15.0,https://images.isbndb.com/covers/01/00/9780679740100.jpg,Success,36,17.5
0-87951-262-8,Eight Feet in the Andes,"Murphy, Dervla",Overlook Books,288.0,1989-11-20,,Paperback,,en,,"Height: 8 Inches, Length: 5.5 Inches, Weight: 0.84 Pounds, Width: 0.75 Inches",1.99,https://images.isbndb.com/covers/26/20/9780879512620.jpg,Success,39,17.5
0-88922-336-X,All Fall Down,"Lill, Wendy",Talonbooks,128.0,1994-01-01,Canadian Drama,Paperback,"<p>A 'crucible-inspired' drama surrounding an inquiry into a doubtful molestation incident in a small-town daycare, <i>All Fall Down</i> is a play about witch-hunting in the late 20th century. The rumours and whispers in the community-every suspicion of the unusual, the eccentric, the unexplained-are added to the growing body of evidence that a heinous evil is afoot in the quiet innocence of the daycare centre. No distinction between circumstantial and substantive evidence is made: the evil is too profound, the threat too great. How, in such a poisoned atmosphere, does one maintain oneâs sanity and reason, oneâs imagination, compassion and sense of fairness? How does one determine what actually took place? What does one do in the absence of proof?</p><p>Cast of 2 women and 2 men.</p>",en,0,"Height: 9 Inches, Length: 5.9842519624 Inches, Weight: 0.3747858454 Pounds, Width: 0.51181 Inches",12.08,https://images.isbndb.com/covers/33/63/9780889223363.jpg,Success,100,17.5
0-553-09527-7,Banana Rose,"Goldberg, Natalie",Bantam,373.0,1995-02-01,"Jewish women--Psychology, Jewish women--New Mexico--Taos--Psychology--Fiction, Jews--Fiction, Jews--New Mexico--Fiction, Jewish women--Fiction, PS3557.O3583 B36 1995, 813/.54",Hardcover,"The bestselling novel from the beloved author of <i>Writing Down the Bones, Wild Mind,</i> and <i>Long Quiet Highway</i> is now available in paperback for the first time.&nbsp;&nbsp;With a half-million copies in print of her three remarkable books of nonfiction, Natalie Goldberg has inspired a generation of writers with her insight, humor, and empathy.&nbsp;&nbsp;Subtly hilarious and achingly raw, her first novel <i>Banana Rose</i> has rewarded her devoted fans while attracting a whole new readership to her work.
<p><i>Banana Rose</i> is the story of Nell Schwartz, a Brooklyn-born Jewish girl who moves to the Taos of communes and sweet cedar smoke, transforms herself into Banana Rose (because she's ""bananas""), falls in love with a horn player named Gauguin, and believes they can stop time if they just love hard enough.&nbsp;&nbsp;It's also about Nell and Anna, a strange-eyed writer as lonely as the Nebraska farm where she grew up, whose kisses taste like raspberries and who teaches Nell what it means to be an artist.&nbsp;&nbsp;But most of all, <i>Banana Rose</i> is about Nell's struggle with her own wild heart, with the demands of canvas and paint, with her family and faith, and with her irrepressible longing for home.</p>",en,First Edition,"Height: 8.5 Inches, Length: 6 Inches, Weight: 1.2 Pounds, Width: 1.5 Inches",21.95,https://images.isbndb.com/covers/52/72/9780553095272.jpg,Success,111,17.5
0-06-251055-X,Sister & Brother: Lesbians & Gay Men Write About Their Lives Together,,Harpercollins,341.0,1994,"Fiction, Gay & Lesbian Studies, Fiction Subjects",Hardcover,"A wonderfully moving and powerful tome....<i>Sister and Brother</i> is an outstanding tribute to [Preston] the Lambda Literary Award winner and to the mentor of so many gay and lesbian writers, many of whom appear in this must-have anthology.--<i>The Advocate</i>",en,First Edition,"Height: 9.5 Inches, Length: 6.25 Inches, Weight: 1.45 Pounds, Width: 1.25 Inches",1.99,https://images.isbndb.com/covers/05/56/9780062510556.jpg,Success,113,17.5
1-879323-15-X,On Self Esteem,"Steinem, Gloria",Sound Horizons Audio-video,,1993,"Psychology &amp; Psychiatry, General",,,en,,,0.0,https://images.isbndb.com/covers/31/55/9781879323155.jpg,Success,75,17.5
1-56279-066-8,In the Mountains of America,"Willis, Meredith Sue",Mercury House,192.0,1994-09-01,,Paperback,,en,First Edition,"Height: 8.5 Inches, Length: 5.75 Inches, Weight: 0.5952481074 Pounds, Width: 0.75 Inches",10.95,https://images.isbndb.com/covers/06/60/9781562790660.jpg,Success,97,17.5
0-812-52370-9,Tamar,"Chamberlin, Ann",Tor Books,448.0,1994-12-15,,Mass Market Paperback,,en,First Edition,"Height: 7 Inches, Length: 4.5 Inches, Width: 1.25 Inches",5.99,https://images.isbndb.com/covers/37/06/9780812523706.jpg,Success,80,17.5
0-9632698-0-1,Full Circle: The Phase II Manual : A Support Group Guidebook for Battered Women,"Maxwell, Jusith",Veda Vangarde Foundation,226.0,1992,,Paperback,,en,,"Height: 9.25 Inches, Length: 7.25 Inches, Width: 0.75 Inches",12.95,https://images.isbndb.com/covers/98/05/9780963269805.jpg,Success,103,17.5
0-415-90714-4,Feminists Read Habermas: Gendering the Subject of Discourse (Thinking Gender),,Routledge,256.0,1995-07-08,,Paperback,,en,,"Height: 9 Inches, Length: 6 Inches, Weight: 0.95019234922 Pounds, Width: 0.75 Inches",0.0,https://images.isbndb.com/covers/71/49/9780415907149.jpg,Success,116,17.5
0-688-12296-5,Forever Barbie: The Unauthorized Biography of a Real Doll,"Lord, M. G.",William Morrow & Co,326.0,1994,"Antiques &amp; Collectibles, Dolls",Hardcover,,en,First Edition,"Height: 9.5 Inches, Length: 7.75 Inches, Weight: 1 Pounds, Width: 1.25 Inches",0.0,https://images.isbndb.com/covers/29/66/9780688122966.jpg,Success,114,17.5
1-880707-01-2,Images in the Dark: An Encyclopedia of Gay and Lesbian Film and Video,"Murray, Raymond",Tl Video Managment Inc,573.0,1994,"Homosexuality in motion pictures, Motion pictures, Motion pictures--Catalogs, Video recordings, Video recordings--Catalogs, PN1995.9.H55 M87 1994, 791.43/653",Paperback,Favorite Directors ; Independent Filmmakers -- Favorite Stars ; Gay Icons -- The Arts. Writers ; Artists ; Dancers ; Composers -- Of Queer Interest -- Of Lesbian Interest -- Of Gay Male Interest -- Of Transgender Interest -- Camp -- Honorable And Dishonorable Mentions. Raymond Murray. Includes List Of Videos For Sale In The United States And Great Britain. Includes Bibliographical References (p. 561) And Indexes.,en,First Edition,"Height: 9.25 Inches, Length: 7 Inches, Weight: 0.95 Pounds, Width: 1.25 Inches",19.95,https://images.isbndb.com/covers/70/12/9781880707012.jpg,Success,96,17.5
1-56703-038-6,,,,,,,,,,,,,,Error,74,17.5
