ISBN,Title,Author,Publisher,Pages,Date Published,Subjects,Binding,Synopsis,Language,Edition,Dimensions,MSRP,Image,Status,PageNumber,Volume & Issue
0-8078-4745-3,"Strangers and Pilgrims: Female Preaching in America, 1740-1845 (Gender and American Culture)","Brekus, Catherine A.",The University of North Carolina Press,480,12/7/1998,,Paperback,"Catherine Brekus Tells The Story Of Several Generations Of Women - Both White And African American - Who Struggled To Forge An Enduring Tradition Of Female Religious Leadership In Colonial And Antebellum America. Piecing Together Evidence From A Wide Range Of Sources, Including Religious Magazines And Newspapers, Clergymen's Autobiographies, Church Records, And Female Preachers' Own Memoirs And Letters, She Examines The Lives Of More Than A Hundred Female Preachers Who Crisscrossed The Country Between 1740 And 1845. Focusing On The Lives Of These Forgotten Women, Brekus Explores The Changing Meaning Of Femininity After The American Revolution, The Growth Of Religious Freedom, The Conservatism Of Evangelical Revivals, The Upheaval Wrought By The Market Revolution, The Popularity Of Apocalyptic Beliefs, And The Fragility Of Historical Memory.--book Jacket. Recovering The History Of Female Preaching In America -- There Is Neither Male Nor Female -- Caught Up In God: Female Evangelism In The Eighteenth-century Revivals -- Women In The Wilderness: Female Religious Leadership In The Age Of Revolution -- Sisters In Christ, Mothers In Israel -- Female Laborers In The Harvest: Female Preaching In The Early Nineteenth Century -- The Last Shall Be First: Conversion And The Call To Preach -- Lift Up Thy Voice Like A Trumpet: Evangelical Women In The Pulpit -- God And Mammon: Female Peddlers Of The Word -- Let Your Women Keep Silence -- Suffer Not A Woman To Teach: The Battle Over Female Preaching -- Your Sons And Daughters Shall Prohesy: Female Preaching In The Millerite Movement -- Write The Vision -- Female Preachers And Exhorters In America, 1740-1845. Catherine A. Brekus. Papers Presented At Several Seminars And Conferences. Includes Bibliographical References (p. [425]-452) And Index.",en,First Edition,"Height: 9.25 Inches, Length: 6.13 Inches, Weight: 1.58071441854 Pounds, Width: 1.2 Inches",37.5,https://images.isbndb.com/covers/74/59/9780807847459.jpg,Success,15,21.3
0-375-70052-8,The Lover,"Duras, Marguerite",Pantheon,128,1998,,Paperback,"<p><P>An international best-seller with more than one million copies in print and a winner of France's Prix Goncourt, <b>The Lover</b> has been acclaimed by critics all over the world since its first publication in 1984.<P>Set in the prewar Indochina of Marguerite Duras's childhood, this is the haunting tale of a tumultuous affair between an adolescent French girl and her Chinese lover. In spare yet luminous prose, Duras evokes life on the margins of Saigon in the waning days of France's colonial empire, and its representation in the passionate relationship between two unforgettable outcasts.<P>Long unavailable in hardcover, this edition of <b>The Lover</b> includes a new introduction by Maxine Hong Kingston that looks back at Duras's world from an intriguing new perspective&#151;that of a visitor to Vietnam today.</p><h3>Boston Herald</h3><p>As seamless and polished as a pearl.</p>",en,1st Pantheon paperback ed,"Height: 8 Inches, Length: 5.2 Inches, Weight: 0.32 Pounds, Width: 0.3 Inches",12.95,https://images.isbndb.com/covers/05/21/9780375700521.jpg,Success,133,21.3
0-89823-182-5,"The House on Via Gombito, Second Edition: Writing by American Women Abroad (A New Rivers Abroad Book)",,New Rivers Press,506,10/1/1997,"Travelers' writings, American--Women authors, Women travelers, Travel in literature, Voyages and travels, American fiction--Women authors, G465 .H68 1997",Paperback,"The third printing of the most highly regarded anthology published by New Rivers Press is the occasion for a new edition. The House on Via Gombito, published in 1991, is a collection of forty-six travel memoirs by women living or traveling outside of the United States. The writers include Diane Glancy, Patricia Hampl, and Nancy Raeburn. Whether the writing is of ""A Walk on Hadrian's Wall"", or a ""Return to Warsaw"", the portraits drawn are engaging, refreshing and unique. Publishers Weekly has said: ""The nearly 50 short pieces of travel writing that comprise this volume display such a wealth of perspectives and explore such a variety of locales that the book is a splendid adventure in itself"".",en,2,"Height: 9 Inches, Length: 6 Inches, Width: 1.2 Inches",1.99,https://images.isbndb.com/covers/18/23/9780898231823.jpg,Success,7,21.3
0-8078-2366-X,"Women Against the Good War: Conscientious Objection and Gender on the American Home Front, 1941-1947 (Gender and American Culture)","Goossen, Rachel Waltner",The University of North Carolina Press,200,11/17/1997,"United States History - 20th Century - General & Miscellaneous, United States History - 20th Century - Wars & Conflict, United States History - General & Miscellaneous, World War II, Women's History",Paperback,"During World War II, more than 12,000 male conscientious objectors seeking alternatives to military service entered Civilian Public Service to do forestry, soil conservation, or other work of national importance. But this government-sponsored, church-supported program also attracted some 2,000 women - most of whom were part of Mennonite, Amish, Brethren, or Quaker families with deeply held antiwar beliefsto 151 alternative service locations across the country. Rachel Waltner Goossen tells the story of these women against the good war, women who identified themselves as conscientious objectors. Despite cultural hostility and discriminatory federal policies, they sought to demonstrate their humanitarian convictions by taking part in Civilian Public Service work. Based on little-known archival sources as well as oral history interviews and questionnaire responses, Goossen's study reveals the extent to which these women's religious and philosophical beliefs placed them on the margins of American society. Encouraged by religious traditions that prized nonconformity, these women made unusual choices, questioned government dictums, and defied societal expectations; all of which set them apart from the millions of Americans who supported the war effort.",en,,"Height: 9.25 Inches, Length: 6.12 Inches, Weight: 1.15 Pounds, Width: 0.45 Inches",8.49,https://images.isbndb.com/covers/36/68/9780807823668.jpg,Success,15,21.3
1-86204-376-0,Intuitive Healing: A Woman's Guide to Finding the Healer Within,"Moran, Beth, Schultz, Kathy",Houghton Mifflin,224,9/1/1998,,Hardcover,,en,First American Edition,"Height: 9.5 Inches, Length: 6.5 Inches, Weight: 1.2 Pounds, Width: 1 Inches",19.95,https://images.isbndb.com/covers/37/63/9781862043763.jpg,Success,130,21.3
0-385-48858-0,In Search of Islamic Feminism: One Woman's Global Journey,"Fernea, Elizabeth Warnock",Anchor,464,11/10/1998,,Paperback,"""Islamic feminism"" would seem a contradiction in terms to most Westerners. We are taught to think of Islam as a culture wherein social code and religious law alike force women to accept male authority and surrender to the veil. How could feminism emerge under such a code, let alone flourish? Now, traveling throughout Central Asia, Africa, and the Middle East, as well as Islamic communities in the United States, acclaimed Arab Studies scholar and bestselling author Elizabeth Fernea sets out to answer that question.
<p>Fernea's dialogue with friends, colleagues, and acquaintances prompts a range of diverse and unpredictable responses, but in every country she visits, women demonstrate they are anything but passive. In Iraq, we see an 85 percent literacy rate among women; in Egypt, we see women owning their own farms; and in Israel, we see women at the very forefront of peacemaking efforts. Poor or rich, educated or illiterate, these women define their own needs, solve their own problems, and determine the boundaries of their own very real, very viable feminism. <i>In Search of Islamic Feminism</i> offers a groundbreaking new interpretation of the status and vision of Muslim women that will open up a new world to its readers, even as it challenges our own sense of what feminism means.</p>",en,Illustrated,"Height: 7.93 Inches, Length: 5.2 Inches, Weight: 0.8377565956 Pounds, Width: 1 Inches",17,https://images.isbndb.com/covers/85/87/9780385488587.jpg,Success,122,21.3
1-58005-011-5,"Alma Rose: A Novel (Forbes, Edith)","Forbes, Edith",Seal Press,352,9/8/1998,,Paperback,Edith Forbes.,en,F First Paperback Edition Used,"Height: 7.75 Inches, Length: 5.25 Inches, Weight: 0.7495716908 Pounds, Width: 1 Inches",12.95,https://images.isbndb.com/covers/01/11/9781580050111.jpg,Success,91,21.3
1-55143-107-6,Dreams Are More Real Than Bathtubs,"Musgrave, Susan",Orca Book Publishers,32,1/1/1999,,Hardcover,,en,,"Height: 8 Inches, Length: 10 Inches, Weight: 0.75 Pounds, Width: 0.3 Inches",14.95,https://images.isbndb.com/covers/10/79/9781551431079.jpg,Success,76,21.3
1-57062-424-0,Writing Down the Bones: Freeing the Writer Within (Pocket Classics),"Goldberg, Natalie",Shambhala,368,10/13/1998,,Paperback,,en,New Ed,"Height: 4.25 Inches, Length: 2.5 Inches, Weight: 0.24912235606 Pounds, Width: 0.75 Inches",0,https://images.isbndb.com/covers/42/47/9781570624247.jpg,Success,134,21.3
1-56512-214-3,Truth: Four Stories I Am Finally Old Enough to Tell,"Douglas, Ellen",Algonquin Books,221,1/9/1998,"Authors, American",Hardcover,"<p><br>Proust wrote in one of his last letters, 'one must never be afraid of going too far, for the truth is beyond.' Ellen Douglas has taken this very much to heart and has sought the truth in a region beyond falsehood; through falsehood, in effect. It's a fascinating performance. -- Shelby Foote<P> Now that she has outlived those who might have objected to her telling four family secrets, Ellen Douglas does just that.<P> A novelist revered for her storytelling, here she crosses over into the mirror world of historical fact to tell four stories in which she seeks the truth--about herself, about her white Mississippi forebears, about their relationships to black Mississippians, and ultimately, about their guilt as murderers of helpless slaves. In collection, they make a book its author describes as ""about remembering and forgetting, seeing and ignoring, lying and truth-telling. It's about secrets, judgements, threats, danger, and willful amnesia. It's about the truth in fiction and the fiction in 'truth.'""<P> Josephine Haxton, who took the pseudonym Ellen Douglas in 1962 to protect her family's privacy upon publication of her first novel, is the author of seven previous books, all fiction. Two of them, A Family's Affair and Black Cloud, White Cloud were both included in the New York Times Book Review's Year's Ten Best listings. Her fourth novel, Apostles of Light, was a finalist for the National Book Award. At seventy-seven, Douglas has won respect as a novelist who dared to chip away at the wall blocking communication between Southern Whites and blacks.<P> Now she turns her extraordinary powers of observation directly onto events that involve her own blocked communications and thestruggle to make sense of them. The result is perhaps this complex and important writer's most complex and important work. As USA Today has said of her work, ""Racism is not simply a failure to understand others, Douglas suggests, but most profoundly a failure to understand one's own condition. To find a so subtle and important an idea...<I>is</I> as rare and welcome a thing as wisdom.""</p> <h3>Laura Jamison</h3> <p>...[N]ot so much dishy revelations as...intrepid inquiries as to how one approximates the truth....Douglas marches fearlessly through [the stories], surely getting closer to truth than most because she so boldly acknowledges its elusiveness. &#151;<I>The New York Times Book Review</i></p>",en,First Edition,"Height: 7.24 Inches, Length: 5.36 Inches, Weight: 0.8 Pounds, Width: 0.86 Inches",18.95,https://images.isbndb.com/covers/21/47/9781565122147.jpg,Success,118,21.3
0-7679-0054-5,Book of Shadows,"Curott, Phyllis",Harmony,320,10/6/1998,,Hardcover,,en,First Edition,"Height: 9.75 Inches, Length: 6.25 Inches, Weight: 1.3 Pounds, Width: 1 Inches",25,https://images.isbndb.com/covers/05/46/9780767900546.jpg,Success,120,21.3
1-85984-148-1,Viramma: Life of an Untouchable,"Racine, Jean-Luc, Racine, Josiane, Varriano, John L.",Verso,320,2/17/1998,,Paperback,"<p>Viramma, an untouchable from a village in southern India, tells her life story (in Tamil) to Josiane Racine&#58; her carefree childhood, her marriage before puberty, giving birth to twelve children, adult life as an agricultural worker, etc. A moving story, informed by a sense of profound social change in contemporary India.<P></p> <h3>Library Journal</h3> <p>In this autobiography of an Untouchable, as told to two French researchers, Viramma discusses age-old traditions and encroaching modernism, life as an indentured agricultural worker and midwife, and a happy marriage that led to 12 children, only three of whom survive.</p>",en,Illustrated,"Height: 8.98 inches, Length: 5.98 inches, Weight: 1.27427187436 Pounds, Width: 0.7 inches",28.75,https://images.isbndb.com/covers/14/88/9781859841488.jpg,Success,99,21.3
0-8028-4282-8,Heart of Flesh: Feminist Spirituality for Women and Men,"Chittister, Joan",Wm. B. Eerdmans Publishing Co.,200,4/28/1998,,Paperback,"<p>What does it mean to live out a feminist spirituality in a world that glamorizes violence and legitimizes domination?</p><p>Best-selling author Joan Chittister takes a very real look at what it means to have a feminist spirituality&#8212;a ""heart of flesh""&#8212;in today s culture. She unmasks the effects of sexism on both men and women and describes a spirituality that makes healthier, happier human beings of us all.</p> <p>According to Chittister, the patriarchal culture that has shaped our world has also brought us to the edge of destruction with its dualisms, hierarchies, and inequality. She outlines the historical realities that produced this situation and describes how patriarchal culture and spirituality maintain their hold on us. She then argues that there is another way which is better and introduces us to a feminist worldview that, in recognizing the full humanity of women, leads all of us to new, better ways of being and relating.</p> <p><I>Heart of Flesh&#58; A Feminist Spirituality for Women and Men</I> offers a dynamic vision of spirituality from one of our finest writers of spiritual literature.</p></p> <h3>Library Journal</h3> <p>A noted author, lecturer, and Benedictine nun, Chittister considers feminist spirituality to be the true essence and full potential of Christianity. Analyzing the history of patriarchal thinking, she shows how its tendency toward violence, authoritarian domination, and dualistic theology diminishes both women and men. The feminist spirituality she envisions is modeled after the radical example of Jesus, whose human vulnerability and compassion gave him strength to love the sick, the poor, and society's outcasts equally and to resist evil and injustice without violence. Chittister writes with a rare blend of accessible scholarship and impassioned eloquence. Highly recommended for women's studies and general collections.</p>",en,,"Height: 9 Inches, Length: 6.25 Inches, Weight: 1.04940036712 Pounds, Width: 0.5 Inches",22,https://images.isbndb.com/covers/28/24/9780802842824.jpg,Success,108,21.3
0-375-40463-5,The Bell Jar,"Plath, Sylvia",Everyman's Library,256,8/25/1998,"Women college students--Suicidal behavior, Women college students--Suicidal behavior--Fiction, Depression, Mental, Depression, Mental--Fiction, PS3566.L27 B4 1998, 813/.54",Hardcover,"Chronicles The Crackup Of Esther Greenwood: Brilliant, Beautiful, Enormously Talented, Successful -- But Slowly Going Under, And Maybe For The Last Time. Step By Careful Step, Sylvia Plath Takes Us With Esther Through A Painful Month In New York As A Contest-winning Junior Editor On A Magazine, Her Increasingly Strained Relationships With Her Mother, And With The Boy She Dated In College, And Eventually, Devastatingly, Into The Madness Itself. Sylvia Plath ; With An Introduction By Diane Wood Middlebrook. This Is A Borzoi Book. T.p. Verso. Includes Bibliographical References (p. Xix).",en,,"Height: 8.25 Inches, Length: 5.25 Inches, Weight: 0.85 Pounds, Width: 1 Inches",0,https://images.isbndb.com/covers/46/34/9780375404634.jpg,Success,135,21.3
0-316-10236-9,Best American Gay Fiction #3,,Back Bay Books,304,10/15/1998,,Paperback,,en,,"Height: 8.5 Inches, Length: 5.5 Inches, Weight: 0.8 Pounds, Width: 0.75 Inches",15,https://images.isbndb.com/covers/23/60/9780316102360.jpg,Success,66,21.3
0-88974-086-0,Boys Like Her: Transfictions,"This, Taste","Raincoast Books, Press Gang Publishers",224,5/6/2002,"Lesbians, Lesbians--Literary collections, Lesbians' writings, Canadian, Short stories, Canadian (English), Canadian fiction (English), Canadian fiction (English)--20th century, Homosexuels--Romans, Nouvelles canadiennes-anglaises, Roman canadien-anglais, Roman canadien-anglais--20e siècle, PR9194.5.L47 T37 1998, 810.8/09206643",Paperback,"Boys Like Her Us An Adrenaline-rush Road Movie Of Young Queer Life And Gender Transformation. First Stop, The Canada-u.s. Border, Four Young Queers In A Borrowed Car Pulled Over, Notebooks, Make-up, Clothes And Violin Flung Out On The Concrete. The Car Is Checked For Drugs, Contraband, Fruit - And Declared Clean. The Four In A Borrowed Car Are Smuggling Dangerous Goods. But What They're Smuggling Can't Be Sniffed Out, Pawed Through, Or Seized. They're Smuggling Stories, Poetry, Scripts; Words They've Sold In Performance On-stage. Felons, All Of Them, They've Memorized Their Act And Now Are Speeding Away From The Border, Smiling, Self-satisfied And Definitely Up To No Good. Join Anna, Ivan, Zoe And Lyndell As They Evade Customs, Tell Their Stories, Forget Underwear, Break Hearts And Come Clean. Surrender Yourself To The Brash Fun Of Zoe's Amsterdam Sideshow, To The Darling Day When Ivan First Sheds Her Bikini Top, To The Fearless Audacity Of Anna's Superhero Adventure, And The Soulfol Guiding Spirit Of Lyndell's Violin, Experience The World And Truth Of Taste This, Where Stories Have No Hard And Fast Boundaries, Where Gender And Genre Are Malleable And Where Transgression Is Often The Way To The Most Delightful Transformations. Foreword / Kate Bornstein -- Introduction / Taste This -- [pt. 1]. Bound -- Border Crossing : No Proof / Ivan E. Coyote -- No Bikini / Ivan E. Coyote -- Pigs & Twats / Zoë Eakle -- Sparrow / Anna Camilleri -- Three Left Turns / Ivan E. Coyote -- Blood & Salt Water / Zoë Eakle -- Mother Irish / Lyndell Montgomery -- Incarnadine / Anna Camilleri -- [pt. 2]. Sick -- Border Crossing : On The Edge / Lyndell Montgomery -- Piano Keys / Lyndell Montgomery -- Skin To Scar / Anna Camilleri -- Silent / Lyndell Montgomery -- Broken Bread / Zoë Eakle -- Quick Fix / Ivan E. Coyote -- [pt. 3]. Bent -- Border Crossing : Cop A Feel / Zoë Eakle -- Stretched / Lyndell Montgomery -- Just Like My Dad / Ivan E. Coyote -- Drag Race / Zoë Eakle -- Super Hero / Anna Camilleri -- Plastic Pearls / Lyndell Montgomery -- Sly Boots / Anna Camilleri -- Silver Silicone Sideshow / Zoë Eakle -- Sweet Boy / Anna Camilleri, Ivan E. Coyote, & Lyndell Montgomery -- [pt. 4]. Wet -- Border Crossing : No Underwear / Anna Camilleri -- She Told Me / Ivan E. Coyote -- Mermaid / Lyndell Montgomery -- The Apple / Ivan E. Coyote -- Scream / Zoë Eakle -- Noise / Noise / Lyndell Montgomery -- Things Happen In Threes / Anna Camilleri -- The Lonely Corduroy Boy / Ivan E. Coyote -- Rush / Anna Camilleri -- Photography Credits -- Acknowledgments -- Author Biographies. By Taste This, Anna Camilleri ... [et Al.].",en,,"Height: 8.5 Inches, Length: 5.75 Inches, Weight: 1 Pounds, Width: 0.5 Inches",18.95,https://images.isbndb.com/covers/08/60/9780889740860.jpg,Success,68,21.3
