ISBN,Title,Author,Publisher,Pages,Date Published,Subjects,Binding,Synopsis,Language,Edition,Dimensions,MSRP,Image,Status,PageNumber,Volume & Issue
0-920897-20-7,The Woman Upstairs,Mary Walters Riskin,Newest Pr,,1987,,Hardcover,,en,,,18.95,https://images.isbndb.com/covers/72/01/9780920897201.jpg,Success,54,10.6
0-7043-4075-5,"Writing for Their Lives: The Modernist Women, 1900-1940","Hanscombe, Gillian",Womens Pr Ltd,294.0,1987,"English literature--Women authors--History and criticism, English literature--History and criticism, English literature--20th century--History and criticism, PR116 .H36x 1987",Hardcover,Gillian Hanscombe And Virginia L. Smyers. Includes Index. Bibliography: P. [269]-282.,en,,Weight: 0.74075320032 Pounds,0.0,https://images.isbndb.com/covers/07/56/9780704340756.jpg,Success,48,10.6
0-300-03423-7,Ganymede in the Renaissance: Homosexuality in Art and Society,"Saslow, Asst. Prof. James M.",Yale University Press,320.0,1986-09-10,,Hardcover,,en,F First Edition,"Height: 10.5 Inches, Length: 7.5 Inches, Weight: 1.984160358 Pounds, Width: 0.75 Inches",40.0,https://images.isbndb.com/covers/42/33/9780300034233.jpg,Success,36,10.6
0-86356-184-5,Memoirs of a Woman Dr,"el-Saadawi, Nawal",Drake International Services,260.0,2005-12-25,,Paperback,"Rebelling against the constraints of family and society, a young Egyptian woman decides to study medicine. Her encounters with the other students intensify her search for identity. She comes to find fulfilment not in isolation, but through her relationships with others.",en,,"Height: 8.96 Inches, Length: 5.96 Inches, Weight: 0.4960400895 Pounds, Width: 1.11 Inches",18.95,https://images.isbndb.com/covers/18/49/9780863561849.jpg,Success,53,10.6
0-932194-42-7,Whiskey's Song: An Explicit Story of Surviving in an Alcoholic Home,"Chandler, Mitzi","Health Communication, Inc",85.0,1987,,Paperback,,en,,"Height: 8.4 Inches, Length: 0.2 Inches, Weight: 0.2 Pounds, Width: 5.4 Inches",6.95,https://images.isbndb.com/covers/44/28/9780932194428.jpg,Success,55,10.6
0-932379-46-X,More Dykes to Watch Out for,"Bechdel, Alison",Firebrand Books,108.0,1988,"Social Sciences, General",Hardcover,,en,,"Height: 5.75 Inches, Length: 9 Inches, Weight: 0.65 Pounds, Width: 0.75 Inches",0.0,https://images.isbndb.com/covers/94/67/9780932379467.jpg,Success,45,10.6
0-918393-57-4,Homosexuality and the Family,,Routledge,204.0,1989-09-19,,Paperback,"See: Coming Out To Parents And Self-esteem Among Gay And Lesbian Youths / Ritch C. Savin-williams -- You're A What? : Family Member Reactions To The Disclosure Of Homosexuality / Erik F. Strommen -- Response Of Parents To Learning That Their Child Is Homosexual And Concern Over Aids : A National Study / Bryan E. Robinson, Lynda Henley Walters, Patsy Skeen -- Heterosexual Women's Perceptions Of Their Marriages To Bisexual Or Homosexual Men / Dorothea Hays, Aurele Samuels -- Lesbian Mothers And The Motherhood Hierarchy / Elena Marie Dilapi -- Comparative Study Of Self-esteem Of Adolescent Children Of Divorced Lesbian Mothers And Divorced Heterosexual Mothers / Sharon L. Huggins -- Gay Fathers : A Review Of The Literature / Frederick W. Bozett -- Value Of Children To Gay And Heterosexual Fathers ; Parenting Behaviors Of Homosexual And Heterosexual Fathers / Jerry J. Bigner, R. Brooke Jacobsen. Frederick W. Bozett, Editor. Simultaneously Issued By The Haworth Press, Inc. Under The Same Title, As A Special Issue Of The Journal Of Homosexuality, Volume 18, Numbers 1/2, 1989. Includes Bibliographical References And Index.",en,1,"Height: 8.41 Inches, Length: 6.02 Inches, Weight: 0.7495716908 Pounds, Width: 0.57 Inches",65.95,https://images.isbndb.com/covers/35/79/9780918393579.jpg,Success,58,10.6
0-89096-362-2,Enduring Women,"Gentry, Diane Koos",Texas A & M Univ Pr,244.0,1988,,Hardcover,,en,First Edition,"Height: 7.5 Inches, Length: 10.5 Inches, Weight: 2.15 Pounds, Width: 1 Inches",29.95,https://images.isbndb.com/covers/36/23/9780890963623.jpg,Success,33,10.6
0-87113-215-X,Francoise Gilot: An Artist's Journey / Un Voyage Pictural,"Gilot, Francoise;Haskell, Barbara",Atlantic Monthly Press,160.0,1989,"Travel, Europe",Hardcover,,en,First Edition,Weight: 1.44623243872 Pounds,0.0,https://images.isbndb.com/covers/21/54/9780871132154.jpg,Success,34,10.6
0-939416-13-1,Different Daughters: A Book by Mothers of Lesbians,"Rafkin, Louise",Cleis Pr,150.0,1987,,Paperback,,en,First Edition,"Height: 8.5 Inches, Length: 0.5 Inches, Weight: 0.45 Pounds, Width: 5.75 Inches",9.95,https://images.isbndb.com/covers/61/34/9780939416134.jpg,Success,46,10.6
0-932194-65-6,Healing a Broken Heart: 12 Steps of Recovery for Adult Children of Alcoholics,"W, Kathleen",Hci,95.0,1988,"Codependency, Adult Children Of Alcoholics",Paperback,,en,,"Height: 8.5 Inches, Length: 5.5 Inches, Weight: 0.35 Pounds, Width: 0.25 Inches",7.95,https://images.isbndb.com/covers/46/57/9780932194657.jpg,Success,55,10.6
0-920897-26-6,The measure of Miranda,"Murphy, Sarah",NeWest Press,238.0,1987,,Paperback,,en,First Edition,Weight: 0.7936641432 Pounds,0.0,https://images.isbndb.com/covers/72/63/9780920897263.jpg,Success,54,10.6
0-918393-36-1,"Women, Power, and Therapy","Braude, Marjorie S",Routledge,368.0,1987-03-01,,Paperback,"The woman seriously interested in her personal growth and self-awareness will find this volume indispensable reading! She can learn how to assume power over her relationships, mind, body, and positions in society. Leading feminist therapists provide methods that can help women make their aspirations for power a reality—in the workplace, in social situations, in intimate relationships. Topics include black women and the politics of skin color and hair agoraphobic women and behavior change, unlearning victim behavior, decision-making about contraception, single mothers by choice, female alcoholism and affiliation needs, and much more.
<p>This volume is on the cutting edge of the rapidly expanding body of literature and knowledge in women’s studies, and describes new and frequently controversial ideas and programs. It deals with issues of power over the intimacies of women's bodies and psyches, as well as power in the workplace, professional societies, and the courts. In order to help the reader understand these issues more fully, this fine book also describes some of the historical and social contexts in which women have not had power or have gained power.</p>


                        <p>Presents new and frequently controversial ideas and programs that enable women to change the way in which they assume power in every part of their lives.
</p>",en,1,"Height: 8.5 Inches, Length: 6 Inches, Weight: 1.14860838502 Pounds, Width: 1 Inches",37.12,https://images.isbndb.com/covers/33/64/9780918393364.jpg,Success,58,10.6
0-939416-17-8,,,,,,,,,,,,,,Error,45,10.6
0-915965-03-8,"Wild Babies, a Nature Sketchbook",Irene Brady,Nature Works,53.0,1979-12-01,,Paperback,,en,,Weight: 0.45 Pounds,8.95,https://images.isbndb.com/covers/50/38/9780915965038.jpg,Success,36,10.6
0-961-74060-4,Out Here Flying: Lesbian Poetry,,"Sidewalk Revolution Press: Pittsburgh, PA",31.0,1986,,Paperback,By Jan Hardy.,en,First Edition,,0.0,https://images.isbndb.com/covers/06/03/9780961740603.jpg,Success,48,10.6
0-85667-340-4,Growing Up With the Impressionists: The Diary of Julie Manet,"Debolande Roberts, Rosalind",Sotheby Parke Bernet Pubns,192.0,1987,"DiariesManet, Julie , 1878 or 1879-, Impressionism (Art)--Diaries, Impressionism (Art)--France--Diaries, Painting, French--Diaries, Civilization--Diaries",Hardcover,"Translated Edited, And With An Introduction By Rosalind De Boland Roberts And Jane Roberts.",en,First Edition,Weight: 1 Pounds,144.67,https://images.isbndb.com/covers/34/05/9780856673405.jpg,Success,35,10.6
0-89659-792-X,"Julia Morgan, Architect","Boutelle, Sara Holmes",Abbeville Press,272.0,1988-08-01,"Architecture, General",Hardcover,,en,First Edition,"Height: 11.25 Inches, Length: 10.5 Inches, Weight: 4.1 Pounds, Width: 1.25 Inches",60.0,https://images.isbndb.com/covers/79/21/9780896597921.jpg,Success,36,10.6
0-913327-14-X,Hearts and Hands: The Influence of Women & Quilts on American Society,"Ferrero, Pat, Hedges, Elaine, Silber, Julie",Quilt Digest,107.0,1987,"Crafts &amp; Hobbies, Quilts & Quilting",Paperback,,en,1,Weight: 1.15 Pounds,19.95,https://images.isbndb.com/covers/71/42/9780913327142.jpg,Success,34,10.6
0-86068-677-1,,,,,,,,,,,,,,Error,49,10.6
9 21 -5 0-1 1,,,,,,,,,,,,,,Error,63,10.6
0-86262-753-9,,,,,,,,,,,,,,Error,53,10.6
0-452-26076-0,Mother Love,"Flynt, Candace",Plume,,1988-06-01,,Paperback,,en,1,"Height: 8 Inches, Length: 5.38 Inches, Weight: 0.5 Pounds, Width: 0.97 Inches",0.0,https://images.isbndb.com/covers/07/64/9780452260764.jpg,Success,63,10.6
0-920897-24-X,The Measure of Miranda,Sarah Murphy,Newest Pr,,1987,Literary Collections,Hardcover,,en,,,18.95,https://images.isbndb.com/covers/72/49/9780920897249.jpg,Success,54,10.6
0-07-050413-X,"Among Friends: Who We Like, Why We Like Them, and What We Do with Them","Pogrebin, Letty Cottin",McGraw-Hill Companies,416.0,1988-05,"Family &amp; Relationships, Friendship",Paperback,,en,First Edition,Weight: 0.9 Pounds,0.0,https://images.isbndb.com/covers/41/34/9780070504134.jpg,Success,63,10.6
0-393-30539-2,Beyond Black Bear Lake,Anne LaBastille,W W Norton & Co Inc,252.0,1988-05,,Paperback,,en,First Edition,"Height: 8.5 Inches, Length: 0.75 Inches, Weight: 0.66579603124 Pounds, Width: 5.5 Inches",12.95,https://images.isbndb.com/covers/53/95/9780393305395.jpg,Success,64,10.6
0-525-48272-5,Art & Soul: Notes on Creating,"Flack, Audrey",Plume,142.0,1986-10-01,"Art--Psychology, Visual perception, Art--Miscellanea, N71 .F58 1986",Paperback,Audrey Flack.,en,First Edition,"Height: 5 Inches, Length: 7 Inches, Width: 1 Inches",0.0,https://images.isbndb.com/covers/27/27/9780525482727.jpg,Success,36,10.6
0-86232-752-2,,,,,,,,,,,,,,Error,53,10.6
6-1987 1986 1,,,,,,,,,,,,,,Error,4,10.6
0-89594-272-0,The Womansleuth Anthology: Contemporary Mystery Stories by Women,,Crossing Pr,177.0,1988,"Detective and mystery stories, American--Women authors, Women detectives, Women detectives--Fiction, Detective and mystery stories, American, American fiction--Women authors, PS648.D4 W56 1988, 813/.0872/089287",Hardcover,"Includes Stories By Ellen Dearmore, Gerry Maddren, Elizabeth Burt, Nita Penfold, Deborah Hanson, Anna Ashwood-collins, Judith Post, Helen And Lorri Carpenter, Karen Wilson, Rose Million Healey, Beverly Mcglamry, And Carol Costa. The Adventure Of The Perpetual Husbands / Ellen Dearmore -- Fit For Felony / Gerry Maddren -- No Witnesses / Elizabeth Burt -- Death On Goose Hill / Nita Penfold -- The Whisper Business / Deborah Hanson -- Film At Eleven / Anna Ashwood-collins -- No Handicap / Judith Post -- The Disappearing Diamond / Hellen And Lorri Carpenter -- Hot As A Pistol / Karen Wilson -- A Neat Crime / Rose Million Healey -- Only A Matter Of Time / Beverly Mcglamry -- The Best Bid / Carol Costa. Edited By Irene Zahava.",en,,177 p. ; 18 cm.,20.95,https://images.isbndb.com/covers/27/22/9780895942722.jpg,Success,57,10.6
0-934411-09-3,Skiptrace,"Azolakov, Antoinette",Edward William Pub Co,175.0,1988,"Lesbians, Lesbians--Fiction, Milam, Cass (Fictitious character), PS3551.Z66 S58 1988, 813/.54",Paperback,Antoinette Azolakov.,en,First Edition,"Height: 8.75 Inches, Length: 5.75 Inches, Weight: 0.7 Pounds, Width: 0.5 Inches",8.95,https://images.isbndb.com/covers/10/97/9780934411097.jpg,Success,54,10.6
0-689-11793-0,Can't Quit You Baby,Douglas,Scribner,272.0,1988-07-05,"PS3554.O825 C3 1988, 813/.54",Hardcover,Ellen Douglas.,en,First Edition,Weight: 0.9 Pounds,0.0,https://images.isbndb.com/covers/79/30/9780689117930.jpg,Success,63,10.6
0-14-010450-8,,,,,,,,,,,,,,Error,65,10.6
