ISBN,Title,Author,Publisher,Pages,Date Published,Subjects,Binding,Synopsis,Language,Edition,Dimensions,MSRP,Image,Status,PageNumber,Volume & Issue
,,,,,,,,,,,,,,Error,,15.2
0-89281-357-1,Women in Celtic Myth: Tales of Extraordinary Women from the Ancient Celtic Tradition,"Caldecott, Moyra",Destiny Books,224.0,1992-03-01,,Paperback,"<p>In Celtic myth, the mixture of wise spiritual teaching and dramatic imagery creates new, potent, and disturbing visions. This selection of eleven storiessome more than 3,000 years old focuses on the women of ancient British mythology, from the formidable women warriors who trained heros to fight and kill to the beautiful companions who led them to higher realms of feminine intuition and spiritual wisdom. Caldecott goes beyond a mere recounting of female strength, providing lucid personal commentary that illuminates the complete myth and the culture from which it springs. These powerful stories transmit a recognition of the mystery of being and an understanding of the powerful magic of inner transformation.<p>Moyra Caldecott, author of more than 16 books and novels set in prehistoric times, including <em>Guardians of the Tall Stones</em> and <em>Crystal Legends</em>, has devoted the major portion of her life to collecting and examining myths and legends across the world.<em>Women in Celtic Myth</em> shows how these tales form a code of universal symbolic importance in expressing the eternal journey of the human spirit. With degrees in both English literature and philosophy, Caldecott lectures on the subject of Celtic myths at sacred sites throughout England.</p>",en,Original ed.,"Height: 9 Inches, Length: 6 Inches, Weight: 0.76 Pounds, Width: 0.7 Inches",16.95,https://images.isbndb.com/covers/35/75/9780892813575.jpg,Success,78.0,15.2
1-55583-130-3,Goldenboy,Michael Nava,Alyson Books,,1991,,Paperback,,en,First Edition,"Height: 8.5 Inches, Length: 0.75 Inches, Weight: 0.65 Pounds, Width: 5.5 Inches",8.95,https://images.isbndb.com/covers/13/01/9781555831301.jpg,Success,59.0,15.2
1-55054-007-6,No Forwarding Address,,Douglas & McIntyre / Not Applicable,,1997,,Hardcover,,en,,,0.0,https://images.isbndb.com/covers/00/79/9781550540079.jpg,Success,62.0,15.2
0-689-31746-8,Weirdos of the Universe Unite,Service,Atheneum,136.0,1992-04-30,,Hardcover,,en,First Edition,"Height: 8.5 Inches, Length: 5.75 Inches, Weight: 1.543235834 Pounds, Width: 0.75 Inches",13.95,https://images.isbndb.com/covers/74/60/9780689317460.jpg,Success,63.0,15.2
0-7710-2477-0,Inventing the Hawk,"Crozier, Lorna",McClelland & Stewart,152.0,1992-04-01,,Paperback,"<p>The poems in this haunting new book are both playful and provocative, witty and intimate. Central to the collection is a powerful elegy for her father. Beginning with his death, it moves back in time to the author's childhood in a small Saskatchewan community.</p>
<p><i>Inventing the Hawk</i> reveals the small pleasures of day-to-day life, sometimes visited by “Angels” who offer a novel, often shocking perspective on reality. As well, Crozier translates love and the experience of loss into a language resonant with desire and longing. A language that speaks to the most private aspects of ourselves.</p>
<p>This is poetry that will change the way we look at our lives.</p>",en,First Edition,"Height: 8.51 Inches, Length: 5.54 Inches, Weight: 0.45 Pounds, Width: 0.46 Inches",12.99,https://images.isbndb.com/covers/47/71/9780771024771.jpg,Success,62.0,15.2
0-318-41625-5,,,,,,,,,,,,,,Error,46.0,15.2
0-940880-38-5,Sylvia Stark: A Pioneer,"Scott, Victoria, Jones, Ernest",Open Hand Pub Llc,63.0,1992,"Pioneers, Frontier And Pioneer Life, African American Pioneers, African Americans, Gold Discoveries",Paperback,"The true story of an African American pioneer. Sylvia was freed from slavery at age twelve and traveled the Oregon Trail by covered wagon to a California gold mining town. In 1860, threatened by the Fugitive Slave Act and the Dred Scott Decision, Sylvia's family and 600 other African Americans left California for British Columbia. The Starks left California for British Columbia. The Starks settled on Salt Spring Island where Sylvia lived to be 105. This engaging book is full of historical facts, maps, illustrations, and archival photographs. Curriculum Guide Available.

                        <p>Chronicles the life of a woman who was born as a slave in Missouri in 1839, moved with her family to California, and later lived on a small island off the coast of British Columbia until she was 105.
</p>",en,1,"Height: 8.5 Inches, Length: 5.5 Inches, Weight: 0.25 Pounds, Width: 0.25 Inches",6.95,https://images.isbndb.com/covers/03/82/9780940880382.jpg,Success,77.0,15.2
0-934172-30-7,For The Love Of Men: Shikata Gai Nai : Poems For Gay Men,"Bogus, Sdiane",Moon Publications,94.0,1991,"Gay men, Gay men--Poetry, Gays, Gays--Poetry, PS3552.O485 F67 1991, 811 B6341f",Paperback,By Sdiane Bogus.,en,2,94 pages ; 21 cm,0.0,https://images.isbndb.com/covers/23/01/9780934172301.jpg,Success,70.0,15.2
0-8070-7901-4,"The Church and the Homosexual, 4th ed.",John J. McNeill,Beacon Press,236.0,1988,"Homosexuality--Religious aspects--Catholic Church, Homosexuality in the Bible, Church work with gays, Church work with gays--United States, HQ76.25 .M38 1988, 261.8/35766",Paperback,"<p>Fourth Edition<br>
<br>
In this ""brave and good book which shatters bad myths"" (Commonweal), McNeill shows that the Bible does not condemn homosexuality, and argues that the Church must not continue its homophobic practices.<br>
<br>
""The Church and the Homosexual is a major weapon for those who are fighting to change the Church."" -The Reverend Paul Moore, Jr.<br>
</p>


                        <p>Father McNeill's outstanding work, which convincingly establishes that the Bible does not condemn homosexuality, has brought comfort to thousands of gay and lesbian Christians since its original publication in 1976. In this fourth edition, the author calls on the Vatican to make a public act of repentance for its homophobia. ""Blessed be that John McNeill's courageous classic is available again.""--Carter Heyward, Episcopal Divinity School.
</p>",en,3,Weight: 0.65 Pounds,1.99,https://images.isbndb.com/covers/90/10/9780807079010.jpg,Success,59.0,15.2
0-87286-267-4,Veils: Short Stories,"Rachlin, Nahid",City Lights Publishers,146.0,2001-01-01,,Paperback,"The Ten Stories In Veils Take Place In Present-day Iran Or In The United States Where Iranian Immigrants Face Alien Ways. Teheran's Ancient Ghanat Abad Avenue, With Its Labyrinth Of Narrow Streets And Alleys, Loosely Links The Stories Into A Single Narrative: Some Residents Leave As Soon As They Can, Others Can Live Nowhere Else. The Men And Women In These Spare And Sensuous Narratives Who Are Caught In The Confusing Whirl Of Changing Cultures Sometimes Meet With Failure But More Often Transcend Difficult Circumstances To Gain Deeper Self-knowledge. Fanatics -- Fatemeh -- The Son -- Rahbar -- Departures -- The Poet's Visit -- Dark Gravity -- The Calling -- Forces Of Attraction -- Dreamers. Nahid Rachlin.",en,,"Height: 8 Inches, Length: 5.3 Inches, Weight: 0.46958461806 Pounds, Width: 0.4 Inches",12.95,https://images.isbndb.com/covers/26/78/9780872862678.jpg,Success,76.0,15.2
0-9633031-1-2,Keepers of the Western Door,"Gangi, Rayna M.",Maple st Pr/Free Women Pr,,1992,,Paperback,,en,,"Height: 8.25 Inches, Length: 5.5 Inches, Width: 0.5 Inches",0.0,https://images.isbndb.com/covers/31/10/9780963303110.jpg,Success,70.0,15.2
0-9633031-1-2,Keepers of the Western Door,"Gangi, Rayna M.",Maple st Pr/Free Women Pr,,1992,,Paperback,,en,,"Height: 8.25 Inches, Length: 5.5 Inches, Width: 0.5 Inches",0.0,https://images.isbndb.com/covers/31/10/9780963303110.jpg,Success,73.0,15.2
0-919626-56-4,The Way to Come Home,"Smart, Carolyn",Brick Books,80.0,1992-11-16,,Paperback,,en,,"Height: 8.75 Inches, Length: 5.5 Inches, Weight: 0.33 Pounds, Width: 0.25 Inches",10.95,https://images.isbndb.com/covers/65/60/9780919626560.jpg,Success,62.0,15.2
0-670-83785-7,Fidelities,"Hall, Richard",Viking,288.0,1992-06-18,"Gay Men, Fiction",Hardcover,,en,First Edition,"Height: 5.85 Inches, Length: 8.77 Inches, Width: 1.01 Inches",1.99,https://images.isbndb.com/covers/78/54/9780670837854.jpg,Success,60.0,15.2
0-919626-58-0,Short Talks,"Carson, Anne",Brick Books,57.0,1992-01-01,,Paperback,,en,F First Paperback Edition Used,"Height: 8.5 Inches, Length: 4.25 Inches, Weight: 0.2 Pounds, Width: 0.25 Inches",14.0,https://images.isbndb.com/covers/65/84/9780919626584.jpg,Success,62.0,15.2
0-88677-513-2,Jaran,"Elliott, Kate",DAW,496.0,1992-06-02,,Mass Market Paperback,,en,,"Height: 6.82 Inches, Length: 5.82 Inches, Weight: 0.53 Pounds, Width: 1.36 Inches",7.99,https://images.isbndb.com/covers/51/31/9780886775131.jpg,Success,63.0,15.2
0-941300-19-6,Mega,"Holmes, B. L.",Mother Courage Pr,,1991,,Paperback,,en,,"Height: 8.5 Inches, Length: 5.75 Inches, Weight: 0.5 Pounds, Width: 0.5 Inches",8.95,https://images.isbndb.com/covers/01/93/9780941300193.jpg,Success,66.0,15.2
0-939416-63-8,Revenge of the Apple/Venganza De LA Manzana,"Partnoy, Alicia",Cleis Pr,100.0,1992,"Disappeared persons, Disappeared persons--Argentina--Poetry, Human rights, Human rights--Argentina--Poetry, PQ7079.2.P37 R48 1992, 861",Paperback,"Alicia Partnoy ; Translated By Richard Schaaf, Regina Kreger, And Alicia Partnoy ; Illustrated By Raquel Partnoy.",en,First Edition,"Height: 8.5 Inches, Length: 5.5 Inches, Width: 0.25 Inches",0.0,https://images.isbndb.com/covers/66/39/9780939416639.jpg,Success,67.0,15.2
1-879427-02-8,"Cancer As A Womens Issue (Women/Cancer/Fear/Power Series, Vol 1)",,Third Side Press,219.0,1991-05,,Paperback,,en,First Edition,"Height: 8.75 Inches, Length: 5.5 Inches, Weight: 0.6 Pounds, Width: 0.5 Inches",11.95,https://images.isbndb.com/covers/70/20/9781879427020.jpg,Success,91.0,15.2
