ISBN,Title,Author,Publisher,Pages,Date Published,Subjects,Binding,Synopsis,Language,Edition,Dimensions,MSRP,Image,Status,PageNumber,Volume & Issue
0-88214-325-5,Starving Women: A Psychology of Anorexia Nervosa,"Spignesi, Angelyn",UNKNO,138.0,1983,,Paperback,,en,Second Printing,Weight: 0.45 Pounds,12.0,https://images.isbndb.com/covers/32/55/9780882143255.jpg,Success,6,8.6
0-934770-20-4,The House on Mango Street,"Cisneros, Sandra",Houston: Arte Publico Press,103.0,1986,,Paperback,,en,First Edition,"Height: 0 Inches, Length: 0 Inches, Weight: 0.35 Pounds, Width: 0 Inches",0.0,https://images.isbndb.com/covers/02/00/9780934770200.jpg,Success,59,8.6
0-9613584-2-4,,,,,,,,,,,,,,Error,60,8.6
0-934770-46-8,The Last of the Menu Girls,"Chavez, Denise",Arte Publico Pr,190.0,1986,,Paperback,,en,1,"Height: 8.5 Inches, Length: 5.5 Inches, Weight: 0.54895103238 Pounds, Width: 0.5 Inches",11.95,https://images.isbndb.com/covers/04/60/9780934770460.jpg,Success,59,8.6
9 1544 820 -1,,,,,,,,,,,,,,Error,18,8.6
0-88214-330-1,"Pagan Meditations: The Worlds of Aphrodite, Artemis, and Hestia","Paris, Ginette",Spring Publications,220.0,1998-04-14,"Religion, Fundamentalism",Paperback,,en,Reissue,"Height: 8.94 Inches, Length: 6.02 Inches, Weight: 0.7 Pounds, Width: 0.625 Inches",20.0,https://images.isbndb.com/covers/33/09/9780882143309.jpg,Success,6,8.6
0-87879-525-1,"Biting the Hand That Feeds Me: Days of Binging, Purging and Recovery","Messinger, Lisa",Arena Pr,206.0,1986,"HealthMessinger, Lisa , 1962-, DiariesMessinger, Lisa , 1962-, Appetite disorders, Bulimia--Patients, Bulimia--Patients--California--Diaries, RC552.B84 M47 1986, 616.85/2",Paperback,Lisa Messinger.,en,First Edition,Weight: 0.75 Pounds,8.95,https://images.isbndb.com/covers/52/53/9780878795253.jpg,Success,20,8.6
42 0 4070 3 5,,,,,,,,,,,,,,Error,18,8.6
0-914728-54-7,Hearts Open Wide: Midwives & Births,"Wellish, Pam",Wingbow Pr,256.0,1987,,Paperback,,en,1st ed,"Height: 8.75 Inches, Length: 5.75 Inches, Weight: 5.8 Pounds, Width: 0.75 Inches",9.95,https://images.isbndb.com/covers/85/42/9780914728542.jpg,Success,10,8.6
0-914728-53-9,The Motherpeace Tarot Playbook,"Noble, Vicki; Tenney, Jonathan",Wingbow Press,206.0,1993,,Paperback,,en,1,8.42 (w) x 10.86 (h) x 0.55 (d),21.0,https://images.isbndb.com/covers/85/35/9780914728535.jpg,Success,10,8.6
08351- 1008-7,,,,,,,,,,,,,,Error,48,8.6
